Installment,Region,Channel,Platform,GameType,ReserveType,ReleaseYear,ReleaseMonth,RelativeWeek,Version,FinalPrice,ReservesLevel
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,2,4,59.99000162,1295
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,2,4,59.99000162,580
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,3,4,59.99000162,1244
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,3,4,59.99000162,1326
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,4,4,59.99000162,891
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,4,4,59.99000162,1954
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,5,4,59.99000162,131
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,6,4,59.99000162,617
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,7,4,59.99000162,415
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,8,4,59.99000162,589
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,8,4,59.99000162,21
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,9,4,59.99000162,80
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,10,4,59.99000162,116
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,10,4,59.99000162,212
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,11,4,59.99000162,195
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,12,4,59.99000162,294
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,13,4,59.99000162,223
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,14,4,59.99000162,309
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,14,4,59.99000162,35
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,15,4,59.99000162,165
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,16,4,59.99000162,184
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,17,4,59.99000162,121
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,18,4,59.99000162,81
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,18,4,59.99000162,111
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,20,4,59.99000162,122
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,21,4,59.99000162,15
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,23,4,59.99000162,131
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,24,4,59.99000162,136
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,24,4,59.99000162,1
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,25,4,59.99000162,3
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,26,4,59.99000162,50
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,26,4,59.99000162,84
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,27,4,59.99000162,77
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,28,4,59.99000162,154
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,29,4,59.99000162,46
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,31,4,59.99000162,88
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,32,4,59.99000162,79
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,33,4,59.99000162,74
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,33,4,59.99000162,216
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,34,4,59.99000162,79
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,35,4,59.99000162,66
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,35,4,59.99000162,157
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,36,4,59.99000162,149
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,37,4,59.99000162,72
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,38,4,59.99000162,54
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,38,4,59.99000162,70
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,39,4,59.99000162,64
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,40,4,59.99000162,78
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,41,4,59.99000162,40
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,41,4,59.99000162,67
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,42,4,59.99000162,0
Shooter 5,BRA,Digital,PC,NonCasual,PreOrder,2015,3,43,4,59.99000162,63
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,43,4,59.99000162,4
Shooter 5,BRA,Digital,PC,NonCasual,PrePurchase,2015,3,44,4,59.99000162,4
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,-1,4,59.41780772,0
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,-1,4,59.41780772,0
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,0,4,59.41780772,1701
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,0,4,59.41780772,5765
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,1,4,59.41780772,1290
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,1,4,59.41780772,9093
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,2,4,59.41780772,878
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,2,4,59.41780772,3918
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,3,4,59.41780772,693
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,3,4,59.41780772,1801
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,4,4,59.41780772,546
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,4,4,59.41780772,1318
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,5,4,59.41780772,1269
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,5,4,59.41780772,1114
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,6,4,59.41780772,1158
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,6,4,59.41780772,978
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,7,4,59.41780772,541
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,7,4,59.41780772,1568
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,8,4,59.41780772,362
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,8,4,59.41780772,1307
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,9,4,59.41780772,800
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,9,4,59.41780772,975
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,10,4,59.41780772,303
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,10,4,59.41780772,688
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,11,4,59.41780772,738
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,11,4,59.41780772,935
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,12,4,59.41780772,264
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,12,4,59.41780772,502
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,13,4,59.41780772,343
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,13,4,59.41780772,685
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,14,4,59.41780772,320
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,14,4,59.41780772,631
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,15,4,59.41780772,310
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,15,4,59.41780772,378
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,16,4,59.41780772,292
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,16,4,59.41780772,458
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,17,4,59.41780772,474
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,17,4,59.41780772,317
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,18,4,59.41780772,454
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,18,4,59.41780772,426
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,19,4,59.41780772,514
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,19,4,59.41780772,310
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,20,4,59.41780772,163
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,20,4,59.41780772,385
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,21,4,59.41780772,160
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,21,4,59.41780772,262
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,22,4,59.41780772,223
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,22,4,59.41780772,219
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,23,4,59.41780772,207
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,23,4,59.41780772,206
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,24,4,59.41780772,283
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,25,4,59.41780772,133
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,25,4,59.41780772,100
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,26,4,59.41780772,164
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,27,4,59.41780772,121
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,27,4,59.41780772,9
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,28,4,59.41780772,268
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,28,4,59.41780772,98
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,29,4,59.41780772,218
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,29,4,59.41780772,73
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,30,4,59.41780772,348
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,30,4,59.41780772,141
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,31,4,59.41780772,285
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,31,4,59.41780772,116
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,32,4,59.41780772,73
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,33,4,59.41780772,177
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,33,4,59.41780772,26
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,34,4,59.41780772,234
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,34,4,59.41780772,62
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,35,4,59.41780772,155
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,35,4,59.41780772,57
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,36,4,59.41780772,206
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,36,4,59.41780772,55
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,37,4,59.41780772,187
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,37,4,59.41780772,50
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,38,4,59.41780772,127
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,38,4,59.41780772,43
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,39,4,59.41780772,117
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,39,4,59.41780772,99
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,40,4,59.41780772,109
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,40,4,59.41780772,18
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,41,4,59.41780772,102
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,41,4,59.41780772,18
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,42,4,59.41780772,23
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,43,4,59.41780772,13
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,43,4,59.41780772,52
Shooter 5,BRA,Digital,PS,NonCasual,PreOrder,2015,3,44,4,59.41780772,3
Shooter 5,BRA,Digital,PS,NonCasual,PrePurchase,2015,3,44,4,59.41780772,1
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,-1,4,59.98999976,0
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,0,4,59.98999976,2379
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,0,4,59.98999976,4723
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,2,4,59.98999976,252
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,3,4,59.98999976,1494
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,4,4,59.98999976,2
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,5,4,59.98999976,1440
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,6,4,59.98999976,717
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,7,4,59.98999976,528
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,9,4,59.98999976,338
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,10,4,59.98999976,374
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,10,4,59.98999976,359
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,12,4,59.98999976,443
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,12,4,59.98999976,248
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,13,4,59.98999976,319
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,13,4,59.98999976,46
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,14,4,59.98999976,147
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,15,4,59.98999976,295
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,15,4,59.98999976,166
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,16,4,59.98999976,292
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,16,4,59.98999976,7
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,17,4,59.98999976,84
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,17,4,59.98999976,176
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,18,4,59.98999976,51
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,19,4,59.98999976,239
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,20,4,59.98999976,334
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,20,4,59.98999976,21
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,21,4,59.98999976,329
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,21,4,59.98999976,217
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,22,4,59.98999976,256
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,22,4,59.98999976,243
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,23,4,59.98999976,249
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,23,4,59.98999976,96
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,24,4,59.98999976,303
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,24,4,59.98999976,112
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,25,4,59.98999976,290
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,25,4,59.98999976,263
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,26,4,59.98999976,232
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,26,4,59.98999976,89
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,27,4,59.98999976,272
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,27,4,59.98999976,229
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,28,4,59.98999976,53
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,29,4,59.98999976,110
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,29,4,59.98999976,222
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,30,4,59.98999976,133
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,31,4,59.98999976,32
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,31,4,59.98999976,52
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,32,4,59.98999976,293
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,32,4,59.98999976,95
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,33,4,59.98999976,25
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,34,4,59.98999976,25
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,34,4,59.98999976,86
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,35,4,59.98999976,24
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,36,4,59.98999976,23
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,37,4,59.98999976,23
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,37,4,59.98999976,70
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,38,4,59.98999976,22
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,39,4,59.98999976,73
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,40,4,59.98999976,67
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,41,4,59.98999976,17
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,41,4,59.98999976,32
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,42,4,59.98999976,85
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,42,4,59.98999976,36
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,43,4,59.98999976,4
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,43,4,59.98999976,19
Shooter 5,BRA,Digital,XBOX,NonCasual,PreOrder,2015,3,44,4,59.98999976,15
Shooter 5,BRA,Digital,XBOX,NonCasual,PrePurchase,2015,3,44,4,59.98999976,26
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,-1,4,59.99000162,0
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,0,4,59.99000162,4016
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,1,4,59.99000162,51
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,3,4,59.99000162,21
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,4,4,59.99000162,1052
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,7,4,59.99000162,598
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,9,4,59.99000162,81
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,10,4,59.99000162,504
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,11,4,59.99000162,365
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,12,4,59.99000162,406
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,16,4,59.99000162,260
Shooter 5,CAN,Digital,Nintendo,NonCasual,PreOrder,2015,3,26,4,59.99000162,308
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,35,4,59.99000162,164
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,36,4,59.99000162,156
Shooter 5,CAN,Digital,Nintendo,NonCasual,PrePurchase,2015,3,38,4,59.99000162,64
Shooter 5,CAN,Digital,Nintendo,NonCasual,PreOrder,2015,3,42,4,59.99000162,66
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,-1,4,59.99000162,0
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,0,4,59.99000162,296
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,1,4,59.99000162,4811
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,2,4,59.99000162,575
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,3,4,59.99000162,3102
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,3,4,59.99000162,3631
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,4,4,59.99000162,853
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,4,4,59.99000162,2148
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,5,4,59.99000162,74
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,6,4,59.99000162,2318
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,6,4,59.99000162,550
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,7,4,59.99000162,351
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,8,4,59.99000162,716
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,9,4,59.99000162,2188
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,9,4,59.99000162,359
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,10,4,59.99000162,558
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,11,4,59.99000162,1526
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,11,4,59.99000162,62
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,12,4,59.99000162,147
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,13,4,59.99000162,504
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,14,4,59.99000162,340
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,14,4,59.99000162,471
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,15,4,59.99000162,9
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,17,4,59.99000162,250
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,18,4,59.99000162,301
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,18,4,59.99000162,152
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,21,4,59.99000162,196
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,22,4,59.99000162,259
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,23,4,59.99000162,205
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,24,4,59.99000162,249
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,25,4,59.99000162,419
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,26,4,59.99000162,227
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,26,4,59.99000162,200
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,27,4,59.99000162,450
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,28,4,59.99000162,245
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,29,4,59.99000162,142
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,30,4,59.99000162,200
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,31,4,59.99000162,306
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,32,4,59.99000162,256
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,33,4,59.99000162,210
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,33,4,59.99000162,254
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,34,4,59.99000162,190
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,34,4,59.99000162,240
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,35,4,59.99000162,228
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,36,4,59.99000162,215
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,37,4,59.99000162,198
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,38,4,59.99000162,182
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,39,4,59.99000162,127
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,39,4,59.99000162,156
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,40,4,59.99000162,114
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,40,4,59.99000162,90
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,41,4,59.99000162,97
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,41,4,59.99000162,78
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,42,4,59.99000162,48
Shooter 5,CAN,Digital,PC,NonCasual,PreOrder,2015,3,43,4,59.99000162,272
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,43,4,59.99000162,1
Shooter 5,CAN,Digital,PC,NonCasual,PrePurchase,2015,3,44,4,59.99000162,32
Shooter 5,CAN,Digital,PS,NonCasual,PreOrder,2015,3,-1,4,59.41780772,0
Shooter 5,CAN,Digital,PS,NonCasual,PrePurchase,2015,3,-1,4,59.41780772,0
Shooter 5,CAN,Digital,PS,NonCasual,PreOrder,2015,3,0,4,59.41780772,5548
Shooter 5,CAN,Digital,PS,NonCasual,PrePurchase,2015,3,0,4,59.41780772,19547
Shooter 5,CAN,Digital,PS,NonCasual,PreOrder,2015,3,1,4,59.41780772,8457
