Installment,Region,Channel,Platform,ReleaseYear,ReleaseMonth,RelativeWeek,Version,GameType,ReserveType,FinalPrice,ReservesLevel
Shooter 3,USA,Retail,PC,2009,12,30,1,NonCasual,Pre-Order,20.06247663,1238
Shooter 3,USA,Retail,PC,2009,12,32,1,NonCasual,Pre-Order,20.06247663,648
Shooter 3,USA,Retail,PC,2009,12,33,1,NonCasual,Pre-Order,20.06247663,7167
Shooter 3,USA,Retail,PC,2009,12,35,1,NonCasual,Pre-Order,20.06247663,469
Shooter 3,USA,Retail,PC,2009,12,38,1,NonCasual,Pre-Order,20.06247663,271
Shooter 3,USA,Retail,PC,2009,12,42,1,NonCasual,Pre-Order,20.06247663,2261
Shooter 3,USA,Retail,PC,2009,12,43,1,NonCasual,Pre-Order,20.06247663,340
Shooter 3,USA,Retail,PC,2009,12,47,1,NonCasual,Pre-Order,20.06247663,1452
Shooter 3,USA,Retail,PC,2009,12,49,1,NonCasual,Pre-Order,20.06247663,1575
Shooter 3,USA,Retail,PC,2009,12,50,1,NonCasual,Pre-Order,20.06247663,254
Shooter 3,USA,Retail,PC,2009,12,51,1,NonCasual,Pre-Order,20.06247663,125
Shooter 3,USA,Retail,PC,2009,12,54,1,NonCasual,Pre-Order,20.06247663,239
Shooter 3,USA,Retail,PC,2009,12,57,1,NonCasual,Pre-Order,20.06247663,2192
Shooter 3,USA,Retail,PC,2009,12,58,1,NonCasual,Pre-Order,20.06247663,1950
Shooter 3,USA,Retail,PC,2009,12,59,1,NonCasual,Pre-Order,20.06247663,117
Shooter 3,USA,Retail,PC,2009,12,62,1,NonCasual,Pre-Order,20.06247663,154
Shooter 3,USA,Retail,PC,2009,12,63,1,NonCasual,Pre-Order,20.06247663,154
Shooter 3,USA,Retail,PC,2009,12,66,1,NonCasual,Pre-Order,20.06247663,719
Shooter 3,USA,Retail,PC,2009,12,67,1,NonCasual,Pre-Order,20.06247663,548
Shooter 3,USA,Retail,PC,2009,12,68,1,NonCasual,Pre-Order,20.06247663,1188
Shooter 3,USA,Retail,PC,2009,12,71,1,NonCasual,Pre-Order,20.06247663,91
Shooter 3,USA,Retail,PC,2009,12,72,1,NonCasual,Pre-Order,20.06247663,81
Shooter 3,USA,Retail,PC,2009,12,75,1,NonCasual,Pre-Order,20.06247663,579
Shooter 3,USA,Retail,PC,2009,12,76,1,NonCasual,Pre-Order,20.06247663,224
Shooter 3,USA,Retail,PS,2009,12,0,1,NonCasual,Pre-Order,32.98108302,138188
Shooter 3,USA,Retail,PS,2009,12,1,1,NonCasual,Pre-Order,32.98108302,94191
Shooter 3,USA,Retail,PS,2009,12,2,1,NonCasual,Pre-Order,32.98108302,104020
Shooter 3,USA,Retail,PS,2009,12,3,1,NonCasual,Pre-Order,32.98108302,3837
Shooter 3,USA,Retail,PS,2009,12,4,1,NonCasual,Pre-Order,32.98108302,4616
Shooter 3,USA,Retail,PS,2009,12,5,1,NonCasual,Pre-Order,32.98108302,4058
Shooter 3,USA,Retail,PS,2009,12,6,1,NonCasual,Pre-Order,32.98108302,71683
Shooter 3,USA,Retail,PS,2009,12,7,1,NonCasual,Pre-Order,32.98108302,22059
Shooter 3,USA,Retail,PS,2009,12,9,1,NonCasual,Pre-Order,32.98108302,2715
Shooter 3,USA,Retail,PS,2009,12,10,1,NonCasual,Pre-Order,32.98108302,62605
Shooter 3,USA,Retail,PS,2009,12,11,1,NonCasual,Pre-Order,32.98108302,40051
Shooter 3,USA,Retail,PS,2009,12,12,1,NonCasual,Pre-Order,32.98108302,61668
Shooter 3,USA,Retail,PS,2009,12,13,1,NonCasual,Pre-Order,32.98108302,60680
Shooter 3,USA,Retail,PS,2009,12,14,1,NonCasual,Pre-Order,32.98108302,20161
Shooter 3,USA,Retail,PS,2009,12,15,1,NonCasual,Pre-Order,32.98108302,21920
Shooter 3,USA,Retail,PS,2009,12,16,1,NonCasual,Pre-Order,32.98108302,55444
Shooter 3,USA,Retail,PS,2009,12,17,1,NonCasual,Pre-Order,32.98108302,36028
Shooter 3,USA,Retail,PS,2009,12,18,1,NonCasual,Pre-Order,32.98108302,34665
Shooter 3,USA,Retail,PS,2009,12,19,1,NonCasual,Pre-Order,32.98108302,2107
Shooter 3,USA,Retail,PS,2009,12,21,1,NonCasual,Pre-Order,32.98108302,16721
Shooter 3,USA,Retail,PS,2009,12,22,1,NonCasual,Pre-Order,32.98108302,32809
Shooter 3,USA,Retail,PS,2009,12,23,1,NonCasual,Pre-Order,32.98108302,30509
Shooter 3,USA,Retail,PS,2009,12,26,1,NonCasual,Pre-Order,32.98108302,33448
Shooter 3,USA,Retail,PS,2009,12,27,1,NonCasual,Pre-Order,32.98108302,602
Shooter 3,USA,Retail,PS,2009,12,29,1,NonCasual,Pre-Order,32.98108302,26500
Shooter 3,USA,Retail,PS,2009,12,30,1,NonCasual,Pre-Order,32.98108302,9447
Shooter 3,USA,Retail,PS,2009,12,32,1,NonCasual,Pre-Order,32.98108302,14975
Shooter 3,USA,Retail,PS,2009,12,33,1,NonCasual,Pre-Order,32.98108302,13463
Shooter 3,USA,Retail,PS,2009,12,34,1,NonCasual,Pre-Order,32.98108302,908
Shooter 3,USA,Retail,PS,2009,12,35,1,NonCasual,Pre-Order,32.98108302,626
Shooter 3,USA,Retail,PS,2009,12,36,1,NonCasual,Pre-Order,32.98108302,1081
Shooter 3,USA,Retail,PS,2009,12,38,1,NonCasual,Pre-Order,32.98108302,8186
Shooter 3,USA,Retail,PS,2009,12,40,1,NonCasual,Pre-Order,32.98108302,2396
Shooter 3,USA,Retail,PS,2009,12,42,1,NonCasual,Pre-Order,32.98108302,3842
Shooter 3,USA,Retail,PS,2009,12,43,1,NonCasual,Pre-Order,32.98108302,3189
Shooter 3,USA,Retail,PS,2009,12,44,1,NonCasual,Pre-Order,32.98108302,4831
Shooter 3,USA,Retail,PS,2009,12,45,1,NonCasual,Pre-Order,32.98108302,307
Shooter 3,USA,Retail,PS,2009,12,46,1,NonCasual,Pre-Order,32.98108302,1511
Shooter 3,USA,Retail,PS,2009,12,47,1,NonCasual,Pre-Order,32.98108302,2930
Shooter 3,USA,Retail,PS,2009,12,48,1,NonCasual,Pre-Order,32.98108302,232
Shooter 3,USA,Retail,PS,2009,12,49,1,NonCasual,Pre-Order,32.98108302,2696
Shooter 3,USA,Retail,PS,2009,12,50,1,NonCasual,Pre-Order,32.98108302,2485
Shooter 3,USA,Retail,PS,2009,12,51,1,NonCasual,Pre-Order,32.98108302,1586
Shooter 3,USA,Retail,PS,2009,12,53,1,NonCasual,Pre-Order,32.98108302,1387
Shooter 3,USA,Retail,PS,2009,12,54,1,NonCasual,Pre-Order,32.98108302,1312
Shooter 3,USA,Retail,PS,2009,12,56,1,NonCasual,Pre-Order,32.98108302,3498
Shooter 3,USA,Retail,PS,2009,12,57,1,NonCasual,Pre-Order,32.98108302,992
Shooter 3,USA,Retail,PS,2009,12,58,1,NonCasual,Pre-Order,32.98108302,1051
Shooter 3,USA,Retail,PS,2009,12,59,1,NonCasual,Pre-Order,32.98108302,943
Shooter 3,USA,Retail,PS,2009,12,60,1,NonCasual,Pre-Order,32.98108302,2806
Shooter 3,USA,Retail,PS,2009,12,62,1,NonCasual,Pre-Order,32.98108302,2545
Shooter 3,USA,Retail,PS,2009,12,63,1,NonCasual,Pre-Order,32.98108302,855
Shooter 3,USA,Retail,PS,2009,12,65,1,NonCasual,Pre-Order,32.98108302,857
Shooter 3,USA,Retail,PS,2009,12,66,1,NonCasual,Pre-Order,32.98108302,1417
Shooter 3,USA,Retail,PS,2009,12,67,1,NonCasual,Pre-Order,32.98108302,151
Shooter 3,USA,Retail,PS,2009,12,68,1,NonCasual,Pre-Order,32.98108302,66
Shooter 3,USA,Retail,PS,2009,12,69,1,NonCasual,Pre-Order,32.98108302,1763
Shooter 3,USA,Retail,PS,2009,12,71,1,NonCasual,Pre-Order,32.98108302,437
Shooter 3,USA,Retail,PS,2009,12,72,1,NonCasual,Pre-Order,32.98108302,395
Shooter 3,USA,Retail,PS,2009,12,74,1,NonCasual,Pre-Order,32.98108302,970
Shooter 3,USA,Retail,PS,2009,12,75,1,NonCasual,Pre-Order,32.98108302,263
Shooter 3,USA,Retail,XBOX,2009,12,3,1,NonCasual,Pre-Order,21.42515723,29898
Shooter 3,USA,Retail,XBOX,2009,12,4,1,NonCasual,Pre-Order,21.42515723,77083
Shooter 3,USA,Retail,XBOX,2009,12,5,1,NonCasual,Pre-Order,21.42515723,1933
Shooter 3,USA,Retail,XBOX,2009,12,7,1,NonCasual,Pre-Order,21.42515723,44598
Shooter 3,USA,Retail,XBOX,2009,12,8,1,NonCasual,Pre-Order,21.42515723,64764
Shooter 3,USA,Retail,XBOX,2009,12,9,1,NonCasual,Pre-Order,21.42515723,62809
Shooter 3,USA,Retail,XBOX,2009,12,11,1,NonCasual,Pre-Order,21.42515723,757
Shooter 3,USA,Retail,XBOX,2009,12,14,1,NonCasual,Pre-Order,21.42515723,38885
Shooter 3,USA,Retail,XBOX,2009,12,15,1,NonCasual,Pre-Order,21.42515723,35444
Shooter 3,USA,Retail,XBOX,2009,12,16,1,NonCasual,Pre-Order,21.42515723,693
Shooter 3,USA,Retail,XBOX,2009,12,17,1,NonCasual,Pre-Order,21.42515723,18108
Shooter 3,USA,Retail,XBOX,2009,12,18,1,NonCasual,Pre-Order,21.42515723,17788
Shooter 3,USA,Retail,XBOX,2009,12,19,1,NonCasual,Pre-Order,21.42515723,32332
Shooter 3,USA,Retail,XBOX,2009,12,20,1,NonCasual,Pre-Order,21.42515723,51215
Shooter 3,USA,Retail,XBOX,2009,12,21,1,NonCasual,Pre-Order,21.42515723,31763
Shooter 3,USA,Retail,XBOX,2009,12,22,1,NonCasual,Pre-Order,21.42515723,15558
Shooter 3,USA,Retail,XBOX,2009,12,24,1,NonCasual,Pre-Order,21.42515723,44646
Shooter 3,USA,Retail,XBOX,2009,12,25,1,NonCasual,Pre-Order,21.42515723,2378
Shooter 3,USA,Retail,XBOX,2009,12,26,1,NonCasual,Pre-Order,21.42515723,1584
Shooter 3,USA,Retail,XBOX,2009,12,27,1,NonCasual,Pre-Order,21.42515723,1349
Shooter 3,USA,Retail,XBOX,2009,12,28,1,NonCasual,Pre-Order,21.42515723,11936
Shooter 3,USA,Retail,XBOX,2009,12,29,1,NonCasual,Pre-Order,21.42515723,1357
Shooter 3,USA,Retail,XBOX,2009,12,31,1,NonCasual,Pre-Order,21.42515723,25801
Shooter 3,USA,Retail,XBOX,2009,12,32,1,NonCasual,Pre-Order,21.42515723,948
Shooter 3,USA,Retail,XBOX,2009,12,33,1,NonCasual,Pre-Order,21.42515723,506
Shooter 3,USA,Retail,XBOX,2009,12,34,1,NonCasual,Pre-Order,21.42515723,17487
Shooter 3,USA,Retail,XBOX,2009,12,35,1,NonCasual,Pre-Order,21.42515723,5049
Shooter 3,USA,Retail,XBOX,2009,12,37,1,NonCasual,Pre-Order,21.42515723,4432
Shooter 3,USA,Retail,XBOX,2009,12,38,1,NonCasual,Pre-Order,21.42515723,914
Shooter 3,USA,Retail,XBOX,2009,12,39,1,NonCasual,Pre-Order,21.42515723,8187
Shooter 3,USA,Retail,XBOX,2009,12,40,1,NonCasual,Pre-Order,21.42515723,5337
Shooter 3,USA,Retail,XBOX,2009,12,41,1,NonCasual,Pre-Order,21.42515723,6899
Shooter 3,USA,Retail,XBOX,2009,12,43,1,NonCasual,Pre-Order,21.42515723,515
Shooter 3,USA,Retail,XBOX,2009,12,44,1,NonCasual,Pre-Order,21.42515723,505
Shooter 3,USA,Retail,XBOX,2009,12,45,1,NonCasual,Pre-Order,21.42515723,2872
Shooter 3,USA,Retail,XBOX,2009,12,46,1,NonCasual,Pre-Order,21.42515723,3369
Shooter 3,USA,Retail,XBOX,2009,12,48,1,NonCasual,Pre-Order,21.42515723,4223
Shooter 3,USA,Retail,XBOX,2009,12,50,1,NonCasual,Pre-Order,21.42515723,1379
Shooter 3,USA,Retail,XBOX,2009,12,51,1,NonCasual,Pre-Order,21.42515723,2310
Shooter 3,USA,Retail,XBOX,2009,12,52,1,NonCasual,Pre-Order,21.42515723,3929
Shooter 3,USA,Retail,XBOX,2009,12,54,1,NonCasual,Pre-Order,21.42515723,2223
Shooter 3,USA,Retail,XBOX,2009,12,55,1,NonCasual,Pre-Order,21.42515723,3665
Shooter 3,USA,Retail,XBOX,2009,12,57,1,NonCasual,Pre-Order,21.42515723,201
Shooter 3,USA,Retail,XBOX,2009,12,58,1,NonCasual,Pre-Order,21.42515723,233
Shooter 3,USA,Retail,XBOX,2009,12,59,1,NonCasual,Pre-Order,21.42515723,2027
Shooter 3,USA,Retail,XBOX,2009,12,60,1,NonCasual,Pre-Order,21.42515723,176
Shooter 3,USA,Retail,XBOX,2009,12,61,1,NonCasual,Pre-Order,21.42515723,2735
Shooter 3,USA,Retail,XBOX,2009,12,63,1,NonCasual,Pre-Order,21.42515723,1580
Shooter 3,USA,Retail,XBOX,2009,12,64,1,NonCasual,Pre-Order,21.42515723,942
Shooter 3,USA,Retail,XBOX,2009,12,65,1,NonCasual,Pre-Order,21.42515723,1433
Shooter 3,USA,Retail,XBOX,2009,12,67,1,NonCasual,Pre-Order,21.42515723,50
Shooter 3,USA,Retail,XBOX,2009,12,68,1,NonCasual,Pre-Order,21.42515723,569
Shooter 3,USA,Retail,XBOX,2009,12,70,1,NonCasual,Pre-Order,21.42515723,1574
Shooter 3,USA,Retail,XBOX,2009,12,72,1,NonCasual,Pre-Order,21.42515723,798
Shooter 3,USA,Retail,XBOX,2009,12,73,1,NonCasual,Pre-Order,21.42515723,398
Shooter 3,USA,Retail,XBOX,2009,12,75,1,NonCasual,Pre-Order,21.42515723,25
Shooter 3,USA,Retail,XBOX,2009,12,76,1,NonCasual,Pre-Order,21.42515723,40
Shooter 4,USA,Digital,Nintendo,2011,11,14,2,NonCasual,Pre-Purchase,59.98999968,1703
Shooter 4,USA,Digital,PC,2011,11,0,2,NonCasual,Pre-Purchase,59.98999968,32064
Shooter 4,USA,Digital,PC,2011,11,1,2,NonCasual,Pre-Purchase,59.98999968,1781
Shooter 4,USA,Digital,PC,2011,11,2,2,NonCasual,Pre-Purchase,59.98999968,12605
Shooter 4,USA,Digital,PC,2011,11,3,2,NonCasual,Pre-Purchase,59.98999968,4277
Shooter 4,USA,Digital,PC,2011,11,4,2,NonCasual,Pre-Purchase,59.98999968,5218
Shooter 4,USA,Digital,PC,2011,11,5,2,NonCasual,Pre-Purchase,59.98999968,3831
Shooter 4,USA,Digital,PC,2011,11,6,2,NonCasual,Pre-Purchase,59.98999968,680
Shooter 4,USA,Digital,PC,2011,11,7,2,NonCasual,Pre-Purchase,59.98999968,581
Shooter 4,USA,Digital,PC,2011,11,8,2,NonCasual,Pre-Purchase,59.98999968,1406
Shooter 4,USA,Digital,PC,2011,11,9,2,NonCasual,Pre-Purchase,59.98999968,1388
Shooter 4,USA,Digital,PC,2011,11,10,2,NonCasual,Pre-Purchase,59.98999968,1273
Shooter 4,USA,Digital,PC,2011,11,11,2,NonCasual,Pre-Purchase,59.98999968,1879
Shooter 4,USA,Digital,PC,2011,11,12,2,NonCasual,Pre-Purchase,59.98999968,1022
Shooter 4,USA,Digital,PC,2011,11,14,2,NonCasual,Pre-Purchase,59.98999968,1113
Shooter 4,USA,Digital,PC,2011,11,16,2,NonCasual,Pre-Purchase,59.98999968,710
Shooter 4,USA,Digital,PC,2011,11,18,2,NonCasual,Pre-Purchase,59.98999968,332
Shooter 4,USA,Digital,PS,2011,11,0,2,NonCasual,Pre-Purchase,59.98999784,43238
Shooter 4,USA,Digital,PS,2011,11,1,2,NonCasual,Pre-Purchase,59.98999784,11769
Shooter 4,USA,Digital,PS,2011,11,2,2,NonCasual,Pre-Purchase,59.98999784,1917
Shooter 4,USA,Digital,PS,2011,11,3,2,NonCasual,Pre-Purchase,59.98999784,9684
Shooter 4,USA,Digital,PS,2011,11,4,2,NonCasual,Pre-Purchase,59.98999784,5520
Shooter 4,USA,Digital,PS,2011,11,5,2,NonCasual,Pre-Purchase,59.98999784,1816
Shooter 4,USA,Digital,PS,2011,11,6,2,NonCasual,Pre-Purchase,59.98999784,2841
Shooter 4,USA,Digital,PS,2011,11,7,2,NonCasual,Pre-Purchase,59.98999784,1560
Shooter 4,USA,Digital,PS,2011,11,8,2,NonCasual,Pre-Purchase,59.98999784,5477
Shooter 4,USA,Digital,PS,2011,11,9,2,NonCasual,Pre-Purchase,59.98999784,5064
Shooter 4,USA,Digital,PS,2011,11,10,2,NonCasual,Pre-Purchase,59.98999784,4741
Shooter 4,USA,Digital,PS,2011,11,11,2,NonCasual,Pre-Purchase,59.98999784,3658
Shooter 4,USA,Digital,PS,2011,11,12,2,NonCasual,Pre-Purchase,59.98999784,415
Shooter 4,USA,Digital,PS,2011,11,14,2,NonCasual,Pre-Purchase,59.98999784,59
Shooter 4,USA,Digital,PS,2011,11,15,2,NonCasual,Pre-Purchase,59.98999784,779
Shooter 4,USA,Digital,PS,2011,11,16,2,NonCasual,Pre-Purchase,59.98999784,2312
Shooter 4,USA,Digital,PS,2011,11,17,2,NonCasual,Pre-Purchase,59.98999784,172
Shooter 4,USA,Digital,PS,2011,11,18,2,NonCasual,Pre-Purchase,59.98999784,1100
Shooter 4,USA,Digital,PS,2011,11,23,2,NonCasual,Pre-Purchase,59.98999784,358
Shooter 4,USA,Digital,XBOX,2011,11,1,2,NonCasual,Pre-Purchase,59.99000085,30219
Shooter 4,USA,Digital,XBOX,2011,11,2,2,NonCasual,Pre-Purchase,59.99000085,5996
Shooter 4,USA,Digital,XBOX,2011,11,4,2,NonCasual,Pre-Purchase,59.99000085,618
Shooter 4,USA,Digital,XBOX,2011,11,5,2,NonCasual,Pre-Purchase,59.99000085,3984
Shooter 4,USA,Digital,XBOX,2011,11,6,2,NonCasual,Pre-Purchase,59.99000085,4871
Shooter 4,USA,Digital,XBOX,2011,11,7,2,NonCasual,Pre-Purchase,59.99000085,5419
Shooter 4,USA,Digital,XBOX,2011,11,12,2,NonCasual,Pre-Purchase,59.99000085,3648
Shooter 4,USA,Digital,XBOX,2011,11,13,2,NonCasual,Pre-Purchase,59.99000085,4700
Shooter 4,USA,Digital,XBOX,2011,11,14,2,NonCasual,Pre-Purchase,59.99000085,1414
Shooter 4,USA,Digital,XBOX,2011,11,15,2,NonCasual,Pre-Purchase,59.99000085,3079
Shooter 4,USA,Digital,XBOX,2011,11,17,2,NonCasual,Pre-Purchase,59.99000085,1417
Shooter 4,USA,Digital,XBOX,2011,11,19,2,NonCasual,Pre-Purchase,59.99000085,1222
Shooter 4,USA,Digital,XBOX,2011,11,20,2,NonCasual,Pre-Purchase,59.99000085,1018
Shooter 4,USA,Digital,XBOX,2011,11,21,2,NonCasual,Pre-Purchase,59.99000085,818
Shooter 4,USA,Digital,XBOX,2011,11,22,2,NonCasual,Pre-Purchase,59.99000085,603
Shooter 4,USA,Retail,Nintendo,2011,11,12,2,NonCasual,Pre-Order,59.98999968,583
Shooter 4,USA,Retail,Nintendo,2011,11,16,2,NonCasual,Pre-Order,59.98999968,66351
Shooter 4,USA,Retail,Nintendo,2011,11,18,2,NonCasual,Pre-Order,59.98999968,78737
Shooter 4,USA,Retail,Nintendo,2011,11,19,2,NonCasual,Pre-Order,59.98999968,2494
Shooter 4,USA,Retail,Nintendo,2011,11,23,2,NonCasual,Pre-Order,59.98999968,6280
Shooter 4,USA,Retail,Nintendo,2011,11,27,2,NonCasual,Pre-Order,59.98999968,218
Shooter 4,USA,Retail,PC,2011,11,0,2,NonCasual,Pre-Order,59.98999968,98500
Shooter 4,USA,Retail,PC,2011,11,1,2,NonCasual,Pre-Order,59.98999968,24625
Shooter 4,USA,Retail,PC,2011,11,2,2,NonCasual,Pre-Order,59.98999968,78752
Shooter 4,USA,Retail,PC,2011,11,3,2,NonCasual,Pre-Order,59.98999968,72683
Shooter 4,USA,Retail,PC,2011,11,4,2,NonCasual,Pre-Order,59.98999968,13244
Shooter 4,USA,Retail,PC,2011,11,5,2,NonCasual,Pre-Order,59.98999968,131012
Shooter 4,USA,Retail,PC,2011,11,6,2,NonCasual,Pre-Order,59.98999968,76252
Shooter 4,USA,Retail,PC,2011,11,7,2,NonCasual,Pre-Order,59.98999968,571
Shooter 4,USA,Retail,PC,2011,11,8,2,NonCasual,Pre-Order,59.98999968,20667
Shooter 4,USA,Retail,PC,2011,11,9,2,NonCasual,Pre-Order,59.98999968,582
Shooter 4,USA,Retail,PC,2011,11,10,2,NonCasual,Pre-Order,59.98999968,54260
Shooter 4,USA,Retail,PC,2011,11,11,2,NonCasual,Pre-Order,59.98999968,3572
Shooter 4,USA,Retail,PC,2011,11,12,2,NonCasual,Pre-Order,59.98999968,528
Shooter 4,USA,Retail,PC,2011,11,13,2,NonCasual,Pre-Order,59.98999968,69505
Shooter 4,USA,Retail,PC,2011,11,14,2,NonCasual,Pre-Order,59.98999968,46800
Shooter 4,USA,Retail,PC,2011,11,15,2,NonCasual,Pre-Order,59.98999968,40095
Shooter 4,USA,Retail,PC,2011,11,16,2,NonCasual,Pre-Order,59.98999968,443
Shooter 4,USA,Retail,PC,2011,11,17,2,NonCasual,Pre-Order,59.98999968,40113
Shooter 4,USA,Retail,PC,2011,11,18,2,NonCasual,Pre-Order,59.98999968,406
Shooter 4,USA,Retail,PC,2011,11,19,2,NonCasual,Pre-Order,59.98999968,378
Shooter 4,USA,Retail,PC,2011,11,20,2,NonCasual,Pre-Order,59.98999968,27709
Shooter 4,USA,Retail,PC,2011,11,21,2,NonCasual,Pre-Order,59.98999968,1720
Shooter 4,USA,Retail,PC,2011,11,22,2,NonCasual,Pre-Order,59.98999968,19261
Shooter 4,USA,Retail,PC,2011,11,23,2,NonCasual,Pre-Order,59.98999968,179
Shooter 4,USA,Retail,PC,2011,11,24,2,NonCasual,Pre-Order,59.98999968,648
Shooter 4,USA,Retail,PC,2011,11,26,2,NonCasual,Pre-Order,59.98999968,2690
Shooter 4,USA,Retail,PC,2011,11,27,2,NonCasual,Pre-Order,59.98999968,798
Shooter 4,USA,Retail,PS,2011,11,0,2,NonCasual,Pre-Order,59.98999784,140754
Shooter 4,USA,Retail,PS,2011,11,1,2,NonCasual,Pre-Order,59.98999784,48332
Shooter 4,USA,Retail,PS,2011,11,2,2,NonCasual,Pre-Order,59.98999784,82828
Shooter 4,USA,Retail,PS,2011,11,3,2,NonCasual,Pre-Order,59.98999784,77535
Shooter 4,USA,Retail,PS,2011,11,4,2,NonCasual,Pre-Order,59.98999784,64866
Shooter 4,USA,Retail,PS,2011,11,5,2,NonCasual,Pre-Order,59.98999784,51080
Shooter 4,USA,Retail,PS,2011,11,6,2,NonCasual,Pre-Order,59.98999784,113553
Shooter 4,USA,Retail,PS,2011,11,7,2,NonCasual,Pre-Order,59.98999784,65251
Shooter 4,USA,Retail,PS,2011,11,8,2,NonCasual,Pre-Order,59.98999784,101754
Shooter 4,USA,Retail,PS,2011,11,9,2,NonCasual,Pre-Order,59.98999784,62167
Shooter 4,USA,Retail,PS,2011,11,10,2,NonCasual,Pre-Order,59.98999784,33452
Shooter 4,USA,Retail,PS,2011,11,11,2,NonCasual,Pre-Order,59.98999784,83420
Shooter 4,USA,Retail,PS,2011,11,12,2,NonCasual,Pre-Order,59.98999784,81429
Shooter 4,USA,Retail,PS,2011,11,13,2,NonCasual,Pre-Order,59.98999784,5468
Shooter 4,USA,Retail,PS,2011,11,14,2,NonCasual,Pre-Order,59.98999784,101281
Shooter 4,USA,Retail,PS,2011,11,15,2,NonCasual,Pre-Order,59.98999784,9150
Shooter 4,USA,Retail,PS,2011,11,16,2,NonCasual,Pre-Order,59.98999784,7898
Shooter 4,USA,Retail,PS,2011,11,17,2,NonCasual,Pre-Order,59.98999784,27620
Shooter 4,USA,Retail,PS,2011,11,18,2,NonCasual,Pre-Order,59.98999784,21845
Shooter 4,USA,Retail,PS,2011,11,19,2,NonCasual,Pre-Order,59.98999784,36958
Shooter 4,USA,Retail,PS,2011,11,20,2,NonCasual,Pre-Order,59.98999784,29015
Shooter 4,USA,Retail,PS,2011,11,21,2,NonCasual,Pre-Order,59.98999784,41556
Shooter 4,USA,Retail,PS,2011,11,22,2,NonCasual,Pre-Order,59.98999784,18004
Shooter 4,USA,Retail,PS,2011,11,23,2,NonCasual,Pre-Order,59.98999784,31390
Shooter 4,USA,Retail,PS,2011,11,24,2,NonCasual,Pre-Order,59.98999784,6878
Shooter 4,USA,Retail,PS,2011,11,25,2,NonCasual,Pre-Order,59.98999784,7449
Shooter 4,USA,Retail,PS,2011,11,26,2,NonCasual,Pre-Order,59.98999784,322
Shooter 4,USA,Retail,PS,2011,11,27,2,NonCasual,Pre-Order,59.98999784,1103
Shooter 4,USA,Retail,XBOX,2011,11,0,2,NonCasual,Pre-Order,59.99000085,110864
Shooter 4,USA,Retail,XBOX,2011,11,1,2,NonCasual,Pre-Order,59.99000085,247552
Shooter 4,USA,Retail,XBOX,2011,11,2,2,NonCasual,Pre-Order,59.99000085,113584
Shooter 4,USA,Retail,XBOX,2011,11,3,2,NonCasual,Pre-Order,59.99000085,95352
Shooter 4,USA,Retail,XBOX,2011,11,4,2,NonCasual,Pre-Order,59.99000085,150995
Shooter 4,USA,Retail,XBOX,2011,11,5,2,NonCasual,Pre-Order,59.99000085,34299
Shooter 4,USA,Retail,XBOX,2011,11,6,2,NonCasual,Pre-Order,59.99000085,14697
Shooter 4,USA,Retail,XBOX,2011,11,7,2,NonCasual,Pre-Order,59.99000085,130550
Shooter 4,USA,Retail,XBOX,2011,11,8,2,NonCasual,Pre-Order,59.99000085,66508
Shooter 4,USA,Retail,XBOX,2011,11,9,2,NonCasual,Pre-Order,59.99000085,120907
Shooter 4,USA,Retail,XBOX,2011,11,10,2,NonCasual,Pre-Order,59.99000085,89276
Shooter 4,USA,Retail,XBOX,2011,11,11,2,NonCasual,Pre-Order,59.99000085,82812
Shooter 4,USA,Retail,XBOX,2011,11,12,2,NonCasual,Pre-Order,59.99000085,81931
Shooter 4,USA,Retail,XBOX,2011,11,13,2,NonCasual,Pre-Order,59.99000085,83251
Shooter 4,USA,Retail,XBOX,2011,11,14,2,NonCasual,Pre-Order,59.99000085,4342
Shooter 4,USA,Retail,XBOX,2011,11,15,2,NonCasual,Pre-Order,59.99000085,96990
Shooter 4,USA,Retail,XBOX,2011,11,16,2,NonCasual,Pre-Order,59.99000085,66444
Shooter 4,USA,Retail,XBOX,2011,11,17,2,NonCasual,Pre-Order,59.99000085,66334
Shooter 4,USA,Retail,XBOX,2011,11,18,2,NonCasual,Pre-Order,59.99000085,25614
Shooter 4,USA,Retail,XBOX,2011,11,19,2,NonCasual,Pre-Order,59.99000085,73985
Shooter 4,USA,Retail,XBOX,2011,11,20,2,NonCasual,Pre-Order,59.99000085,39861
Shooter 4,USA,Retail,XBOX,2011,11,21,2,NonCasual,Pre-Order,59.99000085,36630
Shooter 4,USA,Retail,XBOX,2011,11,22,2,NonCasual,Pre-Order,59.99000085,26337
Shooter 4,USA,Retail,XBOX,2011,11,23,2,NonCasual,Pre-Order,59.99000085,5738
Shooter 4,USA,Retail,XBOX,2011,11,24,2,NonCasual,Pre-Order,59.99000085,14540
Shooter 4,USA,Retail,XBOX,2011,11,25,2,NonCasual,Pre-Order,59.99000085,4854
Shooter 4,USA,Retail,XBOX,2011,11,26,2,NonCasual,Pre-Order,59.99000085,4674
Shooter 4,USA,Retail,XBOX,2011,11,27,2,NonCasual,Pre-Order,59.99000085,936
Shooter 5,USA,Digital,Nintendo,2015,3,0,4,NonCasual,Pre-Purchase,59.99000162,188
Shooter 5,USA,Digital,Nintendo,2015,3,2,4,NonCasual,Pre-Purchase,59.99000162,24093
