Installment,Region,Channel,Platform,ReleaseYear,ReleaseMonth,RelativeWeek,Version,GameType,ReserveType,FinalPrice,ReservesLevel
Flag,USA,Retail,PS,2012,12,29,1,NonCasual,Pre-Order,59.66907296,38745
Flag,USA,Retail,PS,2012,12,30,1,NonCasual,Pre-Order,59.66907296,62381
Flag,USA,Retail,PS,2012,12,31,1,NonCasual,Pre-Order,59.66907296,388
Flag,USA,Retail,PS,2012,12,32,1,NonCasual,Pre-Order,59.66907296,33443
Flag,USA,Retail,PS,2012,12,33,1,NonCasual,Pre-Order,59.66907296,23476
Flag,USA,Retail,PS,2012,12,34,1,NonCasual,Pre-Order,59.66907296,24888
Flag,USA,Retail,PS,2012,12,35,1,NonCasual,Pre-Order,59.66907296,12473
Flag,USA,Retail,PS,2012,12,36,1,NonCasual,Pre-Order,59.66907296,7896
Flag,USA,Retail,PS,2012,12,37,1,NonCasual,Pre-Order,59.66907296,1273
Flag,USA,Retail,PS,2012,12,40,1,NonCasual,Pre-Order,59.66907296,1840
Flag,USA,Retail,PS,2012,12,41,1,NonCasual,Pre-Order,59.66907296,91
Flag,USA,Retail,PS,2012,12,42,1,NonCasual,Pre-Order,59.66907296,1784
Flag,USA,Retail,PS,2012,12,44,1,NonCasual,Pre-Order,59.66907296,1558
Flag,USA,Retail,PS,2012,12,45,1,NonCasual,Pre-Order,59.66907296,785
Flag,USA,Retail,PS,2012,12,47,1,NonCasual,Pre-Order,59.66907296,768
Flag,USA,Retail,PS,2012,12,49,1,NonCasual,Pre-Order,59.66907296,90
Flag,USA,Retail,PS,2012,12,50,1,NonCasual,Pre-Order,59.66907296,735
Flag,USA,Retail,PS,2012,12,51,1,NonCasual,Pre-Order,59.66907296,1431
Flag,USA,Retail,PS,2012,12,53,1,NonCasual,Pre-Order,59.66907296,1353
Flag,USA,Retail,PS,2012,12,54,1,NonCasual,Pre-Order,59.66907296,630
Flag,USA,Retail,PS,2012,12,56,1,NonCasual,Pre-Order,59.66907296,627
Flag,USA,Retail,PS,2012,12,57,1,NonCasual,Pre-Order,59.66907296,66
Flag,USA,Retail,PS,2012,12,58,1,NonCasual,Pre-Order,59.66907296,1231
Flag,USA,Retail,PS,2012,12,59,1,NonCasual,Pre-Order,59.66907296,65
Flag,USA,Retail,PS,2012,12,60,1,NonCasual,Pre-Order,59.66907296,1302
Flag,USA,Retail,PS,2012,12,61,1,NonCasual,Pre-Order,59.66907296,611
Flag,USA,Retail,PS,2012,12,62,1,NonCasual,Pre-Order,59.66907296,695
Flag,USA,Retail,PS,2012,12,63,1,NonCasual,Pre-Order,59.66907296,54
Flag,USA,Retail,PS,2012,12,69,1,NonCasual,Pre-Order,59.66907296,1128
Flag,USA,Retail,PS,2012,12,70,1,NonCasual,Pre-Order,59.66907296,591
Flag,USA,Retail,PS,2012,12,71,1,NonCasual,Pre-Order,59.66907296,0
Flag,USA,Retail,PS,2012,12,72,1,NonCasual,Pre-Order,59.66907296,40
Flag,USA,Retail,PS,2012,12,73,1,NonCasual,Pre-Order,59.66907296,35
Flag,USA,Retail,PS,2012,12,74,1,NonCasual,Pre-Order,59.66907296,476
Flag,USA,Retail,PS,2012,12,75,1,NonCasual,Pre-Order,59.66907296,329
Flag,USA,Retail,PS,2012,12,77,1,NonCasual,Pre-Order,59.66907296,165
Flag,USA,Retail,XBOX,2012,12,0,1,NonCasual,Pre-Order,59.9899994,104118
Flag,USA,Retail,XBOX,2012,12,1,1,NonCasual,Pre-Order,59.9899994,79021
Flag,USA,Retail,XBOX,2012,12,2,1,NonCasual,Pre-Order,59.9899994,63995
Flag,USA,Retail,XBOX,2012,12,3,1,NonCasual,Pre-Order,59.9899994,88339
Flag,USA,Retail,XBOX,2012,12,4,1,NonCasual,Pre-Order,59.9899994,86398
Flag,USA,Retail,XBOX,2012,12,5,1,NonCasual,Pre-Order,59.9899994,27372
Flag,USA,Retail,XBOX,2012,12,6,1,NonCasual,Pre-Order,59.9899994,82069
Flag,USA,Retail,XBOX,2012,12,7,1,NonCasual,Pre-Order,59.9899994,16286
Flag,USA,Retail,XBOX,2012,12,8,1,NonCasual,Pre-Order,59.9899994,86778
Flag,USA,Retail,XBOX,2012,12,9,1,NonCasual,Pre-Order,59.9899994,73447
Flag,USA,Retail,XBOX,2012,12,10,1,NonCasual,Pre-Order,59.9899994,47161
Flag,USA,Retail,XBOX,2012,12,11,1,NonCasual,Pre-Order,59.9899994,68893
Flag,USA,Retail,XBOX,2012,12,12,1,NonCasual,Pre-Order,59.9899994,64956
Flag,USA,Retail,XBOX,2012,12,13,1,NonCasual,Pre-Order,59.9899994,16757
Flag,USA,Retail,XBOX,2012,12,14,1,NonCasual,Pre-Order,59.9899994,62163
Flag,USA,Retail,XBOX,2012,12,15,1,NonCasual,Pre-Order,59.9899994,60612
Flag,USA,Retail,XBOX,2012,12,16,1,NonCasual,Pre-Order,59.9899994,6802
Flag,USA,Retail,XBOX,2012,12,17,1,NonCasual,Pre-Order,59.9899994,58442
Flag,USA,Retail,XBOX,2012,12,18,1,NonCasual,Pre-Order,59.9899994,63050
Flag,USA,Retail,XBOX,2012,12,19,1,NonCasual,Pre-Order,59.9899994,48000
Flag,USA,Retail,XBOX,2012,12,20,1,NonCasual,Pre-Order,59.9899994,7033
Flag,USA,Retail,XBOX,2012,12,21,1,NonCasual,Pre-Order,59.9899994,45824
Flag,USA,Retail,XBOX,2012,12,22,1,NonCasual,Pre-Order,59.9899994,5603
Flag,USA,Retail,XBOX,2012,12,23,1,NonCasual,Pre-Order,59.9899994,49148
Flag,USA,Retail,XBOX,2012,12,24,1,NonCasual,Pre-Order,59.9899994,4762
Flag,USA,Retail,XBOX,2012,12,25,1,NonCasual,Pre-Order,59.9899994,5073
Flag,USA,Retail,XBOX,2012,12,26,1,NonCasual,Pre-Order,59.9899994,35034
Flag,USA,Retail,XBOX,2012,12,27,1,NonCasual,Pre-Order,59.9899994,42943
Flag,USA,Retail,XBOX,2012,12,28,1,NonCasual,Pre-Order,59.9899994,32734
Flag,USA,Retail,XBOX,2012,12,29,1,NonCasual,Pre-Order,59.9899994,277
Flag,USA,Retail,XBOX,2012,12,30,1,NonCasual,Pre-Order,59.9899994,7466
Flag,USA,Retail,XBOX,2012,12,31,1,NonCasual,Pre-Order,59.9899994,29948
Flag,USA,Retail,XBOX,2012,12,32,1,NonCasual,Pre-Order,59.9899994,28203
Flag,USA,Retail,XBOX,2012,12,33,1,NonCasual,Pre-Order,59.9899994,31012
Flag,USA,Retail,XBOX,2012,12,34,1,NonCasual,Pre-Order,59.9899994,16114
Flag,USA,Retail,XBOX,2012,12,35,1,NonCasual,Pre-Order,59.9899994,2228
Flag,USA,Retail,XBOX,2012,12,36,1,NonCasual,Pre-Order,59.9899994,6138
Flag,USA,Retail,XBOX,2012,12,37,1,NonCasual,Pre-Order,59.9899994,1267
Flag,USA,Retail,XBOX,2012,12,39,1,NonCasual,Pre-Order,59.9899994,1856
Flag,USA,Retail,XBOX,2012,12,41,1,NonCasual,Pre-Order,59.9899994,1740
Flag,USA,Retail,XBOX,2012,12,43,1,NonCasual,Pre-Order,59.9899994,88
Flag,USA,Retail,XBOX,2012,12,46,1,NonCasual,Pre-Order,59.9899994,1469
Flag,USA,Retail,XBOX,2012,12,47,1,NonCasual,Pre-Order,59.9899994,769
Flag,USA,Retail,XBOX,2012,12,49,1,NonCasual,Pre-Order,59.9899994,1460
Flag,USA,Retail,XBOX,2012,12,52,1,NonCasual,Pre-Order,59.9899994,717
Flag,USA,Retail,XBOX,2012,12,54,1,NonCasual,Pre-Order,59.9899994,701
Flag,USA,Retail,XBOX,2012,12,55,1,NonCasual,Pre-Order,59.9899994,702
Flag,USA,Retail,XBOX,2012,12,57,1,NonCasual,Pre-Order,59.9899994,1238
Flag,USA,Retail,XBOX,2012,12,59,1,NonCasual,Pre-Order,59.9899994,1338
Flag,USA,Retail,XBOX,2012,12,63,1,NonCasual,Pre-Order,59.9899994,1232
Flag,USA,Retail,XBOX,2012,12,64,1,NonCasual,Pre-Order,59.9899994,1277
Flag,USA,Retail,XBOX,2012,12,65,1,NonCasual,Pre-Order,59.9899994,1263
Flag,USA,Retail,XBOX,2012,12,66,1,NonCasual,Pre-Order,59.9899994,1253
Flag,USA,Retail,XBOX,2012,12,67,1,NonCasual,Pre-Order,59.9899994,1243
Flag,USA,Retail,XBOX,2012,12,69,1,NonCasual,Pre-Order,59.9899994,43
Flag,USA,Retail,XBOX,2012,12,70,1,NonCasual,Pre-Order,59.9899994,490
Flag,USA,Retail,XBOX,2012,12,71,1,NonCasual,Pre-Order,59.9899994,608
Flag,USA,Retail,XBOX,2012,12,72,1,NonCasual,Pre-Order,59.9899994,981
Flag,USA,Retail,XBOX,2012,12,73,1,NonCasual,Pre-Order,59.9899994,915
Flag,USA,Retail,XBOX,2012,12,75,1,NonCasual,Pre-Order,59.9899994,430
Flag,USA,Retail,XBOX,2012,12,76,1,NonCasual,Pre-Order,59.9899994,644
Popeye,USA,Retail,Nintendo,2011,2,7,1,Casual,Pre-Order,20.4523852,285
Popeye,USA,Retail,Nintendo,2011,2,8,1,Casual,Pre-Order,20.4523852,231
Popeye,USA,Retail,Nintendo,2014,9,5,1,Casual,Pre-Order,20.4523852,371
Popeye,USA,Retail,PC,2011,2,2,1,Casual,Pre-Order,16.718148,1943
Popeye,USA,Retail,PC,2011,2,3,1,Casual,Pre-Order,16.718148,490
Popeye,USA,Retail,PC,2011,2,4,1,Casual,Pre-Order,16.718148,1422
Popeye,USA,Retail,PC,2011,2,6,1,Casual,Pre-Order,16.718148,1036
Popeye,USA,Retail,PC,2011,2,10,1,Casual,Pre-Order,16.718148,0
Popeye,USA,Retail,PC,2014,9,2,1,Casual,Pre-Order,16.718148,834
Popeye,USA,Retail,PC,2014,9,3,1,Casual,Pre-Order,16.718148,656
Popeye,USA,Retail,PS,2011,2,0,1,Casual,Pre-Order,20.4523852,4689
Popeye,USA,Retail,PS,2011,2,1,1,Casual,Pre-Order,20.4523852,4689
Popeye,USA,Retail,PS,2011,2,2,1,Casual,Pre-Order,20.4523852,765
Popeye,USA,Retail,PS,2011,2,3,1,Casual,Pre-Order,20.4523852,1498
Popeye,USA,Retail,PS,2011,2,4,1,Casual,Pre-Order,20.4523852,1538
Popeye,USA,Retail,PS,2011,2,5,1,Casual,Pre-Order,20.4523852,1764
Popeye,USA,Retail,PS,2011,2,6,1,Casual,Pre-Order,20.4523852,193
Popeye,USA,Retail,PS,2011,2,7,1,Casual,Pre-Order,20.4523852,317
Popeye,USA,Retail,PS,2011,2,9,1,Casual,Pre-Order,20.4523852,286
Popeye,USA,Retail,PS,2011,2,10,1,Casual,Pre-Order,20.4523852,44
Popeye,USA,Retail,PS,2014,9,0,1,Casual,Pre-Order,20.4523852,5119
Popeye,USA,Retail,PS,2014,9,1,1,Casual,Pre-Order,20.4523852,3662
Popeye,USA,Retail,PS,2014,9,3,1,Casual,Pre-Order,20.4523852,2581
Popeye,USA,Retail,PS,2014,9,4,1,Casual,Pre-Order,20.4523852,2214
Popeye,USA,Retail,PS,2014,9,5,1,Casual,Pre-Order,20.4523852,1786
Popeye,USA,Retail,PS,2014,9,6,1,Casual,Pre-Order,20.4523852,1623
Popeye,USA,Retail,XBOX,2011,2,2,1,Casual,Pre-Order,20.88909812,1569
Popeye,USA,Retail,XBOX,2011,2,3,1,Casual,Pre-Order,20.88909812,1789
Popeye,USA,Retail,XBOX,2011,2,4,1,Casual,Pre-Order,20.88909812,382
Popeye,USA,Retail,XBOX,2011,2,5,1,Casual,Pre-Order,20.88909812,1183
Popeye,USA,Retail,XBOX,2011,2,6,1,Casual,Pre-Order,20.88909812,1128
Popeye,USA,Retail,XBOX,2011,2,8,1,Casual,Pre-Order,20.88909812,201
Popeye,USA,Retail,XBOX,2011,2,10,1,Casual,Pre-Order,20.88909812,23
Popeye,USA,Retail,XBOX,2014,9,1,1,Casual,Pre-Order,20.88909812,1458
Popeye,USA,Retail,XBOX,2014,9,2,1,Casual,Pre-Order,20.88909812,3358
Popeye,USA,Retail,XBOX,2014,9,3,1,Casual,Pre-Order,20.88909812,160
Popeye,USA,Retail,XBOX,2014,9,4,1,Casual,Pre-Order,20.88909812,631
Popeye,USA,Retail,XBOX,2014,9,7,1,Casual,Pre-Order,20.88909812,171
RPS,USA,Retail,PC,2011,11,0,1,Casual,Pre-Order,29.09072823,1150
RPS,USA,Retail,PC,2011,11,3,1,Casual,Pre-Order,29.09072823,28
RPS,USA,Retail,PS,2011,11,0,1,Casual,Pre-Order,42.7826897,453
RPS,USA,Retail,PS,2011,11,1,1,Casual,Pre-Order,42.7826897,1029
RPS,USA,Retail,PS,2011,11,2,1,Casual,Pre-Order,42.7826897,464
RPS,USA,Retail,XBOX,2011,11,1,1,Casual,Pre-Order,52.88225644,286
RPS,USA,Retail,XBOX,2011,11,2,1,Casual,Pre-Order,52.88225644,391
RPS REMASTERED,USA,Retail,PC,2013,10,1,2,Casual,Pre-Order,24.48373624,656
RPS REMASTERED,USA,Retail,PC,2013,10,2,2,Casual,Pre-Order,24.48373624,662
RPS REMASTERED,USA,Retail,PC,2013,10,3,2,Casual,Pre-Order,24.48373624,303
RPS REMASTERED,USA,Retail,PC,2013,10,4,2,Casual,Pre-Order,24.48373624,296
RPS REMASTERED,USA,Retail,PC,2013,10,5,2,Casual,Pre-Order,24.48373624,318
RPS REMASTERED,USA,Retail,PS,2013,10,0,2,Casual,Pre-Order,22.0358129,618
RPS REMASTERED,USA,Retail,PS,2013,10,1,2,Casual,Pre-Order,22.0358129,584
RPS REMASTERED,USA,Retail,PS,2013,10,3,2,Casual,Pre-Order,22.0358129,68
RPS REMASTERED,USA,Retail,PS,2013,10,4,2,Casual,Pre-Order,22.0358129,86
RPS REMASTERED,USA,Retail,PS,2013,10,5,2,Casual,Pre-Order,22.0358129,31
RPS REMASTERED,USA,Retail,PS,2013,10,6,2,Casual,Pre-Order,22.0358129,29
RPS REMASTERED,USA,Retail,XBOX,2013,10,0,2,Casual,Pre-Order,33.10628206,955
RPS REMASTERED,USA,Retail,XBOX,2013,10,1,2,Casual,Pre-Order,33.10628206,213
RPS REMASTERED,USA,Retail,XBOX,2013,10,2,2,Casual,Pre-Order,33.10628206,360
RPS REMASTERED,USA,Retail,XBOX,2013,10,3,2,Casual,Pre-Order,33.10628206,343
RPS REMASTERED,USA,Retail,XBOX,2013,10,4,2,Casual,Pre-Order,33.10628206,29
RPS REMASTERED,USA,Retail,XBOX,2013,10,5,2,Casual,Pre-Order,33.10628206,3
RPS REMASTERED,USA,Retail,XBOX,2013,10,6,2,Casual,Pre-Order,33.10628206,26
Fit,USA,Retail,Nintendo,2011,11,15,1,Casual,Pre-Order,59.98999896,43
Fit,USA,Retail,Nintendo,2011,11,19,1,Casual,Pre-Order,59.98999896,68
Fit,USA,Retail,PC,2011,11,0,1,Casual,Pre-Order,59.98999896,197
Fit,USA,Retail,PC,2011,11,1,1,Casual,Pre-Order,59.98999896,91
Fit,USA,Retail,PC,2011,11,4,1,Casual,Pre-Order,59.98999896,111
Fit,USA,Retail,PC,2011,11,10,1,Casual,Pre-Order,59.98999896,47
Fit,USA,Retail,PC,2011,11,13,1,Casual,Pre-Order,59.98999896,53
Fit,USA,Retail,PC,2011,11,17,1,Casual,Pre-Order,59.98999896,78
Fit,USA,Retail,PS,2011,11,0,1,Casual,Pre-Order,59.98999896,76
Fit,USA,Retail,PS,2011,11,1,1,Casual,Pre-Order,59.98999896,162
Fit,USA,Retail,PS,2011,11,3,1,Casual,Pre-Order,59.98999896,197
Fit,USA,Retail,PS,2011,11,4,1,Casual,Pre-Order,59.98999896,62
Fit,USA,Retail,PS,2011,11,5,1,Casual,Pre-Order,59.98999896,109
Fit,USA,Retail,PS,2011,11,6,1,Casual,Pre-Order,59.98999896,144
Fit,USA,Retail,PS,2011,11,7,1,Casual,Pre-Order,59.98999896,88
Fit,USA,Retail,PS,2011,11,12,1,Casual,Pre-Order,59.98999896,107
Fit,USA,Retail,PS,2011,11,13,1,Casual,Pre-Order,59.98999896,44
Fit,USA,Retail,PS,2011,11,14,1,Casual,Pre-Order,59.98999896,95
Fit,USA,Retail,PS,2011,11,16,1,Casual,Pre-Order,59.98999896,43
Fit,USA,Retail,XBOX,2011,11,2,1,Casual,Pre-Order,59.98999896,212
Fit,USA,Retail,XBOX,2011,11,5,1,Casual,Pre-Order,59.98999896,50
Fit,USA,Retail,XBOX,2011,11,7,1,Casual,Pre-Order,59.98999896,48
Fit,USA,Retail,XBOX,2011,11,8,1,Casual,Pre-Order,59.98999896,131
Fit,USA,Retail,XBOX,2011,11,9,1,Casual,Pre-Order,59.98999896,127
Fit,USA,Retail,XBOX,2011,11,10,1,Casual,Pre-Order,59.98999896,70
Fit,USA,Retail,XBOX,2011,11,11,1,Casual,Pre-Order,59.98999896,111
Fit,USA,Retail,XBOX,2011,11,15,1,Casual,Pre-Order,59.98999896,46
Fit,USA,Retail,XBOX,2011,11,16,1,Casual,Pre-Order,59.98999896,40
Fit,USA,Retail,XBOX,2011,11,18,1,Casual,Pre-Order,59.98999896,74
Fit,USA,Retail,XBOX,2011,11,20,1,Casual,Pre-Order,59.98999896,64
Fit,USA,Retail,XBOX,2011,11,21,1,Casual,Pre-Order,59.98999896,62
Fit,USA,Retail,XBOX,2011,11,22,1,Casual,Pre-Order,59.98999896,48
Kevin S,USA,Retail,Nintendo,2011,3,1,1,Casual,Pre-Order,59.99000068,49042
Kevin S,USA,Retail,Nintendo,2011,3,8,1,Casual,Pre-Order,59.99000068,22281
Kevin S,USA,Retail,Nintendo,2011,3,9,1,Casual,Pre-Order,59.99000068,310
Kevin S,USA,Retail,Nintendo,2011,3,20,1,Casual,Pre-Order,59.99000068,19993
Kevin S,USA,Retail,Nintendo,2011,3,25,1,Casual,Pre-Order,59.99000068,19198
Kevin S,USA,Retail,Nintendo,2011,3,26,1,Casual,Pre-Order,59.99000068,220
Kevin S,USA,Retail,Nintendo,2011,3,29,1,Casual,Pre-Order,59.99000068,28882
Kevin S,USA,Retail,Nintendo,2011,3,31,1,Casual,Pre-Order,59.99000068,219
Kevin S,USA,Retail,Nintendo,2011,3,33,1,Casual,Pre-Order,59.99000068,18550
Kevin S,USA,Retail,Nintendo,2011,3,34,1,Casual,Pre-Order,59.99000068,1400
Kevin S,USA,Retail,Nintendo,2011,3,35,1,Casual,Pre-Order,59.99000068,216
Kevin S,USA,Retail,Nintendo,2011,3,37,1,Casual,Pre-Order,59.99000068,1313
Kevin S,USA,Retail,Nintendo,2011,3,38,1,Casual,Pre-Order,59.99000068,28236
Kevin S,USA,Retail,Nintendo,2011,3,45,1,Casual,Pre-Order,59.99000068,212
Kevin S,USA,Retail,Nintendo,2011,3,48,1,Casual,Pre-Order,59.99000068,205
Kevin S,USA,Retail,Nintendo,2011,3,57,1,Casual,Pre-Order,59.99000068,34737
Kevin S,USA,Retail,PC,2011,3,0,1,Casual,Pre-Order,59.99000068,56612
Kevin S,USA,Retail,PC,2011,3,1,1,Casual,Pre-Order,59.99000068,2893
Kevin S,USA,Retail,PC,2011,3,2,1,Casual,Pre-Order,59.99000068,2340
Kevin S,USA,Retail,PC,2011,3,3,1,Casual,Pre-Order,59.99000068,2012
Kevin S,USA,Retail,PC,2011,3,4,1,Casual,Pre-Order,59.99000068,36526
Kevin S,USA,Retail,PC,2011,3,5,1,Casual,Pre-Order,59.99000068,1759
Kevin S,USA,Retail,PC,2011,3,6,1,Casual,Pre-Order,59.99000068,23758
Kevin S,USA,Retail,PC,2011,3,7,1,Casual,Pre-Order,59.99000068,23519
Kevin S,USA,Retail,PC,2011,3,8,1,Casual,Pre-Order,59.99000068,1217
Kevin S,USA,Retail,PC,2011,3,9,1,Casual,Pre-Order,59.99000068,1192
Kevin S,USA,Retail,PC,2011,3,10,1,Casual,Pre-Order,59.99000068,1184
Kevin S,USA,Retail,PC,2011,3,11,1,Casual,Pre-Order,59.99000068,31347
Kevin S,USA,Retail,PC,2011,3,12,1,Casual,Pre-Order,59.99000068,29917
Kevin S,USA,Retail,PC,2011,3,13,1,Casual,Pre-Order,59.99000068,1128
Kevin S,USA,Retail,PC,2011,3,14,1,Casual,Pre-Order,59.99000068,1395
Kevin S,USA,Retail,PC,2011,3,15,1,Casual,Pre-Order,59.99000068,30122
Kevin S,USA,Retail,PC,2011,3,16,1,Casual,Pre-Order,59.99000068,1065
Kevin S,USA,Retail,PC,2011,3,17,1,Casual,Pre-Order,59.99000068,1045
Kevin S,USA,Retail,PC,2011,3,18,1,Casual,Pre-Order,59.99000068,1041
Kevin S,USA,Retail,PC,2011,3,19,1,Casual,Pre-Order,59.99000068,50422
Kevin S,USA,Retail,PC,2011,3,20,1,Casual,Pre-Order,59.99000068,920
Kevin S,USA,Retail,PC,2011,3,21,1,Casual,Pre-Order,59.99000068,1542
Kevin S,USA,Retail,PC,2011,3,22,1,Casual,Pre-Order,59.99000068,756
Kevin S,USA,Retail,PC,2011,3,23,1,Casual,Pre-Order,59.99000068,587
Kevin S,USA,Retail,PC,2011,3,24,1,Casual,Pre-Order,59.99000068,570
Kevin S,USA,Retail,PC,2011,3,29,1,Casual,Pre-Order,59.99000068,463
Kevin S,USA,Retail,PC,2011,3,30,1,Casual,Pre-Order,59.99000068,17788
Kevin S,USA,Retail,PC,2011,3,32,1,Casual,Pre-Order,59.99000068,219
Kevin S,USA,Retail,PC,2011,3,39,1,Casual,Pre-Order,59.99000068,16779
Kevin S,USA,Retail,PC,2011,3,41,1,Casual,Pre-Order,59.99000068,206
Kevin S,USA,Retail,PC,2011,3,43,1,Casual,Pre-Order,59.99000068,42290
Kevin S,USA,Retail,PC,2011,3,45,1,Casual,Pre-Order,59.99000068,27862
Kevin S,USA,Retail,PC,2011,3,46,1,Casual,Pre-Order,59.99000068,1296
Kevin S,USA,Retail,PC,2011,3,47,1,Casual,Pre-Order,59.99000068,13839
Kevin S,USA,Retail,PC,2011,3,48,1,Casual,Pre-Order,59.99000068,1084
Kevin S,USA,Retail,PC,2011,3,49,1,Casual,Pre-Order,59.99000068,1558
Kevin S,USA,Retail,PC,2011,3,51,1,Casual,Pre-Order,59.99000068,111
Kevin S,USA,Retail,PC,2011,3,53,1,Casual,Pre-Order,59.99000068,1444
Kevin S,USA,Retail,PC,2011,3,55,1,Casual,Pre-Order,59.99000068,1319
Kevin S,USA,Retail,PS,2011,3,0,1,Casual,Pre-Order,29.97305129,69641
Kevin S,USA,Retail,PS,2011,3,1,1,Casual,Pre-Order,29.97305129,11195
Kevin S,USA,Retail,PS,2011,3,2,1,Casual,Pre-Order,29.97305129,15910
Kevin S,USA,Retail,PS,2011,3,3,1,Casual,Pre-Order,29.97305129,10036
Kevin S,USA,Retail,PS,2011,3,4,1,Casual,Pre-Order,29.97305129,9235
Kevin S,USA,Retail,PS,2011,3,5,1,Casual,Pre-Order,29.97305129,66043
Kevin S,USA,Retail,PS,2011,3,6,1,Casual,Pre-Order,29.97305129,40180
Kevin S,USA,Retail,PS,2011,3,7,1,Casual,Pre-Order,29.97305129,38880
Kevin S,USA,Retail,PS,2011,3,8,1,Casual,Pre-Order,29.97305129,7689
Kevin S,USA,Retail,PS,2011,3,9,1,Casual,Pre-Order,29.97305129,6674
Kevin S,USA,Retail,PS,2011,3,10,1,Casual,Pre-Order,29.97305129,35118
Kevin S,USA,Retail,PS,2011,3,11,1,Casual,Pre-Order,29.97305129,27104
Kevin S,USA,Retail,PS,2011,3,12,1,Casual,Pre-Order,29.97305129,26024
Kevin S,USA,Retail,PS,2011,3,13,1,Casual,Pre-Order,29.97305129,26558
Kevin S,USA,Retail,PS,2011,3,14,1,Casual,Pre-Order,29.97305129,56675
Kevin S,USA,Retail,PS,2011,3,15,1,Casual,Pre-Order,29.97305129,6745
Kevin S,USA,Retail,PS,2011,3,16,1,Casual,Pre-Order,29.97305129,26186
Kevin S,USA,Retail,PS,2011,3,17,1,Casual,Pre-Order,29.97305129,5588
Kevin S,USA,Retail,PS,2011,3,18,1,Casual,Pre-Order,29.97305129,5443
Kevin S,USA,Retail,PS,2011,3,19,1,Casual,Pre-Order,29.97305129,5117
Kevin S,USA,Retail,PS,2011,3,20,1,Casual,Pre-Order,29.97305129,4916
Kevin S,USA,Retail,PS,2011,3,21,1,Casual,Pre-Order,29.97305129,54668
Kevin S,USA,Retail,PS,2011,3,22,1,Casual,Pre-Order,29.97305129,5239
Kevin S,USA,Retail,PS,2011,3,23,1,Casual,Pre-Order,29.97305129,22560
Kevin S,USA,Retail,PS,2011,3,24,1,Casual,Pre-Order,29.97305129,50442
Kevin S,USA,Retail,PS,2011,3,25,1,Casual,Pre-Order,29.97305129,217
Kevin S,USA,Retail,PS,2011,3,28,1,Casual,Pre-Order,29.97305129,47467
Kevin S,USA,Retail,PS,2011,3,29,1,Casual,Pre-Order,29.97305129,19479
Kevin S,USA,Retail,PS,2011,3,30,1,Casual,Pre-Order,29.97305129,30264
Kevin S,USA,Retail,PS,2011,3,32,1,Casual,Pre-Order,29.97305129,29708
Kevin S,USA,Retail,PS,2011,3,33,1,Casual,Pre-Order,29.97305129,380
Kevin S,USA,Retail,PS,2011,3,38,1,Casual,Pre-Order,29.97305129,15832
Kevin S,USA,Retail,PS,2011,3,39,1,Casual,Pre-Order,29.97305129,26996
Kevin S,USA,Retail,PS,2011,3,40,1,Casual,Pre-Order,29.97305129,15952
Kevin S,USA,Retail,PS,2011,3,41,1,Casual,Pre-Order,29.97305129,27954
Kevin S,USA,Retail,PS,2011,3,42,1,Casual,Pre-Order,29.97305129,15223
Kevin S,USA,Retail,PS,2011,3,43,1,Casual,Pre-Order,29.97305129,209
Kevin S,USA,Retail,PS,2011,3,44,1,Casual,Pre-Order,29.97305129,42055
Kevin S,USA,Retail,PS,2011,3,45,1,Casual,Pre-Order,29.97305129,13992
Kevin S,USA,Retail,PS,2011,3,46,1,Casual,Pre-Order,29.97305129,41345
Kevin S,USA,Retail,PS,2011,3,47,1,Casual,Pre-Order,29.97305129,28547
Kevin S,USA,Retail,PS,2011,3,48,1,Casual,Pre-Order,29.97305129,15056
Kevin S,USA,Retail,PS,2011,3,49,1,Casual,Pre-Order,29.97305129,40291
Kevin S,USA,Retail,PS,2011,3,50,1,Casual,Pre-Order,29.97305129,27182
Kevin S,USA,Retail,PS,2011,3,51,1,Casual,Pre-Order,29.97305129,14409
Kevin S,USA,Retail,PS,2011,3,52,1,Casual,Pre-Order,29.97305129,13983
Kevin S,USA,Retail,PS,2011,3,53,1,Casual,Pre-Order,29.97305129,25864
Kevin S,USA,Retail,PS,2011,3,54,1,Casual,Pre-Order,29.97305129,39599
Kevin S,USA,Retail,PS,2011,3,55,1,Casual,Pre-Order,29.97305129,37307
Kevin S,USA,Retail,PS,2011,3,56,1,Casual,Pre-Order,29.97305129,12905
Kevin S,USA,Retail,XBOX,2011,3,0,1,Casual,Pre-Order,59.99000068,24408
Kevin S,USA,Retail,XBOX,2011,3,1,1,Casual,Pre-Order,59.99000068,66740
Kevin S,USA,Retail,XBOX,2011,3,2,1,Casual,Pre-Order,59.99000068,84296
Kevin S,USA,Retail,XBOX,2011,3,3,1,Casual,Pre-Order,59.99000068,77744
Kevin S,USA,Retail,XBOX,2011,3,4,1,Casual,Pre-Order,59.99000068,35116
Kevin S,USA,Retail,XBOX,2011,3,5,1,Casual,Pre-Order,59.99000068,8091
Kevin S,USA,Retail,XBOX,2011,3,6,1,Casual,Pre-Order,59.99000068,8813
Kevin S,USA,Retail,XBOX,2011,3,7,1,Casual,Pre-Order,59.99000068,7544
Kevin S,USA,Retail,XBOX,2011,3,8,1,Casual,Pre-Order,59.99000068,36028
Kevin S,USA,Retail,XBOX,2011,3,9,1,Casual,Pre-Order,59.99000068,57761
