,Installment,Region,Channel,Edition,Platform,ReleaseYear,ReleaseMonth,RelativeWeek,GameType,ReservesLevel,FinalPrice
7222,Shooter 5,USA,Retail,Standard,PS,2015,3,1,NonCasual,131079,59.99
7223,Shooter 5,USA,Retail,Standard,PS,2015,3,2,NonCasual,104686,59.99
7224,Shooter 5,USA,Retail,Standard,PS,2015,3,3,NonCasual,90510,59.99
7225,Shooter 5,USA,Retail,Standard,PS,2015,3,4,NonCasual,78606,59.99
7226,Shooter 5,USA,Retail,Standard,PS,2015,3,5,NonCasual,69606,59.99
7227,Shooter 5,USA,Retail,Standard,PS,2015,3,6,NonCasual,61453,59.99
7228,Shooter 5,USA,Retail,Standard,PS,2015,3,7,NonCasual,53631,59.99
7229,Shooter 5,USA,Retail,Standard,PS,2015,3,8,NonCasual,47123,59.99
7230,Shooter 5,USA,Retail,Standard,PS,2015,3,9,NonCasual,42375,59.99
7231,Shooter 5,USA,Retail,Standard,PS,2015,3,10,NonCasual,38141,59.99
7232,Shooter 5,USA,Retail,Standard,PS,2015,3,11,NonCasual,34493,59.99
7233,Shooter 5,USA,Retail,Standard,PS,2015,3,12,NonCasual,31121,59.99
7234,Shooter 5,USA,Retail,Standard,PS,2015,3,13,NonCasual,28673,59.99
7235,Shooter 5,USA,Retail,Standard,PS,2015,3,14,NonCasual,27182,59.99
7236,Shooter 5,USA,Retail,Standard,PS,2015,3,15,NonCasual,25905,59.99
7237,Shooter 5,USA,Retail,Standard,PS,2015,3,16,NonCasual,24994,59.99
7238,Shooter 5,USA,Retail,Standard,PS,2015,3,17,NonCasual,24033,59.99
7239,Shooter 5,USA,Retail,Standard,PS,2015,3,18,NonCasual,23198,59.99
7240,Shooter 5,USA,Retail,Standard,PS,2015,3,19,NonCasual,22362,59.99
7241,Shooter 5,USA,Retail,Standard,PS,2015,3,20,NonCasual,21446,59.99
7242,Shooter 5,USA,Retail,Standard,PS,2015,3,21,NonCasual,20600,59.99
7243,Shooter 5,USA,Retail,Standard,PS,2015,3,22,NonCasual,19054,59.99
7244,Shooter 5,USA,Retail,Standard,PS,2015,3,23,NonCasual,18318,59.99
7245,Shooter 5,USA,Retail,Standard,PS,2015,3,24,NonCasual,17832,59.99
7246,Shooter 5,USA,Retail,Standard,PS,2015,3,25,NonCasual,17383,59.99
7247,Shooter 5,USA,Retail,Standard,PS,2015,3,26,NonCasual,16963,59.99
7248,Shooter 5,USA,Retail,Standard,PS,2015,3,27,NonCasual,16473,59.99
7249,Shooter 5,USA,Retail,Standard,PS,2015,3,28,NonCasual,16024,59.99
7250,Shooter 5,USA,Retail,Standard,PS,2015,3,29,NonCasual,15637,59.99
7251,Shooter 5,USA,Retail,Standard,PS,2015,3,30,NonCasual,15051,59.99
7252,Shooter 5,USA,Retail,Standard,PS,2015,3,31,NonCasual,14541,59.99
7253,Shooter 5,USA,Retail,Standard,PS,2015,3,32,NonCasual,14009,59.99
7254,Shooter 5,USA,Retail,Standard,PS,2015,3,33,NonCasual,13611,59.99
7255,Shooter 5,USA,Retail,Standard,PS,2015,3,34,NonCasual,13118,59.99
7256,Shooter 5,USA,Retail,Standard,PS,2015,3,35,NonCasual,12668,59.99
7257,Shooter 5,USA,Retail,Standard,PS,2015,3,36,NonCasual,12203,59.99
7258,Shooter 5,USA,Retail,Standard,PS,2015,3,37,NonCasual,11701,59.99
7259,Shooter 5,USA,Retail,Standard,PS,2015,3,38,NonCasual,11080,59.99
7260,Shooter 5,USA,Retail,Standard,PS,2015,3,39,NonCasual,10186,59.99
7261,Shooter 5,USA,Retail,Standard,PS,2015,3,40,NonCasual,8778,59.99
7262,Shooter 5,USA,Retail,Standard,PS,2015,3,41,NonCasual,7300,59.99
7263,Shooter 5,USA,Retail,Standard,PS,2015,3,42,NonCasual,5187,59.99
7264,Shooter 5,USA,Retail,Standard,PS,2015,3,43,NonCasual,3287,59.99
7265,Shooter 5,USA,Retail,Standard,PS,2015,3,44,NonCasual,914,59.99
7266,Shooter 5,USA,Retail,Standard,XBOX,2015,3,0,NonCasual,102423,59.99
7267,Shooter 5,USA,Retail,Standard,XBOX,2015,3,1,NonCasual,87756,59.99
7268,Shooter 5,USA,Retail,Standard,XBOX,2015,3,2,NonCasual,71507,59.99
7269,Shooter 5,USA,Retail,Standard,XBOX,2015,3,3,NonCasual,62954,59.99
7270,Shooter 5,USA,Retail,Standard,XBOX,2015,3,4,NonCasual,55776,59.99
7271,Shooter 5,USA,Retail,Standard,XBOX,2015,3,5,NonCasual,50045,59.99
7272,Shooter 5,USA,Retail,Standard,XBOX,2015,3,6,NonCasual,44452,59.99
7273,Shooter 5,USA,Retail,Standard,XBOX,2015,3,7,NonCasual,39534,59.99
7274,Shooter 5,USA,Retail,Standard,XBOX,2015,3,8,NonCasual,35159,59.99
7275,Shooter 5,USA,Retail,Standard,XBOX,2015,3,9,NonCasual,31765,59.99
7276,Shooter 5,USA,Retail,Standard,XBOX,2015,3,10,NonCasual,28735,59.99
7277,Shooter 5,USA,Retail,Standard,XBOX,2015,3,11,NonCasual,26057,59.99
7278,Shooter 5,USA,Retail,Standard,XBOX,2015,3,12,NonCasual,23561,59.99
7279,Shooter 5,USA,Retail,Standard,XBOX,2015,3,13,NonCasual,21667,59.99
7280,Shooter 5,USA,Retail,Standard,XBOX,2015,3,14,NonCasual,20356,59.99
7281,Shooter 5,USA,Retail,Standard,XBOX,2015,3,15,NonCasual,19327,59.99
7282,Shooter 5,USA,Retail,Standard,XBOX,2015,3,16,NonCasual,18481,59.99
7283,Shooter 5,USA,Retail,Standard,XBOX,2015,3,17,NonCasual,17658,59.99
7284,Shooter 5,USA,Retail,Standard,XBOX,2015,3,18,NonCasual,16988,59.99
7285,Shooter 5,USA,Retail,Standard,XBOX,2015,3,19,NonCasual,16371,59.99
7286,Shooter 5,USA,Retail,Standard,XBOX,2015,3,20,NonCasual,15607,59.99
7287,Shooter 5,USA,Retail,Standard,XBOX,2015,3,21,NonCasual,14905,59.99
7288,Shooter 5,USA,Retail,Standard,XBOX,2015,3,22,NonCasual,13778,59.99
7289,Shooter 5,USA,Retail,Standard,XBOX,2015,3,23,NonCasual,13311,59.99
7290,Shooter 5,USA,Retail,Standard,XBOX,2015,3,24,NonCasual,12918,59.99
7291,Shooter 5,USA,Retail,Standard,XBOX,2015,3,25,NonCasual,12563,59.99
7292,Shooter 5,USA,Retail,Standard,XBOX,2015,3,26,NonCasual,12244,59.99
7293,Shooter 5,USA,Retail,Standard,XBOX,2015,3,27,NonCasual,11932,59.99
7294,Shooter 5,USA,Retail,Standard,XBOX,2015,3,28,NonCasual,11591,59.99
7295,Shooter 5,USA,Retail,Standard,XBOX,2015,3,29,NonCasual,11243,59.99
7296,Shooter 5,USA,Retail,Standard,XBOX,2015,3,30,NonCasual,10798,59.99
7297,Shooter 5,USA,Retail,Standard,XBOX,2015,3,31,NonCasual,10450,59.99
7298,Shooter 5,USA,Retail,Standard,XBOX,2015,3,32,NonCasual,10046,59.99
7299,Shooter 5,USA,Retail,Standard,XBOX,2015,3,33,NonCasual,9775,59.99
7300,Shooter 5,USA,Retail,Standard,XBOX,2015,3,34,NonCasual,9452,59.99
7301,Shooter 5,USA,Retail,Standard,XBOX,2015,3,35,NonCasual,9097,59.99
7302,Shooter 5,USA,Retail,Standard,XBOX,2015,3,36,NonCasual,8775,59.99
7303,Shooter 5,USA,Retail,Standard,XBOX,2015,3,37,NonCasual,8372,59.99
7304,Shooter 5,USA,Retail,Standard,XBOX,2015,3,38,NonCasual,7982,59.99
7305,Shooter 5,USA,Retail,Standard,XBOX,2015,3,39,NonCasual,7321,59.99
7306,Shooter 5,USA,Retail,Standard,XBOX,2015,3,40,NonCasual,6380,59.99
7307,Shooter 5,USA,Retail,Standard,XBOX,2015,3,41,NonCasual,5257,59.99
7308,Shooter 5,USA,Retail,Standard,XBOX,2015,3,42,NonCasual,3681,59.99
7309,Shooter 5,USA,Retail,Standard,XBOX,2015,3,43,NonCasual,2243,59.99
7310,Shooter 5,USA,Retail,Standard,XBOX,2015,3,44,NonCasual,560,59.99
9407,Shooter P,USA,Digital,Standard,PS,2013,2,0,NonCasual,9189,59.99
9408,Shooter P,USA,Digital,Standard,PS,2013,2,1,NonCasual,4007,59.99
9409,Shooter P,USA,Digital,Standard,PS,2013,2,2,NonCasual,1750,59.99
9410,Shooter P,USA,Digital,Standard,PS,2013,2,3,NonCasual,1147,59.99
9411,Shooter P,USA,Digital,Standard,PS,2013,2,4,NonCasual,824,59.99
9412,Shooter P,USA,Digital,Standard,PS,2013,2,5,NonCasual,640,59.99
9413,Shooter P,USA,Digital,Standard,PS,2013,2,6,NonCasual,482,59.99
9414,Shooter P,USA,Digital,Standard,PS,2013,2,7,NonCasual,358,59.99
9415,Shooter P,USA,Digital,Standard,PS,2013,2,8,NonCasual,265,59.99
9416,Shooter P,USA,Digital,Standard,PS,2013,2,9,NonCasual,156,59.99
9417,Shooter P,USA,Digital,Standard,PS,2013,2,10,NonCasual,50,59.99
9418,Shooter P,USA,Digital,Standard,XBOX,2013,2,0,NonCasual,11915,59.99
9419,Shooter P,USA,Digital,Standard,XBOX,2013,2,1,NonCasual,0,59.99
9420,Shooter P,USA,Digital,Standard,XBOX,2013,2,2,NonCasual,0,59.99
9421,Shooter P,USA,Digital,Standard,XBOX,2013,2,3,NonCasual,0,59.99
9422,Shooter P,USA,Digital,Standard,PC,2013,3,0,NonCasual,6092,59.99
9423,Shooter P,USA,Digital,Standard,PC,2013,3,1,NonCasual,6092,59.99
9424,Shooter P,USA,Digital,Standard,PC,2013,3,2,NonCasual,1492,59.99
9425,Shooter P,USA,Digital,Standard,PC,2013,3,3,NonCasual,879,59.99
9426,Shooter P,USA,Digital,Standard,PC,2013,3,4,NonCasual,671,59.99
9427,Shooter P,USA,Digital,Standard,PC,2013,3,5,NonCasual,549,59.99
9428,Shooter P,USA,Digital,Standard,PC,2013,3,6,NonCasual,486,59.99
9429,Shooter P,USA,Digital,Standard,PC,2013,3,7,NonCasual,447,59.99
9430,Shooter P,USA,Digital,Standard,PC,2013,3,8,NonCasual,411,59.99
9431,Shooter P,USA,Digital,Standard,PC,2013,3,9,NonCasual,374,59.99
9432,Shooter P,USA,Digital,Standard,PC,2013,3,10,NonCasual,303,59.99
9433,Shooter P,USA,Digital,Standard,PC,2013,3,11,NonCasual,173,59.99
9434,Shooter P,USA,Digital,Standard,PC,2013,3,12,NonCasual,116,59.99
9435,Shooter P,USA,Digital,Standard,PC,2013,3,13,NonCasual,36,59.99
9462,Shooter P,USA,Retail,Standard,PS,2013,2,0,NonCasual,68284,59.99
9463,Shooter P,USA,Retail,Standard,PS,2013,2,1,NonCasual,57461,59.99
9464,Shooter P,USA,Retail,Standard,PS,2013,2,2,NonCasual,36105,59.99
9465,Shooter P,USA,Retail,Standard,PS,2013,2,3,NonCasual,24960,59.99
9466,Shooter P,USA,Retail,Standard,PS,2013,2,4,NonCasual,19058,59.99
9467,Shooter P,USA,Retail,Standard,PS,2013,2,5,NonCasual,14673,59.99
9468,Shooter P,USA,Retail,Standard,PS,2013,2,6,NonCasual,11806,59.99
9469,Shooter P,USA,Retail,Standard,PS,2013,2,7,NonCasual,8830,59.99
9470,Shooter P,USA,Retail,Standard,PS,2013,2,8,NonCasual,7390,59.99
9471,Shooter P,USA,Retail,Standard,PS,2013,2,9,NonCasual,6411,59.99
9472,Shooter P,USA,Retail,Standard,PS,2013,2,10,NonCasual,5599,59.99
9473,Shooter P,USA,Retail,Standard,PS,2013,2,11,NonCasual,4836,59.99
9474,Shooter P,USA,Retail,Standard,PS,2013,2,12,NonCasual,4287,59.99
9475,Shooter P,USA,Retail,Standard,PS,2013,2,13,NonCasual,3216,59.99
9476,Shooter P,USA,Retail,Standard,PS,2013,2,14,NonCasual,2868,59.99
9477,Shooter P,USA,Retail,Standard,PS,2013,2,15,NonCasual,2523,59.99
9478,Shooter P,USA,Retail,Standard,PS,2013,2,16,NonCasual,2231,59.99
9479,Shooter P,USA,Retail,Standard,PS,2013,2,17,NonCasual,1940,59.99
9480,Shooter P,USA,Retail,Standard,PS,2013,2,18,NonCasual,1659,59.99
9481,Shooter P,USA,Retail,Standard,PS,2013,2,19,NonCasual,1258,59.99
9482,Shooter P,USA,Retail,Standard,PS,2013,2,20,NonCasual,728,59.99
9483,Shooter P,USA,Retail,Standard,PS,2013,2,21,NonCasual,0,59.99
9484,Shooter P,USA,Retail,Standard,XBOX,2013,2,0,NonCasual,53528,59.99
9485,Shooter P,USA,Retail,Standard,XBOX,2013,2,1,NonCasual,45340,59.99
9486,Shooter P,USA,Retail,Standard,XBOX,2013,2,2,NonCasual,28688,59.99
9487,Shooter P,USA,Retail,Standard,XBOX,2013,2,3,NonCasual,19841,59.99
9488,Shooter P,USA,Retail,Standard,XBOX,2013,2,4,NonCasual,15109,59.99
9489,Shooter P,USA,Retail,Standard,XBOX,2013,2,5,NonCasual,11630,59.99
9490,Shooter P,USA,Retail,Standard,XBOX,2013,2,6,NonCasual,9409,59.99
9491,Shooter P,USA,Retail,Standard,XBOX,2013,2,7,NonCasual,7157,59.99
9492,Shooter P,USA,Retail,Standard,XBOX,2013,2,8,NonCasual,6023,59.99
9493,Shooter P,USA,Retail,Standard,XBOX,2013,2,9,NonCasual,5192,59.99
9494,Shooter P,USA,Retail,Standard,XBOX,2013,2,10,NonCasual,4458,59.99
9495,Shooter P,USA,Retail,Standard,XBOX,2013,2,11,NonCasual,3748,59.99
9496,Shooter P,USA,Retail,Standard,XBOX,2013,2,12,NonCasual,3203,59.99
9497,Shooter P,USA,Retail,Standard,XBOX,2013,2,13,NonCasual,2493,59.99
9498,Shooter P,USA,Retail,Standard,XBOX,2013,2,14,NonCasual,2202,59.99
9499,Shooter P,USA,Retail,Standard,XBOX,2013,2,15,NonCasual,1925,59.99
9500,Shooter P,USA,Retail,Standard,XBOX,2013,2,16,NonCasual,1654,59.99
9501,Shooter P,USA,Retail,Standard,XBOX,2013,2,17,NonCasual,1434,59.99
9502,Shooter P,USA,Retail,Standard,XBOX,2013,2,18,NonCasual,1179,59.99
9503,Shooter P,USA,Retail,Standard,XBOX,2013,2,19,NonCasual,853,59.99
9504,Shooter P,USA,Retail,Standard,XBOX,2013,2,20,NonCasual,501,59.99
9505,Shooter P,USA,Retail,Standard,XBOX,2013,2,21,NonCasual,0,59.99
9506,Shooter P,USA,Retail,Standard,PC,2013,3,0,NonCasual,2635,59.99
9507,Shooter P,USA,Retail,Standard,PC,2013,3,1,NonCasual,2635,59.99
9508,Shooter P,USA,Retail,Standard,PC,2013,3,2,NonCasual,1453,59.99
9509,Shooter P,USA,Retail,Standard,PC,2013,3,3,NonCasual,1128,59.99
9510,Shooter P,USA,Retail,Standard,PC,2013,3,4,NonCasual,902,59.99
9511,Shooter P,USA,Retail,Standard,PC,2013,3,5,NonCasual,711,59.99
9512,Shooter P,USA,Retail,Standard,PC,2013,3,6,NonCasual,575,59.99
9513,Shooter P,USA,Retail,Standard,PC,2013,3,7,NonCasual,488,59.99
9514,Shooter P,USA,Retail,Standard,PC,2013,3,8,NonCasual,369,59.99
9515,Shooter P,USA,Retail,Standard,PC,2013,3,9,NonCasual,329,59.99
9516,Shooter P,USA,Retail,Standard,PC,2013,3,10,NonCasual,300,59.99
9517,Shooter P,USA,Retail,Standard,PC,2013,3,11,NonCasual,260,59.99
9518,Shooter P,USA,Retail,Standard,PC,2013,3,12,NonCasual,205,59.99
9519,Shooter P,USA,Retail,Standard,PC,2013,3,13,NonCasual,164,59.99
9520,Shooter P,USA,Retail,Standard,PC,2013,3,14,NonCasual,129,59.99
9521,Shooter P,USA,Retail,Standard,PC,2013,3,15,NonCasual,110,59.99
9522,Shooter P,USA,Retail,Standard,PC,2013,3,16,NonCasual,94,59.99
9523,Shooter P,USA,Retail,Standard,PC,2013,3,17,NonCasual,83,59.99
9524,Shooter P,USA,Retail,Standard,PC,2013,3,18,NonCasual,69,59.99
9525,Shooter P,USA,Retail,Standard,PC,2013,3,19,NonCasual,54,59.99
9526,Shooter P,USA,Retail,Standard,PC,2013,3,20,NonCasual,50,59.99
9527,Shooter P,USA,Retail,Standard,PC,2013,3,21,NonCasual,37,59.99
9528,Shooter P,USA,Retail,Standard,PC,2013,3,22,NonCasual,0,59.99
10098,Samurai,USA,Digital,Standard,PS,2014,2,0,NonCasual,55091,59.99
10099,Samurai,USA,Digital,Standard,PS,2014,2,1,NonCasual,20232,59.99
10100,Samurai,USA,Digital,Standard,PS,2014,2,2,NonCasual,9494,59.99
10101,Samurai,USA,Digital,Standard,PS,2014,2,3,NonCasual,4741,59.99
10102,Samurai,USA,Digital,Standard,PS,2014,2,4,NonCasual,3675,59.99
10103,Samurai,USA,Digital,Standard,PS,2014,2,5,NonCasual,3010,59.99
10104,Samurai,USA,Digital,Standard,PS,2014,2,6,NonCasual,2559,59.99
10105,Samurai,USA,Digital,Standard,PS,2014,2,7,NonCasual,2198,59.99
10106,Samurai,USA,Digital,Standard,PS,2014,2,8,NonCasual,1733,59.99
10107,Samurai,USA,Digital,Standard,PS,2014,2,9,NonCasual,1544,59.99
10108,Samurai,USA,Digital,Standard,PS,2014,2,10,NonCasual,1453,59.99
10109,Samurai,USA,Digital,Standard,PS,2014,2,11,NonCasual,1415,59.99
10110,Samurai,USA,Digital,Standard,PS,2014,2,12,NonCasual,1379,59.99
10111,Samurai,USA,Digital,Standard,PS,2014,2,13,NonCasual,1326,59.99
10112,Samurai,USA,Digital,Standard,PS,2014,2,14,NonCasual,1297,59.99
10113,Samurai,USA,Digital,Standard,PS,2014,2,15,NonCasual,1271,59.99
10114,Samurai,USA,Digital,Standard,PS,2014,2,16,NonCasual,1238,59.99
10115,Samurai,USA,Digital,Standard,PS,2014,2,17,NonCasual,1205,59.99
10116,Samurai,USA,Digital,Standard,PS,2014,2,18,NonCasual,1163,59.99
10117,Samurai,USA,Digital,Standard,PS,2014,2,19,NonCasual,1115,59.99
10118,Samurai,USA,Digital,Standard,PS,2014,2,20,NonCasual,993,59.99
10119,Samurai,USA,Digital,Standard,PS,2014,2,21,NonCasual,937,59.99
10120,Samurai,USA,Digital,Standard,PS,2014,2,22,NonCasual,812,59.99
10121,Samurai,USA,Digital,Standard,PS,2014,2,23,NonCasual,725,59.99
10122,Samurai,USA,Digital,Standard,PS,2014,2,24,NonCasual,697,59.99
10123,Samurai,USA,Digital,Standard,PS,2014,2,25,NonCasual,636,59.99
10124,Samurai,USA,Digital,Standard,PS,2014,2,26,NonCasual,601,59.99
10125,Samurai,USA,Digital,Standard,PS,2014,2,27,NonCasual,564,59.99
10126,Samurai,USA,Digital,Standard,PS,2014,2,28,NonCasual,535,59.99
10127,Samurai,USA,Digital,Standard,PS,2014,2,29,NonCasual,499,59.99
10128,Samurai,USA,Digital,Standard,PS,2014,2,30,NonCasual,454,59.99
10129,Samurai,USA,Digital,Standard,PS,2014,2,31,NonCasual,422,59.99
10130,Samurai,USA,Digital,Standard,PS,2014,2,32,NonCasual,375,59.99
10131,Samurai,USA,Digital,Standard,PS,2014,2,33,NonCasual,306,59.99
10132,Samurai,USA,Digital,Standard,PS,2014,2,34,NonCasual,213,59.99
10133,Samurai,USA,Digital,Standard,PS,2014,2,35,NonCasual,112,59.99
10134,Samurai,USA,Digital,Standard,PS,2014,2,36,NonCasual,1,59.99
10135,Samurai,USA,Digital,Standard,PS,2014,2,37,NonCasual,0,59.99
10136,Samurai,USA,Digital,Standard,XBOX,2014,2,0,NonCasual,50816,59.99
10137,Samurai,USA,Digital,Standard,XBOX,2014,2,1,NonCasual,27370,59.99
10138,Samurai,USA,Digital,Standard,XBOX,2014,2,2,NonCasual,14710,59.99
10139,Samurai,USA,Digital,Standard,XBOX,2014,2,3,NonCasual,9065,59.99
10140,Samurai,USA,Digital,Standard,XBOX,2014,2,4,NonCasual,6107,59.99
10141,Samurai,USA,Digital,Standard,XBOX,2014,2,5,NonCasual,5017,59.99
10142,Samurai,USA,Digital,Standard,XBOX,2014,2,6,NonCasual,4341,59.99
10143,Samurai,USA,Digital,Standard,XBOX,2014,2,7,NonCasual,3761,59.99
10144,Samurai,USA,Digital,Standard,XBOX,2014,2,8,NonCasual,2793,59.99
10145,Samurai,USA,Digital,Standard,XBOX,2014,2,9,NonCasual,2430,59.99
10146,Samurai,USA,Digital,Standard,XBOX,2014,2,10,NonCasual,2167,59.99
10147,Samurai,USA,Digital,Standard,XBOX,2014,2,11,NonCasual,1966,59.99
10148,Samurai,USA,Digital,Standard,XBOX,2014,2,12,NonCasual,1862,59.99
10149,Samurai,USA,Digital,Standard,XBOX,2014,2,13,NonCasual,1704,59.99
10150,Samurai,USA,Digital,Standard,XBOX,2014,2,14,NonCasual,1572,59.99
10151,Samurai,USA,Digital,Standard,XBOX,2014,2,15,NonCasual,1455,59.99
10152,Samurai,USA,Digital,Standard,XBOX,2014,2,16,NonCasual,1334,59.99
10153,Samurai,USA,Digital,Standard,XBOX,2014,2,17,NonCasual,1253,59.99
10154,Samurai,USA,Digital,Standard,XBOX,2014,2,18,NonCasual,1167,59.99
10155,Samurai,USA,Digital,Standard,XBOX,2014,2,19,NonCasual,1063,59.99
10156,Samurai,USA,Digital,Standard,XBOX,2014,2,20,NonCasual,949,59.99
10157,Samurai,USA,Digital,Standard,XBOX,2014,2,21,NonCasual,811,59.99
10158,Samurai,USA,Digital,Standard,XBOX,2014,2,22,NonCasual,626,59.99
10159,Samurai,USA,Digital,Standard,XBOX,2014,2,23,NonCasual,521,59.99
10160,Samurai,USA,Digital,Standard,XBOX,2014,2,24,NonCasual,452,59.99
10161,Samurai,USA,Digital,Standard,XBOX,2014,2,25,NonCasual,415,59.99
10162,Samurai,USA,Digital,Standard,XBOX,2014,2,26,NonCasual,380,59.99
10163,Samurai,USA,Digital,Standard,XBOX,2014,2,27,NonCasual,345,59.99
10164,Samurai,USA,Digital,Standard,XBOX,2014,2,28,NonCasual,311,59.99
10165,Samurai,USA,Digital,Standard,XBOX,2014,2,29,NonCasual,275,59.99
10166,Samurai,USA,Digital,Standard,XBOX,2014,2,30,NonCasual,242,59.99
10167,Samurai,USA,Digital,Standard,XBOX,2014,2,31,NonCasual,195,59.99
10168,Samurai,USA,Digital,Standard,XBOX,2014,2,32,NonCasual,166,59.99
10169,Samurai,USA,Digital,Standard,XBOX,2014,2,33,NonCasual,140,59.99
10170,Samurai,USA,Digital,Standard,XBOX,2014,2,34,NonCasual,99,59.99
10171,Samurai,USA,Digital,Standard,XBOX,2014,2,35,NonCasual,61,59.99
10172,Samurai,USA,Digital,Standard,XBOX,2014,2,36,NonCasual,0,59.99
10173,Samurai,USA,Digital,Standard,XBOX,2014,2,37,NonCasual,0,59.99
10174,Samurai,USA,Digital,Standard,PC,2014,2,0,NonCasual,39642,59.99
10175,Samurai,USA,Digital,Standard,PC,2014,2,1,NonCasual,12663,59.99
10176,Samurai,USA,Digital,Standard,PC,2014,2,2,NonCasual,6064,59.99
10177,Samurai,USA,Digital,Standard,PC,2014,2,3,NonCasual,2982,59.99
10178,Samurai,USA,Digital,Standard,PC,2014,2,4,NonCasual,1614,59.99
10179,Samurai,USA,Digital,Standard,PC,2014,2,5,NonCasual,1360,59.99
10180,Samurai,USA,Digital,Standard,PC,2014,2,6,NonCasual,1198,59.99
10181,Samurai,USA,Digital,Standard,PC,2014,2,7,NonCasual,1068,59.99
10182,Samurai,USA,Digital,Standard,PC,2014,2,8,NonCasual,789,59.99
10183,Samurai,USA,Digital,Standard,PC,2014,2,9,NonCasual,647,59.99
10184,Samurai,USA,Digital,Standard,PC,2014,2,10,NonCasual,591,59.99
10185,Samurai,USA,Digital,Standard,PC,2014,2,11,NonCasual,572,59.99
10186,Samurai,USA,Digital,Standard,PC,2014,2,12,NonCasual,570,59.99
10187,Samurai,USA,Digital,Standard,PC,2014,2,13,NonCasual,561,59.99
10188,Samurai,USA,Digital,Standard,PC,2014,2,14,NonCasual,550,59.99
10189,Samurai,USA,Digital,Standard,PC,2014,2,15,NonCasual,542,59.99
10190,Samurai,USA,Digital,Standard,PC,2014,2,16,NonCasual,531,59.99
10191,Samurai,USA,Digital,Standard,PC,2014,2,17,NonCasual,527,59.99
10192,Samurai,USA,Digital,Standard,PC,2014,2,18,NonCasual,515,59.99
10193,Samurai,USA,Digital,Standard,PC,2014,2,19,NonCasual,503,59.99
10194,Samurai,USA,Digital,Standard,PC,2014,2,20,NonCasual,342,59.99
10195,Samurai,USA,Digital,Standard,PC,2014,2,21,NonCasual,442,59.99
10196,Samurai,USA,Digital,Standard,PC,2014,2,22,NonCasual,327,59.99
10197,Samurai,USA,Digital,Standard,PC,2014,2,23,NonCasual,252,59.99
10198,Samurai,USA,Digital,Standard,PC,2014,2,24,NonCasual,241,59.99
10199,Samurai,USA,Digital,Standard,PC,2014,2,25,NonCasual,166,59.99
10200,Samurai,USA,Digital,Standard,PC,2014,2,26,NonCasual,150,59.99
10201,Samurai,USA,Digital,Standard,PC,2014,2,27,NonCasual,127,59.99
10202,Samurai,USA,Digital,Standard,PC,2014,2,28,NonCasual,114,59.99
10203,Samurai,USA,Digital,Standard,PC,2014,2,29,NonCasual,95,59.99
10204,Samurai,USA,Digital,Standard,PC,2014,2,30,NonCasual,87,59.99
10205,Samurai,USA,Digital,Standard,PC,2014,2,31,NonCasual,75,59.99
10206,Samurai,USA,Digital,Standard,PC,2014,2,32,NonCasual,54,59.99
10207,Samurai,USA,Digital,Standard,PC,2014,2,33,NonCasual,45,59.99
10208,Samurai,USA,Digital,Standard,PC,2014,2,34,NonCasual,41,59.99
10209,Samurai,USA,Digital,Standard,PC,2014,2,35,NonCasual,23,59.99
10210,Samurai,USA,Digital,Standard,PC,2014,2,36,NonCasual,6,59.99
10211,Samurai,USA,Digital,Standard,PC,2014,2,37,NonCasual,1,59.99
10356,Samurai,USA,Retail,Standard,PS,2014,2,0,NonCasual,70558,59.99
10357,Samurai,USA,Retail,Standard,PS,2014,2,1,NonCasual,50787,59.99
10358,Samurai,USA,Retail,Standard,PS,2014,2,2,NonCasual,31955,59.99
10359,Samurai,USA,Retail,Standard,PS,2014,2,3,NonCasual,23225,59.99
10360,Samurai,USA,Retail,Standard,PS,2014,2,4,NonCasual,17596,59.99
10361,Samurai,USA,Retail,Standard,PS,2014,2,5,NonCasual,14864,59.99
10362,Samurai,USA,Retail,Standard,PS,2014,2,6,NonCasual,12726,59.99
10363,Samurai,USA,Retail,Standard,PS,2014,2,7,NonCasual,10901,59.99
10364,Samurai,USA,Retail,Standard,PS,2014,2,8,NonCasual,9638,59.99
10365,Samurai,USA,Retail,Standard,PS,2014,2,9,NonCasual,8733,59.99
10366,Samurai,USA,Retail,Standard,PS,2014,2,10,NonCasual,7833,59.99
10367,Samurai,USA,Retail,Standard,PS,2014,2,11,NonCasual,7181,59.99
10368,Samurai,USA,Retail,Standard,PS,2014,2,12,NonCasual,6603,59.99
10369,Samurai,USA,Retail,Standard,PS,2014,2,13,NonCasual,6144,59.99
10370,Samurai,USA,Retail,Standard,PS,2014,2,14,NonCasual,5717,59.99
10371,Samurai,USA,Retail,Standard,PS,2014,2,15,NonCasual,5435,59.99
10372,Samurai,USA,Retail,Standard,PS,2014,2,16,NonCasual,5232,59.99
10373,Samurai,USA,Retail,Standard,PS,2014,2,17,NonCasual,5049,59.99
10374,Samurai,USA,Retail,Standard,PS,2014,2,18,NonCasual,4875,59.99
10375,Samurai,USA,Retail,Standard,PS,2014,2,19,NonCasual,4738,59.99
10376,Samurai,USA,Retail,Standard,PS,2014,2,20,NonCasual,4572,59.99
10377,Samurai,USA,Retail,Standard,PS,2014,2,21,NonCasual,4360,59.99
10378,Samurai,USA,Retail,Standard,PS,2014,2,22,NonCasual,4044,59.99
