,Installment,Region,Channel,Edition,Platform,ReleaseYear,ReleaseMonth,RelativeWeek,GameType,ReservesLevel,FinalPrice
17543,Flag,USA,Retail,Standard,PC,2012,12,4,NonCasual,1981,59.99
17544,Flag,USA,Retail,Standard,PC,2012,12,5,NonCasual,1966,59.99
17545,Flag,USA,Retail,Standard,PC,2012,12,6,NonCasual,1965,59.99
17546,Flag,USA,Retail,Standard,PC,2012,12,7,NonCasual,1968,59.99
17547,Flag,USA,Retail,Standard,PC,2012,12,8,NonCasual,1968,59.99
17548,Flag,USA,Retail,Standard,PC,2012,12,9,NonCasual,1988,59.99
17549,Flag,USA,Retail,Standard,PC,2012,12,10,NonCasual,1982,59.99
17550,Flag,USA,Retail,Standard,PC,2012,12,11,NonCasual,1878,59.99
17551,Flag,USA,Retail,Standard,PC,2012,12,12,NonCasual,1845,59.99
17552,Flag,USA,Retail,Standard,PC,2012,12,13,NonCasual,1836,59.99
17553,Flag,USA,Retail,Standard,PC,2012,12,14,NonCasual,1829,59.99
17554,Flag,USA,Retail,Standard,PC,2012,12,15,NonCasual,1788,59.99
17555,Flag,USA,Retail,Standard,PC,2012,12,16,NonCasual,1783,59.99
17556,Flag,USA,Retail,Standard,PC,2012,12,17,NonCasual,1760,59.99
17557,Flag,USA,Retail,Standard,PC,2012,12,18,NonCasual,1749,59.99
17558,Flag,USA,Retail,Standard,PC,2012,12,19,NonCasual,1748,59.99
17559,Flag,USA,Retail,Standard,PC,2012,12,20,NonCasual,1741,59.99
17560,Flag,USA,Retail,Standard,PC,2012,12,21,NonCasual,1739,59.99
17561,Flag,USA,Retail,Standard,PC,2012,12,22,NonCasual,1727,59.99
17562,Flag,USA,Retail,Standard,PC,2012,12,23,NonCasual,1704,59.99
17563,Flag,USA,Retail,Standard,PC,2012,12,24,NonCasual,1674,59.99
17564,Flag,USA,Retail,Standard,PC,2012,12,25,NonCasual,1662,59.99
17565,Flag,USA,Retail,Standard,PC,2012,12,26,NonCasual,1651,59.99
17566,Flag,USA,Retail,Standard,PC,2012,12,27,NonCasual,1648,59.99
17567,Flag,USA,Retail,Standard,PC,2012,12,28,NonCasual,1615,59.99
17568,Flag,USA,Retail,Standard,PC,2012,12,29,NonCasual,1608,59.99
17569,Flag,USA,Retail,Standard,PC,2012,12,30,NonCasual,1585,59.99
17570,Flag,USA,Retail,Standard,PC,2012,12,31,NonCasual,1533,59.99
17571,Flag,USA,Retail,Standard,PC,2012,12,32,NonCasual,1470,59.99
17572,Flag,USA,Retail,Standard,PC,2012,12,33,NonCasual,1344,59.99
17573,Flag,USA,Retail,Standard,PC,2012,12,34,NonCasual,1121,59.99
17574,Flag,USA,Retail,Standard,PC,2012,12,35,NonCasual,780,59.99
17575,Flag,USA,Retail,Standard,PC,2012,12,36,NonCasual,427,59.99
17576,Flag,USA,Retail,Standard,PC,2012,12,37,NonCasual,140,59.99
17577,Flag,USA,Retail,Standard,PC,2012,12,38,NonCasual,89,59.99
17578,Flag,USA,Retail,Standard,PC,2012,12,39,NonCasual,89,59.99
17579,Flag,USA,Retail,Standard,PC,2012,12,40,NonCasual,90,59.99
17580,Flag,USA,Retail,Standard,PC,2012,12,41,NonCasual,91,59.99
17581,Flag,USA,Retail,Standard,PC,2012,12,42,NonCasual,94,59.99
17582,Flag,USA,Retail,Standard,PC,2012,12,43,NonCasual,88,59.99
17583,Flag,USA,Retail,Standard,PC,2012,12,44,NonCasual,87,59.99
17584,Flag,USA,Retail,Standard,PC,2012,12,45,NonCasual,86,59.99
17585,Flag,USA,Retail,Standard,PC,2012,12,46,NonCasual,86,59.99
17586,Flag,USA,Retail,Standard,PC,2012,12,47,NonCasual,88,59.99
17587,Flag,USA,Retail,Standard,PC,2012,12,48,NonCasual,92,59.99
17588,Flag,USA,Retail,Standard,PC,2012,12,49,NonCasual,90,59.99
17589,Flag,USA,Retail,Standard,PC,2012,12,50,NonCasual,85,59.99
17590,Flag,USA,Retail,Standard,PC,2012,12,51,NonCasual,80,59.99
17591,Flag,USA,Retail,Standard,PC,2012,12,52,NonCasual,78,59.99
17592,Flag,USA,Retail,Standard,PC,2012,12,53,NonCasual,70,59.99
17593,Flag,USA,Retail,Standard,PC,2012,12,54,NonCasual,70,59.99
17594,Flag,USA,Retail,Standard,PC,2012,12,55,NonCasual,70,59.99
17595,Flag,USA,Retail,Standard,PC,2012,12,56,NonCasual,66,59.99
17596,Flag,USA,Retail,Standard,PC,2012,12,57,NonCasual,66,59.99
17597,Flag,USA,Retail,Standard,PC,2012,12,58,NonCasual,63,59.99
17598,Flag,USA,Retail,Standard,PC,2012,12,59,NonCasual,65,59.99
17599,Flag,USA,Retail,Standard,PC,2012,12,60,NonCasual,61,59.99
17600,Flag,USA,Retail,Standard,PC,2012,12,61,NonCasual,58,59.99
17601,Flag,USA,Retail,Standard,PC,2012,12,62,NonCasual,57,59.99
17602,Flag,USA,Retail,Standard,PC,2012,12,63,NonCasual,54,59.99
17603,Flag,USA,Retail,Standard,PC,2012,12,64,NonCasual,56,59.99
17604,Flag,USA,Retail,Standard,PC,2012,12,65,NonCasual,52,59.99
17605,Flag,USA,Retail,Standard,PC,2012,12,66,NonCasual,51,59.99
17606,Flag,USA,Retail,Standard,PC,2012,12,67,NonCasual,51,59.99
17607,Flag,USA,Retail,Standard,PC,2012,12,68,NonCasual,47,59.99
17608,Flag,USA,Retail,Standard,PC,2012,12,69,NonCasual,43,59.99
17609,Flag,USA,Retail,Standard,PC,2012,12,70,NonCasual,43,59.99
17610,Flag,USA,Retail,Standard,PC,2012,12,71,NonCasual,42,59.99
17611,Flag,USA,Retail,Standard,PC,2012,12,72,NonCasual,40,59.99
17612,Flag,USA,Retail,Standard,PC,2012,12,73,NonCasual,35,59.99
17613,Flag,USA,Retail,Standard,PC,2012,12,74,NonCasual,22,59.99
17614,Flag,USA,Retail,Standard,PC,2012,12,75,NonCasual,20,59.99
17615,Flag,USA,Retail,Standard,PC,2012,12,76,NonCasual,18,59.99
17616,Flag,USA,Retail,Standard,PC,2012,12,77,NonCasual,11,59.99
18536,Popeye,USA,Retail,Standard,PS,2011,2,0,Casual,2963,59.99
18537,Popeye,USA,Retail,Standard,PS,2011,2,1,Casual,2825,59.99
18538,Popeye,USA,Retail,Standard,PS,2011,2,2,Casual,2567,59.99
18539,Popeye,USA,Retail,Standard,PS,2011,2,3,Casual,2264,59.99
18540,Popeye,USA,Retail,Standard,PS,2011,2,4,Casual,2004,59.99
18541,Popeye,USA,Retail,Standard,PS,2011,2,5,Casual,1764,59.99
18542,Popeye,USA,Retail,Standard,PS,2011,2,6,Casual,1418,59.99
18543,Popeye,USA,Retail,Standard,PS,2011,2,7,Casual,317,59.99
18544,Popeye,USA,Retail,Standard,PS,2011,2,8,Casual,231,59.99
18545,Popeye,USA,Retail,Standard,PS,2011,2,9,Casual,158,59.99
18546,Popeye,USA,Retail,Standard,PS,2011,2,10,Casual,44,59.99
18547,Popeye,USA,Retail,Standard,XBOX,2011,2,0,Casual,1938,59.99
18548,Popeye,USA,Retail,Standard,XBOX,2011,2,1,Casual,1865,59.99
18549,Popeye,USA,Retail,Standard,XBOX,2011,2,2,Casual,1708,59.99
18550,Popeye,USA,Retail,Standard,XBOX,2011,2,3,Casual,1513,59.99
18551,Popeye,USA,Retail,Standard,XBOX,2011,2,4,Casual,1338,59.99
18552,Popeye,USA,Retail,Standard,XBOX,2011,2,5,Casual,1183,59.99
18553,Popeye,USA,Retail,Standard,XBOX,2011,2,6,Casual,938,59.99
18554,Popeye,USA,Retail,Standard,XBOX,2011,2,7,Casual,285,59.99
18555,Popeye,USA,Retail,Standard,XBOX,2011,2,8,Casual,201,59.99
18556,Popeye,USA,Retail,Standard,XBOX,2011,2,9,Casual,128,59.99
18557,Popeye,USA,Retail,Standard,XBOX,2011,2,10,Casual,23,59.99
18558,Popeye,USA,Retail,Standard,Nintendo,2014,9,0,Casual,5119,59.99
18559,Popeye,USA,Retail,Standard,Nintendo,2014,9,1,Casual,5119,59.99
18560,Popeye,USA,Retail,Standard,Nintendo,2014,9,2,Casual,4192,59.99
18561,Popeye,USA,Retail,Standard,Nintendo,2014,9,3,Casual,3396,59.99
18562,Popeye,USA,Retail,Standard,Nintendo,2014,9,4,Casual,2846,59.99
18563,Popeye,USA,Retail,Standard,Nintendo,2014,9,5,Casual,2157,59.99
18564,Popeye,USA,Retail,Standard,Nintendo,2014,9,6,Casual,1623,59.99
18565,Popeye,USA,Retail,Standard,Nintendo,2014,9,7,Casual,171,59.99
18590,RPS,USA,Retail,Standard,PS,2011,11,0,Casual,875,59.99
18591,RPS,USA,Retail,Standard,PS,2011,11,1,Casual,662,59.99
18592,RPS,USA,Retail,Standard,PS,2011,11,2,Casual,429,59.99
18593,RPS,USA,Retail,Standard,PS,2011,11,3,Casual,19,59.99
18594,RPS,USA,Retail,Standard,XBOX,2011,11,0,Casual,728,59.99
18595,RPS,USA,Retail,Standard,XBOX,2011,11,1,Casual,652,59.99
18596,RPS,USA,Retail,Standard,XBOX,2011,11,2,Casual,426,59.99
18597,RPS,USA,Retail,Standard,XBOX,2011,11,3,Casual,9,59.99
18604,RPS REMASTERED,USA,Retail,Standard,PS,2013,10,0,Casual,690,59.99
18605,RPS REMASTERED,USA,Retail,Standard,PS,2013,10,1,Casual,646,59.99
18606,RPS REMASTERED,USA,Retail,Standard,PS,2013,10,2,Casual,464,59.99
18607,RPS REMASTERED,USA,Retail,Standard,PS,2013,10,3,Casual,334,59.99
18608,RPS REMASTERED,USA,Retail,Standard,PS,2013,10,4,Casual,189,59.99
18609,RPS REMASTERED,USA,Retail,Standard,PS,2013,10,5,Casual,154,59.99
18610,RPS REMASTERED,USA,Retail,Standard,PS,2013,10,6,Casual,25,59.99
18611,RPS REMASTERED,USA,Retail,Standard,XBOX,2013,10,0,Casual,649,59.99
18612,RPS REMASTERED,USA,Retail,Standard,XBOX,2013,10,1,Casual,601,59.99
18613,RPS REMASTERED,USA,Retail,Standard,XBOX,2013,10,2,Casual,422,59.99
18614,RPS REMASTERED,USA,Retail,Standard,XBOX,2013,10,3,Casual,303,59.99
18615,RPS REMASTERED,USA,Retail,Standard,XBOX,2013,10,4,Casual,186,59.99
18616,RPS REMASTERED,USA,Retail,Standard,XBOX,2013,10,5,Casual,164,59.99
18617,RPS REMASTERED,USA,Retail,Standard,XBOX,2013,10,6,Casual,24,59.99
18618,RPS REMASTERED,USA,Retail,Standard,PC,2013,10,0,Casual,234,59.99
18619,RPS REMASTERED,USA,Retail,Standard,PC,2013,10,1,Casual,207,59.99
18620,RPS REMASTERED,USA,Retail,Standard,PC,2013,10,2,Casual,135,59.99
18621,RPS REMASTERED,USA,Retail,Standard,PC,2013,10,3,Casual,77,59.99
18622,RPS REMASTERED,USA,Retail,Standard,PC,2013,10,4,Casual,35,59.99
18623,RPS REMASTERED,USA,Retail,Standard,PC,2013,10,5,Casual,34,59.99
18624,RPS REMASTERED,USA,Retail,Standard,PC,2013,10,6,Casual,6,59.99
18646,Fit,USA,Retail,Standard,XBOX,2011,11,0,Casual,273,59.99
18647,Fit,USA,Retail,Standard,XBOX,2011,11,1,Casual,253,59.99
18648,Fit,USA,Retail,Standard,XBOX,2011,11,2,Casual,212,59.99
18649,Fit,USA,Retail,Standard,XBOX,2011,11,3,Casual,197,59.99
18650,Fit,USA,Retail,Standard,XBOX,2011,11,4,Casual,173,59.99
18651,Fit,USA,Retail,Standard,XBOX,2011,11,5,Casual,158,59.99
18652,Fit,USA,Retail,Standard,XBOX,2011,11,6,Casual,144,59.99
18653,Fit,USA,Retail,Standard,XBOX,2011,11,7,Casual,136,59.99
18654,Fit,USA,Retail,Standard,XBOX,2011,11,8,Casual,131,59.99
18655,Fit,USA,Retail,Standard,XBOX,2011,11,9,Casual,127,59.99
18656,Fit,USA,Retail,Standard,XBOX,2011,11,10,Casual,118,59.99
18657,Fit,USA,Retail,Standard,XBOX,2011,11,11,Casual,111,59.99
18658,Fit,USA,Retail,Standard,XBOX,2011,11,12,Casual,107,59.99
18659,Fit,USA,Retail,Standard,XBOX,2011,11,13,Casual,97,59.99
18660,Fit,USA,Retail,Standard,XBOX,2011,11,14,Casual,95,59.99
18661,Fit,USA,Retail,Standard,XBOX,2011,11,15,Casual,89,59.99
18662,Fit,USA,Retail,Standard,XBOX,2011,11,16,Casual,83,59.99
18663,Fit,USA,Retail,Standard,XBOX,2011,11,17,Casual,78,59.99
18664,Fit,USA,Retail,Standard,XBOX,2011,11,18,Casual,74,59.99
18665,Fit,USA,Retail,Standard,XBOX,2011,11,19,Casual,68,59.99
18666,Fit,USA,Retail,Standard,XBOX,2011,11,20,Casual,64,59.99
18667,Fit,USA,Retail,Standard,XBOX,2011,11,21,Casual,62,59.99
18668,Fit,USA,Retail,Standard,XBOX,2011,11,22,Casual,48,59.99
18764,Kevin S,USA,Retail,Standard,PS,2011,3,0,NonCasual,53196,59.99
18765,Kevin S,USA,Retail,Standard,PS,2011,3,1,NonCasual,45799,59.99
18766,Kevin S,USA,Retail,Standard,PS,2011,3,2,NonCasual,34514,59.99
18767,Kevin S,USA,Retail,Standard,PS,2011,3,3,NonCasual,29010,59.99
18768,Kevin S,USA,Retail,Standard,PS,2011,3,4,NonCasual,25198,59.99
18769,Kevin S,USA,Retail,Standard,PS,2011,3,5,NonCasual,23511,59.99
18770,Kevin S,USA,Retail,Standard,PS,2011,3,6,NonCasual,22464,59.99
18771,Kevin S,USA,Retail,Standard,PS,2011,3,7,NonCasual,21525,59.99
18772,Kevin S,USA,Retail,Standard,PS,2011,3,8,NonCasual,20486,59.99
18773,Kevin S,USA,Retail,Standard,PS,2011,3,9,NonCasual,19924,59.99
18774,Kevin S,USA,Retail,Standard,PS,2011,3,10,NonCasual,19699,59.99
18775,Kevin S,USA,Retail,Standard,PS,2011,3,11,NonCasual,19649,59.99
18776,Kevin S,USA,Retail,Standard,PS,2011,3,12,NonCasual,19601,59.99
18777,Kevin S,USA,Retail,Standard,PS,2011,3,13,NonCasual,19569,59.99
18778,Kevin S,USA,Retail,Standard,PS,2011,3,14,NonCasual,19558,59.99
18779,Kevin S,USA,Retail,Standard,PS,2011,3,15,NonCasual,19591,59.99
18780,Kevin S,USA,Retail,Standard,PS,2011,3,16,NonCasual,19595,59.99
18781,Kevin S,USA,Retail,Standard,PS,2011,3,17,NonCasual,19721,59.99
18782,Kevin S,USA,Retail,Standard,PS,2011,3,18,NonCasual,19787,59.99
18783,Kevin S,USA,Retail,Standard,PS,2011,3,19,NonCasual,19690,59.99
18784,Kevin S,USA,Retail,Standard,PS,2011,3,20,NonCasual,19534,59.99
18785,Kevin S,USA,Retail,Standard,PS,2011,3,21,NonCasual,19392,59.99
18786,Kevin S,USA,Retail,Standard,PS,2011,3,22,NonCasual,19136,59.99
18787,Kevin S,USA,Retail,Standard,PS,2011,3,23,NonCasual,19161,59.99
18788,Kevin S,USA,Retail,Standard,PS,2011,3,24,NonCasual,19108,59.99
18789,Kevin S,USA,Retail,Standard,PS,2011,3,25,NonCasual,18855,59.99
18790,Kevin S,USA,Retail,Standard,PS,2011,3,26,NonCasual,18619,59.99
18791,Kevin S,USA,Retail,Standard,PS,2011,3,27,NonCasual,18365,59.99
18792,Kevin S,USA,Retail,Standard,PS,2011,3,28,NonCasual,18156,59.99
18793,Kevin S,USA,Retail,Standard,PS,2011,3,29,NonCasual,17971,59.99
18794,Kevin S,USA,Retail,Standard,PS,2011,3,30,NonCasual,17788,59.99
18795,Kevin S,USA,Retail,Standard,PS,2011,3,31,NonCasual,17566,59.99
18796,Kevin S,USA,Retail,Standard,PS,2011,3,32,NonCasual,17340,59.99
18797,Kevin S,USA,Retail,Standard,PS,2011,3,33,NonCasual,17083,59.99
18798,Kevin S,USA,Retail,Standard,PS,2011,3,34,NonCasual,16817,59.99
18799,Kevin S,USA,Retail,Standard,PS,2011,3,35,NonCasual,16470,59.99
18800,Kevin S,USA,Retail,Standard,PS,2011,3,36,NonCasual,16086,59.99
18801,Kevin S,USA,Retail,Standard,PS,2011,3,37,NonCasual,15648,59.99
18802,Kevin S,USA,Retail,Standard,PS,2011,3,38,NonCasual,15498,59.99
18803,Kevin S,USA,Retail,Standard,PS,2011,3,39,NonCasual,15363,59.99
18804,Kevin S,USA,Retail,Standard,PS,2011,3,40,NonCasual,15293,59.99
18805,Kevin S,USA,Retail,Standard,PS,2011,3,41,NonCasual,15277,59.99
18806,Kevin S,USA,Retail,Standard,PS,2011,3,42,NonCasual,15223,59.99
18807,Kevin S,USA,Retail,Standard,PS,2011,3,43,NonCasual,15164,59.99
18808,Kevin S,USA,Retail,Standard,PS,2011,3,44,NonCasual,15073,59.99
18809,Kevin S,USA,Retail,Standard,PS,2011,3,45,NonCasual,14978,59.99
18810,Kevin S,USA,Retail,Standard,PS,2011,3,46,NonCasual,14807,59.99
18811,Kevin S,USA,Retail,Standard,PS,2011,3,47,NonCasual,14681,59.99
18812,Kevin S,USA,Retail,Standard,PS,2011,3,48,NonCasual,14577,59.99
18813,Kevin S,USA,Retail,Standard,PS,2011,3,49,NonCasual,14451,59.99
18814,Kevin S,USA,Retail,Standard,PS,2011,3,50,NonCasual,14372,59.99
18815,Kevin S,USA,Retail,Standard,PS,2011,3,51,NonCasual,14198,59.99
18816,Kevin S,USA,Retail,Standard,PS,2011,3,52,NonCasual,13983,59.99
18817,Kevin S,USA,Retail,Standard,PS,2011,3,53,NonCasual,13814,59.99
18818,Kevin S,USA,Retail,Standard,PS,2011,3,54,NonCasual,13688,59.99
18819,Kevin S,USA,Retail,Standard,PS,2011,3,55,NonCasual,13277,59.99
18820,Kevin S,USA,Retail,Standard,PS,2011,3,56,NonCasual,12905,59.99
18821,Kevin S,USA,Retail,Standard,PS,2011,3,57,NonCasual,12400,59.99
18822,Kevin S,USA,Retail,Standard,XBOX,2011,3,0,NonCasual,64821,59.99
18823,Kevin S,USA,Retail,Standard,XBOX,2011,3,1,NonCasual,56258,59.99
18824,Kevin S,USA,Retail,Standard,XBOX,2011,3,2,NonCasual,43707,59.99
18825,Kevin S,USA,Retail,Standard,XBOX,2011,3,3,NonCasual,38095,59.99
18826,Kevin S,USA,Retail,Standard,XBOX,2011,3,4,NonCasual,34934,59.99
18827,Kevin S,USA,Retail,Standard,XBOX,2011,3,5,NonCasual,33563,59.99
18828,Kevin S,USA,Retail,Standard,XBOX,2011,3,6,NonCasual,32652,59.99
18829,Kevin S,USA,Retail,Standard,XBOX,2011,3,7,NonCasual,31804,59.99
18830,Kevin S,USA,Retail,Standard,XBOX,2011,3,8,NonCasual,30922,59.99
18831,Kevin S,USA,Retail,Standard,XBOX,2011,3,9,NonCasual,30564,59.99
18832,Kevin S,USA,Retail,Standard,XBOX,2011,3,10,NonCasual,30390,59.99
18833,Kevin S,USA,Retail,Standard,XBOX,2011,3,11,NonCasual,30406,59.99
18834,Kevin S,USA,Retail,Standard,XBOX,2011,3,12,NonCasual,30460,59.99
18835,Kevin S,USA,Retail,Standard,XBOX,2011,3,13,NonCasual,30520,59.99
18836,Kevin S,USA,Retail,Standard,XBOX,2011,3,14,NonCasual,30600,59.99
18837,Kevin S,USA,Retail,Standard,XBOX,2011,3,15,NonCasual,30704,59.99
18838,Kevin S,USA,Retail,Standard,XBOX,2011,3,16,NonCasual,30867,59.99
18839,Kevin S,USA,Retail,Standard,XBOX,2011,3,17,NonCasual,31052,59.99
18840,Kevin S,USA,Retail,Standard,XBOX,2011,3,18,NonCasual,31257,59.99
18841,Kevin S,USA,Retail,Standard,XBOX,2011,3,19,NonCasual,31252,59.99
18842,Kevin S,USA,Retail,Standard,XBOX,2011,3,20,NonCasual,31159,59.99
18843,Kevin S,USA,Retail,Standard,XBOX,2011,3,21,NonCasual,31176,59.99
18844,Kevin S,USA,Retail,Standard,XBOX,2011,3,22,NonCasual,31123,59.99
18845,Kevin S,USA,Retail,Standard,XBOX,2011,3,23,NonCasual,31260,59.99
18846,Kevin S,USA,Retail,Standard,XBOX,2011,3,24,NonCasual,31334,59.99
18847,Kevin S,USA,Retail,Standard,XBOX,2011,3,25,NonCasual,31101,59.99
18848,Kevin S,USA,Retail,Standard,XBOX,2011,3,26,NonCasual,30878,59.99
18849,Kevin S,USA,Retail,Standard,XBOX,2011,3,27,NonCasual,30633,59.99
18850,Kevin S,USA,Retail,Standard,XBOX,2011,3,28,NonCasual,30501,59.99
18851,Kevin S,USA,Retail,Standard,XBOX,2011,3,29,NonCasual,30390,59.99
18852,Kevin S,USA,Retail,Standard,XBOX,2011,3,30,NonCasual,30264,59.99
18853,Kevin S,USA,Retail,Standard,XBOX,2011,3,31,NonCasual,30071,59.99
18854,Kevin S,USA,Retail,Standard,XBOX,2011,3,32,NonCasual,29904,59.99
18855,Kevin S,USA,Retail,Standard,XBOX,2011,3,33,NonCasual,29703,59.99
18856,Kevin S,USA,Retail,Standard,XBOX,2011,3,34,NonCasual,29458,59.99
18857,Kevin S,USA,Retail,Standard,XBOX,2011,3,35,NonCasual,29094,59.99
18858,Kevin S,USA,Retail,Standard,XBOX,2011,3,36,NonCasual,28730,59.99
18859,Kevin S,USA,Retail,Standard,XBOX,2011,3,37,NonCasual,28315,59.99
18860,Kevin S,USA,Retail,Standard,XBOX,2011,3,38,NonCasual,28236,59.99
18861,Kevin S,USA,Retail,Standard,XBOX,2011,3,39,NonCasual,28413,59.99
18862,Kevin S,USA,Retail,Standard,XBOX,2011,3,40,NonCasual,28361,59.99
18863,Kevin S,USA,Retail,Standard,XBOX,2011,3,41,NonCasual,28293,59.99
18864,Kevin S,USA,Retail,Standard,XBOX,2011,3,42,NonCasual,28214,59.99
18865,Kevin S,USA,Retail,Standard,XBOX,2011,3,43,NonCasual,28094,59.99
18866,Kevin S,USA,Retail,Standard,XBOX,2011,3,44,NonCasual,27949,59.99
18867,Kevin S,USA,Retail,Standard,XBOX,2011,3,45,NonCasual,27862,59.99
18868,Kevin S,USA,Retail,Standard,XBOX,2011,3,46,NonCasual,27506,59.99
18869,Kevin S,USA,Retail,Standard,XBOX,2011,3,47,NonCasual,27380,59.99
18870,Kevin S,USA,Retail,Standard,XBOX,2011,3,48,NonCasual,27266,59.99
18871,Kevin S,USA,Retail,Standard,XBOX,2011,3,49,NonCasual,27071,59.99
18872,Kevin S,USA,Retail,Standard,XBOX,2011,3,50,NonCasual,26850,59.99
18873,Kevin S,USA,Retail,Standard,XBOX,2011,3,51,NonCasual,26640,59.99
18874,Kevin S,USA,Retail,Standard,XBOX,2011,3,52,NonCasual,26406,59.99
18875,Kevin S,USA,Retail,Standard,XBOX,2011,3,53,NonCasual,26166,59.99
18876,Kevin S,USA,Retail,Standard,XBOX,2011,3,54,NonCasual,25804,59.99
18877,Kevin S,USA,Retail,Standard,XBOX,2011,3,55,NonCasual,25040,59.99
18878,Kevin S,USA,Retail,Standard,XBOX,2011,3,56,NonCasual,24213,59.99
18879,Kevin S,USA,Retail,Standard,XBOX,2011,3,57,NonCasual,23279,59.99
18880,Kevin S,USA,Retail,Standard,PC,2011,3,0,NonCasual,3840,59.99
18881,Kevin S,USA,Retail,Standard,PC,2011,3,1,NonCasual,3244,59.99
18882,Kevin S,USA,Retail,Standard,PC,2011,3,2,NonCasual,2219,59.99
18883,Kevin S,USA,Retail,Standard,PC,2011,3,3,NonCasual,1708,59.99
18884,Kevin S,USA,Retail,Standard,PC,2011,3,4,NonCasual,1415,59.99
18885,Kevin S,USA,Retail,Standard,PC,2011,3,5,NonCasual,1288,59.99
18886,Kevin S,USA,Retail,Standard,PC,2011,3,6,NonCasual,1185,59.99
18887,Kevin S,USA,Retail,Standard,PC,2011,3,7,NonCasual,1066,59.99
18888,Kevin S,USA,Retail,Standard,PC,2011,3,8,NonCasual,985,59.99
18889,Kevin S,USA,Retail,Standard,PC,2011,3,9,NonCasual,939,59.99
18890,Kevin S,USA,Retail,Standard,PC,2011,3,10,NonCasual,905,59.99
18891,Kevin S,USA,Retail,Standard,PC,2011,3,11,NonCasual,905,59.99
18892,Kevin S,USA,Retail,Standard,PC,2011,3,12,NonCasual,899,59.99
18893,Kevin S,USA,Retail,Standard,PC,2011,3,13,NonCasual,887,59.99
18894,Kevin S,USA,Retail,Standard,PC,2011,3,14,NonCasual,875,59.99
18895,Kevin S,USA,Retail,Standard,PC,2011,3,15,NonCasual,867,59.99
18896,Kevin S,USA,Retail,Standard,PC,2011,3,16,NonCasual,847,59.99
18897,Kevin S,USA,Retail,Standard,PC,2011,3,17,NonCasual,814,59.99
18898,Kevin S,USA,Retail,Standard,PC,2011,3,18,NonCasual,795,59.99
18899,Kevin S,USA,Retail,Standard,PC,2011,3,19,NonCasual,765,59.99
18900,Kevin S,USA,Retail,Standard,PC,2011,3,20,NonCasual,735,59.99
18901,Kevin S,USA,Retail,Standard,PC,2011,3,21,NonCasual,696,59.99
18902,Kevin S,USA,Retail,Standard,PC,2011,3,22,NonCasual,651,59.99
18903,Kevin S,USA,Retail,Standard,PC,2011,3,23,NonCasual,619,59.99
18904,Kevin S,USA,Retail,Standard,PC,2011,3,24,NonCasual,570,59.99
18905,Kevin S,USA,Retail,Standard,PC,2011,3,25,NonCasual,560,59.99
18906,Kevin S,USA,Retail,Standard,PC,2011,3,26,NonCasual,531,59.99
18907,Kevin S,USA,Retail,Standard,PC,2011,3,27,NonCasual,505,59.99
18908,Kevin S,USA,Retail,Standard,PC,2011,3,28,NonCasual,483,59.99
18909,Kevin S,USA,Retail,Standard,PC,2011,3,29,NonCasual,463,59.99
18910,Kevin S,USA,Retail,Standard,PC,2011,3,30,NonCasual,439,59.99
18911,Kevin S,USA,Retail,Standard,PC,2011,3,31,NonCasual,428,59.99
18912,Kevin S,USA,Retail,Standard,PC,2011,3,32,NonCasual,403,59.99
18913,Kevin S,USA,Retail,Standard,PC,2011,3,33,NonCasual,380,59.99
18914,Kevin S,USA,Retail,Standard,PC,2011,3,34,NonCasual,339,59.99
18915,Kevin S,USA,Retail,Standard,PC,2011,3,35,NonCasual,334,59.99
18916,Kevin S,USA,Retail,Standard,PC,2011,3,36,NonCasual,334,59.99
18917,Kevin S,USA,Retail,Standard,PC,2011,3,37,NonCasual,333,59.99
18918,Kevin S,USA,Retail,Standard,PC,2011,3,38,NonCasual,334,59.99
18919,Kevin S,USA,Retail,Standard,PC,2011,3,39,NonCasual,337,59.99
18920,Kevin S,USA,Retail,Standard,PC,2011,3,40,NonCasual,330,59.99
18921,Kevin S,USA,Retail,Standard,PC,2011,3,41,NonCasual,323,59.99
18922,Kevin S,USA,Retail,Standard,PC,2011,3,42,NonCasual,328,59.99
18923,Kevin S,USA,Retail,Standard,PC,2011,3,43,NonCasual,328,59.99
18924,Kevin S,USA,Retail,Standard,PC,2011,3,44,NonCasual,328,59.99
18925,Kevin S,USA,Retail,Standard,PC,2011,3,45,NonCasual,333,59.99
18926,Kevin S,USA,Retail,Standard,PC,2011,3,46,NonCasual,328,59.99
18927,Kevin S,USA,Retail,Standard,PC,2011,3,47,NonCasual,326,59.99
18928,Kevin S,USA,Retail,Standard,PC,2011,3,48,NonCasual,326,59.99
18929,Kevin S,USA,Retail,Standard,PC,2011,3,49,NonCasual,327,59.99
18930,Kevin S,USA,Retail,Standard,PC,2011,3,50,NonCasual,332,59.99
18931,Kevin S,USA,Retail,Standard,PC,2011,3,51,NonCasual,322,59.99
18932,Kevin S,USA,Retail,Standard,PC,2011,3,52,NonCasual,312,59.99
18933,Kevin S,USA,Retail,Standard,PC,2011,3,53,NonCasual,301,59.99
18934,Kevin S,USA,Retail,Standard,PC,2011,3,54,NonCasual,332,59.99
18935,Kevin S,USA,Retail,Standard,PC,2011,3,55,NonCasual,308,59.99
18936,Kevin S,USA,Retail,Standard,PC,2011,3,56,NonCasual,306,59.99
