Installment,Region,Channel,Edition,Platform,ReleaseYear,ReleaseMonth,RelativeWeek,GameType,ReservesLevel
RPG R,ROSA,Digital,Standard,PS3,2011,11,10,NonCasual,19
RPG R,ROSA,Digital,Standard,PS3,2011,11,11,NonCasual,14
RPG R,ROSA,Digital,Standard,PS3,2011,11,12,NonCasual,9
RPG R,ROSA,Digital,Standard,PS3,2011,11,13,NonCasual,4
RPG R,ROSA,Digital,Standard,PC,2012,3,0,NonCasual,35
RPG R,ROSA,Digital,Standard,PC,2012,3,1,NonCasual,35
RPG R,ROSA,Digital,Standard,PC,2012,3,2,NonCasual,17
RPG R,ROSA,Digital,Standard,PC,2012,3,3,NonCasual,14
RPG R,ROSA,Digital,Standard,PC,2012,3,4,NonCasual,7
RPG R,ROSA,Digital,Standard,PC,2012,3,5,NonCasual,2
RPG S,USA,Digital,Gold,PS4,2012,10,0,NonCasual,4399
RPG S,USA,Digital,Gold,PS4,2012,10,1,NonCasual,2427
RPG S,USA,Digital,Gold,PS4,2012,10,2,NonCasual,1827
RPG S,USA,Digital,Gold,PS4,2012,10,3,NonCasual,1522
RPG S,USA,Digital,Gold,PS4,2012,10,4,NonCasual,1287
RPG S,USA,Digital,Gold,PS4,2012,10,5,NonCasual,1174
RPG S,USA,Digital,Gold,PS4,2012,10,6,NonCasual,1054
RPG S,USA,Digital,Gold,PS4,2012,10,7,NonCasual,991
RPG S,USA,Digital,Gold,PS4,2012,10,8,NonCasual,909
RPG S,USA,Digital,Gold,PS4,2012,10,9,NonCasual,842
RPG S,USA,Digital,Gold,PS4,2012,10,10,NonCasual,773
RPG S,USA,Digital,Gold,PS4,2012,10,11,NonCasual,711
RPG S,USA,Digital,Gold,PS4,2012,10,12,NonCasual,646
RPG S,USA,Digital,Gold,PS4,2012,10,13,NonCasual,605
RPG S,USA,Digital,Gold,PS4,2012,10,14,NonCasual,562
RPG S,USA,Digital,Gold,PS4,2012,10,15,NonCasual,523
RPG S,USA,Digital,Gold,PS4,2012,10,16,NonCasual,477
RPG S,USA,Digital,Gold,PS4,2012,10,17,NonCasual,433
RPG S,USA,Digital,Gold,PS4,2012,10,18,NonCasual,363
RPG S,USA,Digital,Gold,PS4,2012,10,19,NonCasual,252
RPG S,USA,Digital,Gold,PS4,2012,10,20,NonCasual,219
RPG S,USA,Digital,Gold,PS4,2012,10,21,NonCasual,144
RPG S,USA,Digital,Gold,PS4,2012,10,22,NonCasual,61
RPG S,USA,Digital,Gold,XBOX ONE,2012,10,0,NonCasual,7196
RPG S,USA,Digital,Gold,XBOX ONE,2012,10,1,NonCasual,3422
RPG S,USA,Digital,Gold,PC,2012,11,0,NonCasual,2113
RPG S,USA,Digital,Gold,PC,2012,11,1,NonCasual,1641
RPG S,USA,Digital,Gold,PC,2012,11,2,NonCasual,1456
RPG S,USA,Digital,Gold,PC,2012,11,4,NonCasual,922
RPG S,USA,Digital,Gold,PC,2012,11,5,NonCasual,754
RPG S,USA,Digital,Gold,PC,2012,11,6,NonCasual,678
RPG S,USA,Digital,Gold,PC,2012,11,7,NonCasual,616
RPG S,USA,Digital,Gold,PC,2012,11,8,NonCasual,567
RPG S,USA,Digital,Gold,PC,2012,11,9,NonCasual,514
RPG S,USA,Digital,Gold,PC,2012,11,10,NonCasual,476
RPG S,USA,Digital,Gold,PC,2012,11,11,NonCasual,457
RPG S,USA,Digital,Gold,PC,2012,11,12,NonCasual,435
RPG S,USA,Digital,Gold,PC,2012,11,13,NonCasual,416
RPG S,USA,Digital,Gold,PC,2012,11,14,NonCasual,397
RPG S,USA,Digital,Gold,PC,2012,11,15,NonCasual,378
RPG S,USA,Digital,Gold,PC,2012,11,16,NonCasual,363
RPG S,USA,Digital,Gold,PC,2012,11,17,NonCasual,349
RPG S,USA,Digital,Gold,PC,2012,11,18,NonCasual,339
RPG S,USA,Digital,Gold,PC,2012,11,19,NonCasual,323
RPG S,USA,Digital,Gold,PC,2012,11,20,NonCasual,298
RPG S,USA,Digital,Gold,PC,2012,11,21,NonCasual,278
RPG S,USA,Digital,Gold,PC,2012,11,22,NonCasual,191
RPG S,USA,Digital,Gold,PC,2012,11,23,NonCasual,166
RPG S,USA,Digital,Gold,PC,2012,11,24,NonCasual,113
RPG S,USA,Digital,Gold,PC,2012,11,25,NonCasual,88
RPG S,USA,Digital,Gold,PC,2012,11,26,NonCasual,75
RPG S,USA,Digital,Gold,PC,2012,11,27,NonCasual,55
RPG S,USA,Digital,Standard,PS4,2012,10,0,NonCasual,14924
RPG S,USA,Digital,Standard,PS4,2012,10,1,NonCasual,5211
RPG S,USA,Digital,Standard,PS4,2012,10,2,NonCasual,3451
RPG S,USA,Digital,Standard,PS4,2012,10,3,NonCasual,2686
RPG S,USA,Digital,Standard,PS4,2012,10,4,NonCasual,2130
RPG S,USA,Digital,Standard,PS4,2012,10,5,NonCasual,1931
RPG S,USA,Digital,Standard,PS4,2012,10,6,NonCasual,1703
RPG S,USA,Digital,Standard,PS4,2012,10,7,NonCasual,1544
RPG S,USA,Digital,Standard,PS4,2012,10,8,NonCasual,1368
RPG S,USA,Digital,Standard,PS4,2012,10,9,NonCasual,1227
RPG S,USA,Digital,Standard,PS4,2012,10,10,NonCasual,1131
RPG S,USA,Digital,Standard,PS4,2012,10,11,NonCasual,1004
RPG S,USA,Digital,Standard,PS4,2012,10,12,NonCasual,897
RPG S,USA,Digital,Standard,PS4,2012,10,13,NonCasual,815
RPG S,USA,Digital,Standard,PS4,2012,10,14,NonCasual,734
RPG S,USA,Digital,Standard,PS4,2012,10,15,NonCasual,658
RPG S,USA,Digital,Standard,PS4,2012,10,16,NonCasual,598
RPG S,USA,Digital,Standard,PS4,2012,10,17,NonCasual,525
RPG S,USA,Digital,Standard,PS4,2012,10,18,NonCasual,458
RPG S,USA,Digital,Standard,PS4,2012,10,19,NonCasual,283
RPG S,USA,Digital,Standard,PS4,2012,10,20,NonCasual,229
RPG S,USA,Digital,Standard,PS4,2012,10,21,NonCasual,176
RPG S,USA,Digital,Standard,PS4,2012,10,22,NonCasual,88
RPG S,USA,Digital,Standard,XBOX ONE,2012,10,0,NonCasual,11073
RPG S,USA,Digital,Standard,XBOX ONE,2012,10,1,NonCasual,3467
RPG S,USA,Digital,Standard,PC,2012,11,0,NonCasual,3996
RPG S,USA,Digital,Standard,PC,2012,11,1,NonCasual,2660
RPG S,USA,Digital,Standard,PC,2012,11,2,NonCasual,2288
RPG S,USA,Digital,Standard,PC,2012,11,4,NonCasual,1224
RPG S,USA,Digital,Standard,PC,2012,11,5,NonCasual,938
RPG S,USA,Digital,Standard,PC,2012,11,6,NonCasual,828
RPG S,USA,Digital,Standard,PC,2012,11,7,NonCasual,759
RPG S,USA,Digital,Standard,PC,2012,11,8,NonCasual,692
RPG S,USA,Digital,Standard,PC,2012,11,9,NonCasual,640
RPG S,USA,Digital,Standard,PC,2012,11,10,NonCasual,615
RPG S,USA,Digital,Standard,PC,2012,11,11,NonCasual,579
RPG S,USA,Digital,Standard,PC,2012,11,12,NonCasual,549
RPG S,USA,Digital,Standard,PC,2012,11,13,NonCasual,520
RPG S,USA,Digital,Standard,PC,2012,11,14,NonCasual,487
RPG S,USA,Digital,Standard,PC,2012,11,15,NonCasual,457
RPG S,USA,Digital,Standard,PC,2012,11,16,NonCasual,444
RPG S,USA,Digital,Standard,PC,2012,11,17,NonCasual,418
RPG S,USA,Digital,Standard,PC,2012,11,18,NonCasual,402
RPG S,USA,Digital,Standard,PC,2012,11,19,NonCasual,389
RPG S,USA,Digital,Standard,PC,2012,11,20,NonCasual,359
RPG S,USA,Digital,Standard,PC,2012,11,21,NonCasual,318
RPG S,USA,Digital,Standard,PC,2012,11,22,NonCasual,201
RPG S,USA,Digital,Standard,PC,2012,11,23,NonCasual,131
RPG S,USA,Digital,Standard,PC,2012,11,24,NonCasual,75
RPG S,USA,Digital,Standard,PC,2012,11,25,NonCasual,65
RPG S,USA,Digital,Standard,PC,2012,11,26,NonCasual,57
RPG S,USA,Digital,Standard,PC,2012,11,27,NonCasual,37
RPG S,USA,Retail,Gold,PS4,2012,10,0,NonCasual,39024
RPG S,USA,Retail,Gold,PS4,2012,10,1,NonCasual,33348
RPG S,USA,Retail,Gold,PS4,2012,10,2,NonCasual,29977
RPG S,USA,Retail,Gold,PS4,2012,10,3,NonCasual,26780
RPG S,USA,Retail,Gold,PS4,2012,10,4,NonCasual,24449
RPG S,USA,Retail,Gold,PS4,2012,10,5,NonCasual,22891
RPG S,USA,Retail,Gold,PS4,2012,10,6,NonCasual,21563
RPG S,USA,Retail,Gold,PS4,2012,10,7,NonCasual,20746
RPG S,USA,Retail,Gold,PS4,2012,10,8,NonCasual,19966
RPG S,USA,Retail,Gold,PS4,2012,10,9,NonCasual,19190
RPG S,USA,Retail,Gold,PS4,2012,10,10,NonCasual,18306
RPG S,USA,Retail,Gold,PS4,2012,10,11,NonCasual,17653
RPG S,USA,Retail,Gold,PS4,2012,10,12,NonCasual,17071
RPG S,USA,Retail,Gold,PS4,2012,10,13,NonCasual,16499
RPG S,USA,Retail,Gold,PS4,2012,10,14,NonCasual,15987
RPG S,USA,Retail,Gold,PS4,2012,10,15,NonCasual,15408
RPG S,USA,Retail,Gold,PS4,2012,10,16,NonCasual,14913
RPG S,USA,Retail,Gold,PS4,2012,10,17,NonCasual,14399
RPG S,USA,Retail,Gold,PS4,2012,10,18,NonCasual,13322
RPG S,USA,Retail,Gold,PS4,2012,10,19,NonCasual,11739
RPG S,USA,Retail,Gold,PS4,2012,10,20,NonCasual,10696
RPG S,USA,Retail,Gold,PS4,2012,10,21,NonCasual,9268
RPG S,USA,Retail,Gold,PS4,2012,10,22,NonCasual,7590
RPG S,USA,Retail,Gold,PS4,2012,10,23,NonCasual,4203
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,0,NonCasual,32395
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,1,NonCasual,27496
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,2,NonCasual,24429
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,3,NonCasual,21918
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,4,NonCasual,20152
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,5,NonCasual,19010
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,6,NonCasual,17981
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,7,NonCasual,17260
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,8,NonCasual,16532
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,9,NonCasual,15809
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,10,NonCasual,14940
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,11,NonCasual,14344
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,12,NonCasual,13844
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,13,NonCasual,13363
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,14,NonCasual,12902
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,15,NonCasual,12374
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,16,NonCasual,11925
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,17,NonCasual,11485
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,18,NonCasual,10682
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,19,NonCasual,9453
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,20,NonCasual,8567
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,21,NonCasual,7409
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,22,NonCasual,6118
RPG S,USA,Retail,Gold,XBOX ONE,2012,10,23,NonCasual,3260
RPG S,USA,Retail,Gold,PC,2012,11,0,NonCasual,847
RPG S,USA,Retail,Gold,PC,2012,11,1,NonCasual,815
RPG S,USA,Retail,Gold,PC,2012,11,2,NonCasual,792
RPG S,USA,Retail,Gold,PC,2012,11,3,NonCasual,750
RPG S,USA,Retail,Gold,PC,2012,11,4,NonCasual,695
RPG S,USA,Retail,Gold,PC,2012,11,5,NonCasual,585
RPG S,USA,Retail,Gold,PC,2012,11,6,NonCasual,514
RPG S,USA,Retail,Gold,PC,2012,11,7,NonCasual,471
RPG S,USA,Retail,Gold,PC,2012,11,8,NonCasual,436
RPG S,USA,Retail,Gold,PC,2012,11,9,NonCasual,407
RPG S,USA,Retail,Gold,PC,2012,11,10,NonCasual,396
RPG S,USA,Retail,Gold,PC,2012,11,11,NonCasual,377
RPG S,USA,Retail,Gold,PC,2012,11,12,NonCasual,353
RPG S,USA,Retail,Gold,PC,2012,11,13,NonCasual,336
RPG S,USA,Retail,Gold,PC,2012,11,14,NonCasual,330
RPG S,USA,Retail,Gold,PC,2012,11,15,NonCasual,318
RPG S,USA,Retail,Gold,PC,2012,11,16,NonCasual,307
RPG S,USA,Retail,Gold,PC,2012,11,17,NonCasual,306
RPG S,USA,Retail,Gold,PC,2012,11,18,NonCasual,298
RPG S,USA,Retail,Gold,PC,2012,11,19,NonCasual,281
RPG S,USA,Retail,Gold,PC,2012,11,20,NonCasual,274
RPG S,USA,Retail,Gold,PC,2012,11,21,NonCasual,264
RPG S,USA,Retail,Gold,PC,2012,11,22,NonCasual,246
RPG S,USA,Retail,Gold,PC,2012,11,23,NonCasual,211
RPG S,USA,Retail,Gold,PC,2012,11,24,NonCasual,198
RPG S,USA,Retail,Gold,PC,2012,11,25,NonCasual,166
RPG S,USA,Retail,Gold,PC,2012,11,26,NonCasual,134
RPG S,USA,Retail,Gold,PC,2012,11,27,NonCasual,68
RPG S,USA,Retail,Standard,PS4,2012,10,0,NonCasual,91210
RPG S,USA,Retail,Standard,PS4,2012,10,1,NonCasual,74044
RPG S,USA,Retail,Standard,PS4,2012,10,2,NonCasual,63716
RPG S,USA,Retail,Standard,PS4,2012,10,3,NonCasual,56779
RPG S,USA,Retail,Standard,PS4,2012,10,4,NonCasual,52128
RPG S,USA,Retail,Standard,PS4,2012,10,5,NonCasual,48994
RPG S,USA,Retail,Standard,PS4,2012,10,6,NonCasual,46642
RPG S,USA,Retail,Standard,PS4,2012,10,7,NonCasual,44542
RPG S,USA,Retail,Standard,PS4,2012,10,8,NonCasual,42156
RPG S,USA,Retail,Standard,PS4,2012,10,9,NonCasual,40118
RPG S,USA,Retail,Standard,PS4,2012,10,10,NonCasual,38437
RPG S,USA,Retail,Standard,PS4,2012,10,11,NonCasual,36859
RPG S,USA,Retail,Standard,PS4,2012,10,12,NonCasual,35316
RPG S,USA,Retail,Standard,PS4,2012,10,13,NonCasual,33880
RPG S,USA,Retail,Standard,PS4,2012,10,14,NonCasual,32381
RPG S,USA,Retail,Standard,PS4,2012,10,15,NonCasual,30854
RPG S,USA,Retail,Standard,PS4,2012,10,16,NonCasual,29599
RPG S,USA,Retail,Standard,PS4,2012,10,17,NonCasual,28239
RPG S,USA,Retail,Standard,PS4,2012,10,18,NonCasual,25497
RPG S,USA,Retail,Standard,PS4,2012,10,19,NonCasual,21806
RPG S,USA,Retail,Standard,PS4,2012,10,20,NonCasual,19292
RPG S,USA,Retail,Standard,PS4,2012,10,21,NonCasual,16324
RPG S,USA,Retail,Standard,PS4,2012,10,22,NonCasual,13000
RPG S,USA,Retail,Standard,PS4,2012,10,23,NonCasual,6293
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,0,NonCasual,74357
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,1,NonCasual,60882
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,2,NonCasual,52819
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,3,NonCasual,47455
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,4,NonCasual,43743
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,5,NonCasual,41513
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,6,NonCasual,39747
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,7,NonCasual,37984
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,8,NonCasual,36304
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,9,NonCasual,34637
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,10,NonCasual,33138
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,11,NonCasual,31732
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,12,NonCasual,30328
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,13,NonCasual,29131
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,14,NonCasual,27612
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,15,NonCasual,26279
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,16,NonCasual,25056
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,17,NonCasual,23869
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,18,NonCasual,21748
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,19,NonCasual,18502
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,20,NonCasual,16139
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,21,NonCasual,13561
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,22,NonCasual,10643
RPG S,USA,Retail,Standard,XBOX ONE,2012,10,23,NonCasual,5119
RPG S,USA,Retail,Standard,PC,2012,11,0,NonCasual,1236
RPG S,USA,Retail,Standard,PC,2012,11,1,NonCasual,1188
RPG S,USA,Retail,Standard,PC,2012,11,2,NonCasual,1108
RPG S,USA,Retail,Standard,PC,2012,11,3,NonCasual,1064
RPG S,USA,Retail,Standard,PC,2012,11,4,NonCasual,983
RPG S,USA,Retail,Standard,PC,2012,11,5,NonCasual,840
RPG S,USA,Retail,Standard,PC,2012,11,6,NonCasual,737
RPG S,USA,Retail,Standard,PC,2012,11,7,NonCasual,671
RPG S,USA,Retail,Standard,PC,2012,11,8,NonCasual,629
RPG S,USA,Retail,Standard,PC,2012,11,9,NonCasual,606
RPG S,USA,Retail,Standard,PC,2012,11,10,NonCasual,593
RPG S,USA,Retail,Standard,PC,2012,11,11,NonCasual,574
RPG S,USA,Retail,Standard,PC,2012,11,12,NonCasual,559
RPG S,USA,Retail,Standard,PC,2012,11,13,NonCasual,535
RPG S,USA,Retail,Standard,PC,2012,11,14,NonCasual,509
RPG S,USA,Retail,Standard,PC,2012,11,15,NonCasual,505
RPG S,USA,Retail,Standard,PC,2012,11,16,NonCasual,490
RPG S,USA,Retail,Standard,PC,2012,11,17,NonCasual,473
RPG S,USA,Retail,Standard,PC,2012,11,18,NonCasual,453
RPG S,USA,Retail,Standard,PC,2012,11,19,NonCasual,433
RPG S,USA,Retail,Standard,PC,2012,11,20,NonCasual,407
RPG S,USA,Retail,Standard,PC,2012,11,21,NonCasual,394
RPG S,USA,Retail,Standard,PC,2012,11,22,NonCasual,377
RPG S,USA,Retail,Standard,PC,2012,11,23,NonCasual,331
RPG S,USA,Retail,Standard,PC,2012,11,24,NonCasual,295
RPG S,USA,Retail,Standard,PC,2012,11,25,NonCasual,238
RPG S,USA,Retail,Standard,PC,2012,11,26,NonCasual,191
RPG S,USA,Retail,Standard,PC,2012,11,27,NonCasual,97
RPG S,CAN,Digital,Gold,PS4,2012,10,0,NonCasual,556
RPG S,CAN,Digital,Gold,PS4,2012,10,1,NonCasual,315
RPG S,CAN,Digital,Gold,PS4,2012,10,2,NonCasual,239
RPG S,CAN,Digital,Gold,PS4,2012,10,3,NonCasual,199
RPG S,CAN,Digital,Gold,PS4,2012,10,4,NonCasual,157
RPG S,CAN,Digital,Gold,PS4,2012,10,5,NonCasual,134
RPG S,CAN,Digital,Gold,PS4,2012,10,6,NonCasual,125
RPG S,CAN,Digital,Gold,PS4,2012,10,7,NonCasual,123
RPG S,CAN,Digital,Gold,PS4,2012,10,8,NonCasual,119
RPG S,CAN,Digital,Gold,PS4,2012,10,9,NonCasual,113
RPG S,CAN,Digital,Gold,PS4,2012,10,10,NonCasual,109
RPG S,CAN,Digital,Gold,PS4,2012,10,11,NonCasual,101
RPG S,CAN,Digital,Gold,PS4,2012,10,12,NonCasual,96
RPG S,CAN,Digital,Gold,PS4,2012,10,13,NonCasual,89
RPG S,CAN,Digital,Gold,PS4,2012,10,14,NonCasual,86
RPG S,CAN,Digital,Gold,PS4,2012,10,15,NonCasual,79
RPG S,CAN,Digital,Gold,PS4,2012,10,16,NonCasual,76
RPG S,CAN,Digital,Gold,PS4,2012,10,17,NonCasual,72
RPG S,CAN,Digital,Gold,PS4,2012,10,18,NonCasual,63
RPG S,CAN,Digital,Gold,PS4,2012,10,19,NonCasual,37
RPG S,CAN,Digital,Gold,PS4,2012,10,20,NonCasual,29
RPG S,CAN,Digital,Gold,PS4,2012,10,21,NonCasual,24
RPG S,CAN,Digital,Gold,PS4,2012,10,22,NonCasual,8
RPG S,CAN,Digital,Gold,XBOX ONE,2012,10,0,NonCasual,546
RPG S,CAN,Digital,Gold,XBOX ONE,2012,10,1,NonCasual,286
RPG S,CAN,Digital,Gold,PC,2012,11,0,NonCasual,374
RPG S,CAN,Digital,Gold,PC,2012,11,1,NonCasual,288
RPG S,CAN,Digital,Gold,PC,2012,11,2,NonCasual,245
RPG S,CAN,Digital,Gold,PC,2012,11,4,NonCasual,155
RPG S,CAN,Digital,Gold,PC,2012,11,5,NonCasual,146
RPG S,CAN,Digital,Gold,PC,2012,11,6,NonCasual,124
RPG S,CAN,Digital,Gold,PC,2012,11,7,NonCasual,117
RPG S,CAN,Digital,Gold,PC,2012,11,8,NonCasual,105
RPG S,CAN,Digital,Gold,PC,2012,11,9,NonCasual,100
RPG S,CAN,Digital,Gold,PC,2012,11,10,NonCasual,98
RPG S,CAN,Digital,Gold,PC,2012,11,11,NonCasual,95
RPG S,CAN,Digital,Gold,PC,2012,11,12,NonCasual,90
RPG S,CAN,Digital,Gold,PC,2012,11,13,NonCasual,87
RPG S,CAN,Digital,Gold,PC,2012,11,14,NonCasual,84
RPG S,CAN,Digital,Gold,PC,2012,11,15,NonCasual,79
RPG S,CAN,Digital,Gold,PC,2012,11,16,NonCasual,76
RPG S,CAN,Digital,Gold,PC,2012,11,17,NonCasual,75
RPG S,CAN,Digital,Gold,PC,2012,11,18,NonCasual,75
RPG S,CAN,Digital,Gold,PC,2012,11,19,NonCasual,73
RPG S,CAN,Digital,Gold,PC,2012,11,20,NonCasual,63
RPG S,CAN,Digital,Gold,PC,2012,11,21,NonCasual,61
RPG S,CAN,Digital,Gold,PC,2012,11,22,NonCasual,40
RPG S,CAN,Digital,Gold,PC,2012,11,23,NonCasual,33
RPG S,CAN,Digital,Gold,PC,2012,11,24,NonCasual,24
RPG S,CAN,Digital,Gold,PC,2012,11,25,NonCasual,20
RPG S,CAN,Digital,Gold,PC,2012,11,26,NonCasual,17
RPG S,CAN,Digital,Gold,PC,2012,11,27,NonCasual,15
RPG S,CAN,Digital,Standard,PS4,2012,10,0,NonCasual,1929
RPG S,CAN,Digital,Standard,PS4,2012,10,1,NonCasual,689
RPG S,CAN,Digital,Standard,PS4,2012,10,2,NonCasual,475
RPG S,CAN,Digital,Standard,PS4,2012,10,3,NonCasual,351
RPG S,CAN,Digital,Standard,PS4,2012,10,4,NonCasual,276
RPG S,CAN,Digital,Standard,PS4,2012,10,5,NonCasual,250
RPG S,CAN,Digital,Standard,PS4,2012,10,6,NonCasual,220
RPG S,CAN,Digital,Standard,PS4,2012,10,7,NonCasual,207
RPG S,CAN,Digital,Standard,PS4,2012,10,8,NonCasual,184
RPG S,CAN,Digital,Standard,PS4,2012,10,9,NonCasual,166
RPG S,CAN,Digital,Standard,PS4,2012,10,10,NonCasual,154
RPG S,CAN,Digital,Standard,PS4,2012,10,11,NonCasual,141
RPG S,CAN,Digital,Standard,PS4,2012,10,12,NonCasual,125
RPG S,CAN,Digital,Standard,PS4,2012,10,13,NonCasual,116
RPG S,CAN,Digital,Standard,PS4,2012,10,14,NonCasual,106
RPG S,CAN,Digital,Standard,PS4,2012,10,15,NonCasual,94
RPG S,CAN,Digital,Standard,PS4,2012,10,16,NonCasual,84
RPG S,CAN,Digital,Standard,PS4,2012,10,17,NonCasual,74
RPG S,CAN,Digital,Standard,PS4,2012,10,18,NonCasual,62
RPG S,CAN,Digital,Standard,PS4,2012,10,19,NonCasual,42
RPG S,CAN,Digital,Standard,PS4,2012,10,20,NonCasual,37
RPG S,CAN,Digital,Standard,PS4,2012,10,21,NonCasual,32
RPG S,CAN,Digital,Standard,PS4,2012,10,22,NonCasual,19
RPG S,CAN,Digital,Standard,XBOX ONE,2012,10,0,NonCasual,916
RPG S,CAN,Digital,Standard,XBOX ONE,2012,10,1,NonCasual,352
RPG S,CAN,Digital,Standard,PC,2012,11,0,NonCasual,618
RPG S,CAN,Digital,Standard,PC,2012,11,1,NonCasual,407
RPG S,CAN,Digital,Standard,PC,2012,11,2,NonCasual,336
RPG S,CAN,Digital,Standard,PC,2012,11,4,NonCasual,189
RPG S,CAN,Digital,Standard,PC,2012,11,5,NonCasual,158
RPG S,CAN,Digital,Standard,PC,2012,11,6,NonCasual,131
RPG S,CAN,Digital,Standard,PC,2012,11,7,NonCasual,116
RPG S,CAN,Digital,Standard,PC,2012,11,8,NonCasual,102
RPG S,CAN,Digital,Standard,PC,2012,11,9,NonCasual,100
RPG S,CAN,Digital,Standard,PC,2012,11,10,NonCasual,95
RPG S,CAN,Digital,Standard,PC,2012,11,11,NonCasual,88
RPG S,CAN,Digital,Standard,PC,2012,11,12,NonCasual,85
RPG S,CAN,Digital,Standard,PC,2012,11,13,NonCasual,83
RPG S,CAN,Digital,Standard,PC,2012,11,14,NonCasual,77
RPG S,CAN,Digital,Standard,PC,2012,11,15,NonCasual,73
RPG S,CAN,Digital,Standard,PC,2012,11,16,NonCasual,66
RPG S,CAN,Digital,Standard,PC,2012,11,17,NonCasual,58
RPG S,CAN,Digital,Standard,PC,2012,11,18,NonCasual,56
RPG S,CAN,Digital,Standard,PC,2012,11,19,NonCasual,54
RPG S,CAN,Digital,Standard,PC,2012,11,20,NonCasual,51
RPG S,CAN,Digital,Standard,PC,2012,11,21,NonCasual,45
RPG S,CAN,Digital,Standard,PC,2012,11,22,NonCasual,34
RPG S,CAN,Digital,Standard,PC,2012,11,23,NonCasual,21
RPG S,CAN,Digital,Standard,PC,2012,11,24,NonCasual,18
RPG S,CAN,Digital,Standard,PC,2012,11,25,NonCasual,15
RPG S,CAN,Digital,Standard,PC,2012,11,26,NonCasual,14
RPG S,CAN,Digital,Standard,PC,2012,11,27,NonCasual,12
RPG S,CAN,Retail,Gold,PS4,2012,10,0,NonCasual,3557
RPG S,CAN,Retail,Gold,PS4,2012,10,1,NonCasual,3546
RPG S,CAN,Retail,Gold,PS4,2012,10,2,NonCasual,3322
RPG S,CAN,Retail,Gold,PS4,2012,10,3,NonCasual,3070
RPG S,CAN,Retail,Gold,PS4,2012,10,4,NonCasual,2882
RPG S,CAN,Retail,Gold,PS4,2012,10,5,NonCasual,2725
RPG S,CAN,Retail,Gold,PS4,2012,10,6,NonCasual,2544
RPG S,CAN,Retail,Gold,PS4,2012,10,7,NonCasual,2478
RPG S,CAN,Retail,Gold,PS4,2012,10,8,NonCasual,2374
RPG S,CAN,Retail,Gold,PS4,2012,10,9,NonCasual,2292
RPG S,CAN,Retail,Gold,PS4,2012,10,10,NonCasual,2226
RPG S,CAN,Retail,Gold,PS4,2012,10,11,NonCasual,2148
RPG S,CAN,Retail,Gold,PS4,2012,10,12,NonCasual,2077
RPG S,CAN,Retail,Gold,PS4,2012,10,13,NonCasual,1970
RPG S,CAN,Retail,Gold,PS4,2012,10,14,NonCasual,1857
RPG S,CAN,Retail,Gold,PS4,2012,10,15,NonCasual,1750
RPG S,CAN,Retail,Gold,PS4,2012,10,16,NonCasual,1612
RPG S,CAN,Retail,Gold,PS4,2012,10,17,NonCasual,1487
