Installment,Region,Channel,Edition,Platform,ReleaseYear,ReleaseMonth,RelativeWeek,GameType,ReservesLevel
Wimbeldon,USA,Retail,Standard,PS4,2013,12,13,Casual,734
Wimbeldon,USA,Retail,Standard,PS4,2013,12,14,Casual,656
Wimbeldon,USA,Retail,Standard,PS4,2013,12,15,Casual,637
Wimbeldon,USA,Retail,Standard,PS4,2013,12,16,Casual,590
Wimbeldon,USA,Retail,Standard,PS4,2013,12,17,Casual,553
Wimbeldon,USA,Retail,Standard,PS4,2013,12,18,Casual,527
Wimbeldon,USA,Retail,Standard,PS4,2013,12,19,Casual,510
Wimbeldon,USA,Retail,Standard,PS4,2013,12,20,Casual,497
Wimbeldon,USA,Retail,Standard,PS4,2013,12,21,Casual,473
Wimbeldon,USA,Retail,Standard,PS4,2013,12,22,Casual,428
Wimbeldon,USA,Retail,Standard,PS4,2013,12,23,Casual,381
Wimbeldon,USA,Retail,Standard,PS4,2013,12,24,Casual,276
Wimbeldon,USA,Retail,Standard,PS4,2014,12,0,Casual,183
Wimbeldon,USA,Retail,Standard,PS4,2014,12,1,Casual,183
Wimbeldon,USA,Retail,Standard,PS4,2014,12,2,Casual,112
Wimbeldon,USA,Retail,Standard,PS4,2014,12,3,Casual,73
Wimbeldon,USA,Retail,Standard,PS4,2014,12,4,Casual,31
Wimbeldon,USA,Retail,Standard,PS4,2014,12,5,Casual,20
Wimbeldon,USA,Retail,Standard,PS4,2014,12,6,Casual,10
Wimbeldon,USA,Retail,Standard,PS4,2014,12,7,Casual,7
Wimbeldon,USA,Retail,Standard,PS4,2014,12,8,Casual,1
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,0,Casual,3990
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,1,Casual,3480
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,2,Casual,1482
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,3,Casual,1057
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,4,Casual,867
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,5,Casual,779
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,6,Casual,710
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,7,Casual,672
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,8,Casual,640
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,9,Casual,595
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,10,Casual,543
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,11,Casual,520
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,12,Casual,493
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,13,Casual,531
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,14,Casual,452
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,15,Casual,413
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,16,Casual,393
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,17,Casual,376
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,18,Casual,355
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,19,Casual,343
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,20,Casual,327
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,21,Casual,301
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,22,Casual,277
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,23,Casual,239
Wimbeldon,USA,Retail,Standard,XBOX ONE,2013,12,24,Casual,168
Wimbeldon,USA,Retail,Standard,XBOX ONE,2014,12,0,Casual,350
Wimbeldon,USA,Retail,Standard,XBOX ONE,2014,12,1,Casual,350
Wimbeldon,USA,Retail,Standard,XBOX ONE,2014,12,2,Casual,198
Wimbeldon,USA,Retail,Standard,XBOX ONE,2014,12,3,Casual,107
Wimbeldon,USA,Retail,Standard,XBOX ONE,2014,12,4,Casual,33
Wimbeldon,USA,Retail,Standard,XBOX ONE,2014,12,5,Casual,17
Wimbeldon,USA,Retail,Standard,XBOX ONE,2014,12,6,Casual,11
Wimbeldon,USA,Retail,Standard,XBOX ONE,2014,12,7,Casual,8
Wimbeldon,USA,Retail,Standard,XBOX ONE,2014,12,8,Casual,0
Wimbeldon,USA,Retail,Standard,PC,2013,12,0,Casual,30
Wimbeldon,USA,Retail,Standard,PC,2013,12,1,Casual,29
Wimbeldon,USA,Retail,Standard,PC,2013,12,2,Casual,30
Wimbeldon,USA,Retail,Standard,PC,2013,12,3,Casual,31
Wimbeldon,USA,Retail,Standard,PC,2013,12,4,Casual,32
Wimbeldon,USA,Retail,Standard,PC,2013,12,5,Casual,29
Wimbeldon,USA,Retail,Standard,PC,2013,12,6,Casual,29
Wimbeldon,USA,Retail,Standard,PC,2013,12,7,Casual,25
Wimbeldon,USA,Retail,Standard,PC,2013,12,8,Casual,24
Wimbeldon,USA,Retail,Standard,PC,2013,12,9,Casual,21
Wimbeldon,USA,Retail,Standard,PC,2013,12,10,Casual,19
Wimbeldon,USA,Retail,Standard,PC,2013,12,11,Casual,19
Wimbeldon,USA,Retail,Standard,PC,2013,12,12,Casual,18
Wimbeldon,USA,Retail,Standard,PC,2013,12,13,Casual,28
Wimbeldon,USA,Retail,Standard,PC,2013,12,14,Casual,19
Wimbeldon,USA,Retail,Standard,PC,2013,12,15,Casual,19
Wimbeldon,USA,Retail,Standard,PC,2013,12,16,Casual,20
Wimbeldon,USA,Retail,Standard,PC,2013,12,17,Casual,21
Wimbeldon,USA,Retail,Standard,PC,2013,12,18,Casual,18
Wimbeldon,USA,Retail,Standard,PC,2013,12,19,Casual,17
Wimbeldon,USA,Retail,Standard,PC,2013,12,20,Casual,18
Wimbeldon,USA,Retail,Standard,PC,2013,12,21,Casual,18
Wimbeldon,USA,Retail,Standard,PC,2013,12,22,Casual,18
Wimbeldon,USA,Retail,Standard,PC,2013,12,23,Casual,14
Wimbeldon,USA,Retail,Standard,PC,2013,12,24,Casual,11
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,0,Casual,180
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,1,Casual,180
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,2,Casual,79
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,3,Casual,4
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,4,Casual,4
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,5,Casual,4
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,6,Casual,4
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,7,Casual,4
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,8,Casual,2
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,9,Casual,0
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,10,Casual,2
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,11,Casual,2
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,12,Casual,2
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,13,Casual,2
Wimbeldon,CAN,Digital,Gold,PS4,2013,12,14,Casual,1
Wimbeldon,CAN,Digital,Gold,PS4,2014,12,0,Casual,28
Wimbeldon,CAN,Digital,Gold,PS4,2014,12,1,Casual,19
Wimbeldon,CAN,Digital,Gold,PS4,2014,12,2,Casual,15
Wimbeldon,CAN,Digital,Gold,PS4,2014,12,3,Casual,10
Wimbeldon,CAN,Digital,Gold,PS4,2014,12,4,Casual,8
Wimbeldon,CAN,Digital,Gold,PS4,2014,12,5,Casual,6
Wimbeldon,CAN,Digital,Gold,PS4,2014,12,6,Casual,3
Wimbeldon,CAN,Digital,Gold,PS4,2014,12,7,Casual,1
Wimbeldon,CAN,Digital,Gold,PS4,2014,12,8,Casual,0
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,0,Casual,381
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,1,Casual,377
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,2,Casual,238
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,3,Casual,85
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,4,Casual,2
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,5,Casual,2
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,6,Casual,2
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,7,Casual,2
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,8,Casual,1
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,9,Casual,0
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,10,Casual,1
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,11,Casual,1
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,12,Casual,1
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2013,12,13,Casual,1
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2014,12,0,Casual,28
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2014,12,1,Casual,7
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2014,12,2,Casual,3
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2014,12,3,Casual,3
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2014,12,4,Casual,3
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2014,12,5,Casual,2
Wimbeldon,CAN,Digital,Gold,XBOX ONE,2014,12,6,Casual,1
Wimbeldon,CAN,Digital,Gold,PC,2013,12,0,Casual,149
Wimbeldon,CAN,Digital,Gold,PC,2013,12,1,Casual,122
Wimbeldon,CAN,Digital,Gold,PC,2013,12,2,Casual,72
Wimbeldon,CAN,Digital,Gold,PC,2013,12,3,Casual,43
Wimbeldon,CAN,Digital,Gold,PC,2013,12,4,Casual,36
Wimbeldon,CAN,Digital,Gold,PC,2013,12,5,Casual,34
Wimbeldon,CAN,Digital,Gold,PC,2013,12,6,Casual,32
Wimbeldon,CAN,Digital,Gold,PC,2013,12,7,Casual,26
Wimbeldon,CAN,Digital,Gold,PC,2013,12,8,Casual,22
Wimbeldon,CAN,Digital,Gold,PC,2013,12,9,Casual,0
Wimbeldon,CAN,Digital,Gold,PC,2013,12,10,Casual,2
Wimbeldon,CAN,Digital,Gold,PC,2013,12,11,Casual,2
Wimbeldon,CAN,Digital,Gold,PC,2013,12,12,Casual,2
Wimbeldon,CAN,Digital,Gold,PC,2013,12,13,Casual,2
Wimbeldon,CAN,Digital,Gold,PC,2013,12,14,Casual,1
Wimbeldon,CAN,Digital,Gold,PC,2014,12,0,Casual,26
Wimbeldon,CAN,Digital,Gold,PC,2014,12,1,Casual,21
Wimbeldon,CAN,Digital,Gold,PC,2014,12,2,Casual,12
Wimbeldon,CAN,Digital,Gold,PC,2014,12,3,Casual,10
Wimbeldon,CAN,Digital,Gold,PC,2014,12,4,Casual,6
Wimbeldon,CAN,Digital,Gold,PC,2014,12,5,Casual,6
Wimbeldon,CAN,Digital,Standard,PS4,2013,12,0,Casual,301
Wimbeldon,CAN,Digital,Standard,PS4,2013,12,1,Casual,301
Wimbeldon,CAN,Digital,Standard,PS4,2013,12,2,Casual,131
Wimbeldon,CAN,Digital,Standard,PS4,2013,12,3,Casual,64
Wimbeldon,CAN,Digital,Standard,PS4,2013,12,4,Casual,2
Wimbeldon,CAN,Digital,Standard,PS4,2013,12,5,Casual,2
Wimbeldon,CAN,Digital,Standard,PS4,2013,12,6,Casual,2
Wimbeldon,CAN,Digital,Standard,PS4,2013,12,7,Casual,2
Wimbeldon,CAN,Digital,Standard,PS4,2013,12,8,Casual,0
Wimbeldon,CAN,Digital,Standard,PS4,2014,12,0,Casual,64
Wimbeldon,CAN,Digital,Standard,PS4,2014,12,1,Casual,24
Wimbeldon,CAN,Digital,Standard,PS4,2014,12,2,Casual,17
Wimbeldon,CAN,Digital,Standard,PS4,2014,12,3,Casual,15
Wimbeldon,CAN,Digital,Standard,PS4,2014,12,4,Casual,10
Wimbeldon,CAN,Digital,Standard,PS4,2014,12,5,Casual,9
Wimbeldon,CAN,Digital,Standard,PS4,2014,12,6,Casual,7
Wimbeldon,CAN,Digital,Standard,PS4,2014,12,7,Casual,3
Wimbeldon,CAN,Digital,Standard,PS4,2014,12,8,Casual,2
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,0,Casual,253
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,1,Casual,253
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,2,Casual,147
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,3,Casual,52
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,4,Casual,0
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,5,Casual,0
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,6,Casual,0
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,7,Casual,0
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,8,Casual,0
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,10,Casual,0
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2013,12,11,Casual,0
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2014,12,0,Casual,43
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2014,12,1,Casual,10
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2014,12,2,Casual,2
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2014,12,3,Casual,2
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2014,12,4,Casual,2
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2014,12,5,Casual,1
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2014,12,6,Casual,1
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2014,12,7,Casual,1
Wimbeldon,CAN,Digital,Standard,XBOX ONE,2014,12,8,Casual,0
Wimbeldon,CAN,Digital,Standard,PC,2013,12,0,Casual,106
Wimbeldon,CAN,Digital,Standard,PC,2013,12,1,Casual,89
Wimbeldon,CAN,Digital,Standard,PC,2013,12,2,Casual,46
Wimbeldon,CAN,Digital,Standard,PC,2013,12,3,Casual,22
Wimbeldon,CAN,Digital,Standard,PC,2013,12,4,Casual,18
Wimbeldon,CAN,Digital,Standard,PC,2013,12,5,Casual,17
Wimbeldon,CAN,Digital,Standard,PC,2013,12,6,Casual,18
Wimbeldon,CAN,Digital,Standard,PC,2013,12,7,Casual,18
Wimbeldon,CAN,Digital,Standard,PC,2013,12,8,Casual,17
Wimbeldon,CAN,Digital,Standard,PC,2013,12,9,Casual,0
Wimbeldon,CAN,Digital,Standard,PC,2013,12,10,Casual,1
Wimbeldon,CAN,Digital,Standard,PC,2013,12,11,Casual,1
Wimbeldon,CAN,Digital,Standard,PC,2013,12,12,Casual,1
Wimbeldon,CAN,Digital,Standard,PC,2013,12,13,Casual,1
Wimbeldon,CAN,Digital,Standard,PC,2013,12,14,Casual,1
Wimbeldon,CAN,Digital,Standard,PC,2014,12,0,Casual,12
Wimbeldon,CAN,Digital,Standard,PC,2014,12,1,Casual,7
Wimbeldon,CAN,Digital,Standard,PC,2014,12,2,Casual,6
Wimbeldon,CAN,Digital,Standard,PC,2014,12,3,Casual,4
Wimbeldon,CAN,Digital,Standard,PC,2014,12,4,Casual,2
Wimbeldon,CAN,Digital,Standard,PC,2014,12,5,Casual,1
Wimbeldon,CAN,Digital,Standard,PC,2014,12,6,Casual,1
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,2,Casual,0
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,3,Casual,0
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,4,Casual,100
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,5,Casual,78
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,6,Casual,64
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,7,Casual,53
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,8,Casual,45
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,9,Casual,35
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,10,Casual,31
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,11,Casual,28
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,12,Casual,21
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,13,Casual,13
Wimbeldon,CAN,Retail,Gold,PS4,2013,12,14,Casual,7
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,2,Casual,0
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,3,Casual,0
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,4,Casual,81
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,5,Casual,72
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,6,Casual,55
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,7,Casual,47
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,8,Casual,40
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,9,Casual,32
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,10,Casual,29
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,11,Casual,20
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,12,Casual,11
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,13,Casual,7
Wimbeldon,CAN,Retail,Gold,XBOX ONE,2013,12,14,Casual,3
Wimbeldon,CAN,Retail,Gold,PC,2013,12,0,Casual,1
Wimbeldon,CAN,Retail,Gold,PC,2013,12,2,Casual,1
Wimbeldon,CAN,Retail,Gold,PC,2013,12,3,Casual,1
Wimbeldon,CAN,Retail,Gold,PC,2013,12,4,Casual,1
Wimbeldon,CAN,Retail,Gold,PC,2013,12,5,Casual,1
Wimbeldon,CAN,Retail,Gold,PC,2013,12,6,Casual,1
Wimbeldon,CAN,Retail,Gold,PC,2013,12,7,Casual,1
Wimbeldon,CAN,Retail,Gold,PC,2013,12,8,Casual,1
Wimbeldon,CAN,Retail,Gold,PC,2013,12,9,Casual,1
Wimbeldon,CAN,Retail,Gold,PC,2013,12,10,Casual,1
Wimbeldon,CAN,Retail,Gold,PC,2013,12,11,Casual,2
Wimbeldon,CAN,Retail,Gold,PC,2013,12,12,Casual,0
Wimbeldon,CAN,Retail,Gold,PC,2013,12,13,Casual,0
Wimbeldon,CAN,Retail,Gold,PC,2013,12,14,Casual,0
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,0,Casual,998
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,1,Casual,998
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,2,Casual,706
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,3,Casual,565
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,4,Casual,512
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,5,Casual,485
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,6,Casual,470
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,7,Casual,458
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,8,Casual,448
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,9,Casual,443
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,10,Casual,437
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,11,Casual,435
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,12,Casual,437
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,13,Casual,424
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,14,Casual,424
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,15,Casual,432
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,16,Casual,421
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,17,Casual,410
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,18,Casual,400
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,19,Casual,392
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,20,Casual,400
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,21,Casual,378
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,22,Casual,374
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,23,Casual,370
Wimbeldon,CAN,Retail,Standard,PS4,2013,12,24,Casual,356
Wimbeldon,CAN,Retail,Standard,PS4,2014,12,0,Casual,46
Wimbeldon,CAN,Retail,Standard,PS4,2014,12,1,Casual,46
Wimbeldon,CAN,Retail,Standard,PS4,2014,12,2,Casual,14
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,0,Casual,529
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,1,Casual,529
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,2,Casual,336
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,3,Casual,276
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,4,Casual,235
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,5,Casual,215
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,6,Casual,194
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,7,Casual,184
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,8,Casual,179
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,9,Casual,175
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,10,Casual,160
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,11,Casual,156
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,12,Casual,152
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,13,Casual,140
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,14,Casual,138
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,15,Casual,133
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,16,Casual,127
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,17,Casual,123
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,18,Casual,125
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,19,Casual,122
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,20,Casual,130
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,21,Casual,113
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,22,Casual,112
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,23,Casual,108
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2013,12,24,Casual,105
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2014,12,0,Casual,55
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2014,12,1,Casual,55
Wimbeldon,CAN,Retail,Standard,XBOX ONE,2014,12,2,Casual,9
Wimbeldon,CAN,Retail,Standard,PC,2013,12,0,Casual,3
Wimbeldon,CAN,Retail,Standard,PC,2013,12,1,Casual,3
Wimbeldon,CAN,Retail,Standard,PC,2013,12,2,Casual,3
Wimbeldon,CAN,Retail,Standard,PC,2013,12,3,Casual,3
Wimbeldon,CAN,Retail,Standard,PC,2013,12,4,Casual,3
Wimbeldon,CAN,Retail,Standard,PC,2013,12,5,Casual,3
Wimbeldon,CAN,Retail,Standard,PC,2013,12,6,Casual,3
Wimbeldon,CAN,Retail,Standard,PC,2013,12,7,Casual,3
Wimbeldon,CAN,Retail,Standard,PC,2013,12,8,Casual,3
Wimbeldon,CAN,Retail,Standard,PC,2013,12,9,Casual,3
Wimbeldon,CAN,Retail,Standard,PC,2013,12,10,Casual,24
Wimbeldon,CAN,Retail,Standard,PC,2013,12,11,Casual,28
Wimbeldon,CAN,Retail,Standard,PC,2013,12,12,Casual,28
Wimbeldon,CAN,Retail,Standard,PC,2013,12,13,Casual,28
Wimbeldon,CAN,Retail,Standard,PC,2013,12,14,Casual,26
Wimbeldon,CAN,Retail,Standard,PC,2013,12,15,Casual,28
Wimbeldon,CAN,Retail,Standard,PC,2013,12,16,Casual,28
Wimbeldon,CAN,Retail,Standard,PC,2013,12,17,Casual,28
Wimbeldon,CAN,Retail,Standard,PC,2013,12,18,Casual,28
Wimbeldon,CAN,Retail,Standard,PC,2013,12,19,Casual,28
Wimbeldon,CAN,Retail,Standard,PC,2013,12,20,Casual,29
Wimbeldon,CAN,Retail,Standard,PC,2013,12,21,Casual,28
Wimbeldon,CAN,Retail,Standard,PC,2013,12,22,Casual,26
Wimbeldon,CAN,Retail,Standard,PC,2013,12,23,Casual,26
Wimbeldon,CAN,Retail,Standard,PC,2013,12,24,Casual,26
Wimbeldon,BRA,Digital,Gold,PS4,2013,12,0,Casual,12
Wimbeldon,BRA,Digital,Gold,PS4,2013,12,1,Casual,12
Wimbeldon,BRA,Digital,Gold,PS4,2013,12,2,Casual,3
Wimbeldon,BRA,Digital,Gold,PS4,2014,12,0,Casual,3
Wimbeldon,BRA,Digital,Gold,XBOX ONE,2013,12,0,Casual,33
Wimbeldon,BRA,Digital,Gold,XBOX ONE,2013,12,1,Casual,33
Wimbeldon,BRA,Digital,Gold,XBOX ONE,2013,12,2,Casual,25
Wimbeldon,BRA,Digital,Gold,XBOX ONE,2013,12,3,Casual,12
Wimbeldon,BRA,Digital,Gold,XBOX ONE,2014,12,0,Casual,2
Wimbeldon,BRA,Digital,Gold,PC,2013,12,0,Casual,35
Wimbeldon,BRA,Digital,Gold,PC,2013,12,1,Casual,35
Wimbeldon,BRA,Digital,Gold,PC,2013,12,2,Casual,22
Wimbeldon,BRA,Digital,Gold,PC,2013,12,3,Casual,14
Wimbeldon,BRA,Digital,Gold,PC,2013,12,4,Casual,12
Wimbeldon,BRA,Digital,Gold,PC,2013,12,5,Casual,9
Wimbeldon,BRA,Digital,Gold,PC,2013,12,6,Casual,9
Wimbeldon,BRA,Digital,Gold,PC,2013,12,7,Casual,9
Wimbeldon,BRA,Digital,Gold,PC,2013,12,8,Casual,8
Wimbeldon,BRA,Digital,Gold,PC,2014,12,0,Casual,12
Wimbeldon,BRA,Digital,Gold,PC,2014,12,1,Casual,10
Wimbeldon,BRA,Digital,Gold,PC,2014,12,2,Casual,4
Wimbeldon,BRA,Digital,Gold,PC,2014,12,3,Casual,2
Wimbeldon,BRA,Digital,Gold,PC,2014,12,4,Casual,2
Wimbeldon,BRA,Digital,Gold,PC,2014,12,5,Casual,2
Wimbeldon,BRA,Digital,Standard,PS4,2013,12,0,Casual,24
Wimbeldon,BRA,Digital,Standard,PS4,2013,12,1,Casual,24
Wimbeldon,BRA,Digital,Standard,PS4,2013,12,2,Casual,11
Wimbeldon,BRA,Digital,Standard,PS4,2013,12,3,Casual,3
Wimbeldon,BRA,Digital,Standard,PS4,2013,12,4,Casual,0
Wimbeldon,BRA,Digital,Standard,PS4,2013,12,5,Casual,0
Wimbeldon,BRA,Digital,Standard,PS4,2013,12,6,Casual,0
Wimbeldon,BRA,Digital,Standard,PS4,2013,12,7,Casual,0
Wimbeldon,BRA,Digital,Standard,PS4,2013,12,8,Casual,0
Wimbeldon,BRA,Digital,Standard,PS4,2014,12,0,Casual,2
Wimbeldon,BRA,Digital,Standard,PS4,2014,12,1,Casual,1
Wimbeldon,BRA,Digital,Standard,XBOX ONE,2013,12,0,Casual,24
Wimbeldon,BRA,Digital,Standard,XBOX ONE,2013,12,1,Casual,24
Wimbeldon,BRA,Digital,Standard,XBOX ONE,2013,12,2,Casual,20
Wimbeldon,BRA,Digital,Standard,XBOX ONE,2013,12,3,Casual,12
Wimbeldon,BRA,Digital,Standard,XBOX ONE,2013,12,7,Casual,0
Wimbeldon,BRA,Digital,Standard,XBOX ONE,2013,12,8,Casual,0
