Working,Edition,Sub-Edition,Week Age,Reserve Type,Grand Total,Distribution Channel,Territory,Sub Territory,Week Ending Date,Original Name,Title,Reserve Level,Original Retailer Name,Relative Week,Retailer,Comments,Released?,Title with Platform,Brand,Installment,Platform Type,Platform,Release Date,IPC Segment
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,430,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,100,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 GODS EDITION XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,43,UBISOFT,16,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,1847,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 D.O.C LEGENDARY PS4,RPG 123 COLLECTOR EDITION PS4,78,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 GODS EDITION PS4,RPG 123 COLLECTOR EDITION PS4,84,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 D.O.C LEGENDARY XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,26,UBISOFT,16,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,208,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 PC,RPG 123 PC,7,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 PC,RPG 123 PC,1,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 GOLD PC,RPG 123 GOLD PC,17,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 GOLD PC,RPG 123 GOLD PC,3,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,1,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,2,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,15,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 PS4,RPG 123 PS4,20,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,37,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,41,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,6,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,1,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,LATAM,MEX,7/8/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,1,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 SD 10/27150076,RPG 123 XBOX ONE,13449,GameStop,15,Gamestop,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 SD 10/27150077,RPG 123 PS4,19396,GameStop,15,Gamestop,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 Dlx SD 10/27150078,RPG 123 DELUXE XBOX ONE,8994,GameStop,15,Gamestop,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 Dlx SD 10/27150079,RPG 123 DELUXE PS4,12271,GameStop,15,Gamestop,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 STEELBOOK GOLD EDITION PS4,RPG 123 GOLD PS4,601,Best Buy,15,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 PS4,RPG 123 PS4,476,Best Buy,15,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 STEELBOOK GOLD EDITION Xbox One,RPG 123 GOLD XBOX ONE,466,Best Buy,15,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 Xbox One,RPG 123 XBOX ONE,355,Best Buy,15,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,191,Best Buy,15,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 DELUXE EDITION Xbox One,RPG 123 DELUXE XBOX ONE,185,Best Buy,15,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 GODS Collector’s Edition – PlayStation 4,RPG 123 COLLECTOR EDITION PS4,2995,Amazon,15,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 GODS Collector’s Edition - Xbox One,RPG 123 COLLECTOR EDITION XBOX ONE,1673,Amazon,15,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 - PlayStation 4,RPG 123 PS4,2560,Amazon,15,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,1574,Amazon,15,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,1969,Amazon,15,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,1273,Amazon,15,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,2903,Amazon,15,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,1874,Amazon,15,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,215,Target,15,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,174,Target,15,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 DELUXE XB1,RPG 123 DELUXE XBOX ONE,9,Target,15,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 DELUXE PS4,RPG 123 DELUXE PS4,8,Target,15,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 XB1,RPG 123 XBOX ONE,7,Target,15,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,USA,USA,7/15/17,RPG 123 PS4,RPG 123 PS4,3,Target,15,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,17,Videotron,15,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,32,Videotron,15,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,18,Videotron,15,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,18,Videotron,15,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,55,Videotron,15,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 - PlayStation 4,RPG 123 PS4,90,Videotron,15,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 - PlayStation 4,RPG 123 PS4,1520,EB,15,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,769,EB,15,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,726,EB,15,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,388,EB,15,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,1450,EB,15,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,817,EB,15,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 - PlayStation 4,RPG 123 PS4,227,BBY,15,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,132,BBY,15,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,91,BBY,15,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,69,BBY,15,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,151,BBY,15,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Retail,CAN,CAN,7/15/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,78,BBY,15,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,191,MICROSOFT,15,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 PC,RPG 123 PC,35,STEAM,15,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 PC,RPG 123 PC,7,UBISOFT,15,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-35,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 GOLD PC,RPG 123 GOLD PC,108,STEAM,15,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-35,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 GOLD PC,RPG 123 GOLD PC,31,UBISOFT,15,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,9,STEAM,15,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,1,UBISOFT,15,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-35,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,59,SONY,15,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 PS4,RPG 123 PS4,127,SONY,15,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,123,MICROSOFT,15,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,50,MICROSOFT,15,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/15/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,24,SONY,15,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-35,Pre-Order,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,593,MICROSOFT,15,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,22,UBISOFT,15,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 PC,RPG 123 PC,68,STEAM,15,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 PC,RPG 123 PC,18,UBISOFT,15,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 GOLD PC,RPG 123 GOLD PC,129,STEAM,15,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 GOLD PC,RPG 123 GOLD PC,50,UBISOFT,15,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,52,STEAM,15,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,20,UBISOFT,15,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,337,SONY,15,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,19,UBISOFT,15,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 PS4,RPG 123 PS4,3,UBISOFT,15,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Order,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,223,MICROSOFT,15,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,9,UBISOFT,15,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Order,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,196,MICROSOFT,15,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,13,UBISOFT,15,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,69,SONY,15,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,13,UBISOFT,15,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 GODS EDITION XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,7,UBISOFT,15,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,326,UBISOFT,15,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 D.O.C LEGENDARY PS4,RPG 123 COLLECTOR EDITION PS4,15,UBISOFT,15,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 GODS EDITION PS4,RPG 123 COLLECTOR EDITION PS4,20,UBISOFT,15,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 D.O.C LEGENDARY XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,4,UBISOFT,15,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-35,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/15/17,RPG 123 DAWN OF THE CRD XBOXONE,RPG 123 COLLECTOR EDITION XBOX ONE,122,UBISOFT,15,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
