,Edition,Channel,Region,Installment,Platform,RelativeWeek,ReservesLevel
5047,Deluxe,Digital,ROSA,CnD,PC,4,212
5048,Deluxe,Digital,ROSA,CnD,PC,5,167
5049,Deluxe,Digital,ROSA,CnD,PC,6,132
5050,Deluxe,Digital,ROSA,CnD,PC,7,102
5051,Deluxe,Digital,ROSA,CnD,PC,8,50
5052,Deluxe,Digital,ROSA,CnD 2,PC,1,24
5053,Deluxe,Digital,ROSA,CnD 2,PC,3,15
5054,Deluxe,Digital,ROSA,CnD 2,PC,4,9
5055,Deluxe,Digital,ROSA,CnD 2,PC,5,7
5056,Deluxe,Digital,ROSA,CnD 2,PC,6,7
5057,Deluxe,Digital,ROSA,CnD 2,PC,7,7
5058,Deluxe,Digital,ROSA,CnD 2,PC,8,7
5059,Deluxe,Digital,ROSA,CnD 2,PC,9,7
5060,Deluxe,Digital,ROSA,CnD 2,PC,10,4
5061,Deluxe,Digital,ROSA,CnD 2,PC,11,4
5062,Deluxe,Digital,ROSA,CnD 2,PC,12,6
5063,Deluxe,Digital,ROSA,CnD 2,PC,13,6
5064,Deluxe,Digital,ROSA,CnD 2,PC,14,3
5065,Deluxe,Digital,ROSA,CnD 2,PC,15,3
5066,Deluxe,Digital,ROSA,CnD 2,PC,16,3
5067,Deluxe,Digital,ROSA,CnD 2,PC,17,3
5068,Deluxe,Digital,ROSA,CnD 2,PC,18,3
5069,Deluxe,Digital,ROSA,CnD 2,PC,19,3
5070,Deluxe,Digital,ROSA,CnD 2,PC,20,3
5071,Deluxe,Digital,ROSA,CnD 2,PC,21,3
5072,Deluxe,Digital,ROSA,CnD 2,PC,22,3
5073,Deluxe,Digital,ROSA,CnD 2,PC,23,3
5074,Deluxe,Digital,ROSA,CnD 2,PC,24,1
5075,Deluxe,Digital,ROSA,CnD 2,PC,25,1
5076,Deluxe,Digital,ROSA,CnD 2,PS4,0,90
5077,Deluxe,Digital,ROSA,CnD 2,PS4,1,72
5078,Deluxe,Digital,ROSA,CnD 2,PS4,2,54
5079,Deluxe,Digital,ROSA,CnD 2,PS4,3,42
5080,Deluxe,Digital,ROSA,CnD 2,PS4,4,37
5081,Deluxe,Digital,ROSA,CnD 2,PS4,5,36
5082,Deluxe,Digital,ROSA,CnD 2,PS4,6,31
5083,Deluxe,Digital,ROSA,CnD 2,PS4,7,24
5084,Deluxe,Digital,ROSA,CnD 2,PS4,8,23
5085,Deluxe,Digital,ROSA,CnD 2,PS4,9,21
5086,Deluxe,Digital,ROSA,CnD 2,PS4,10,21
5087,Deluxe,Digital,ROSA,CnD 2,PS4,11,18
5088,Deluxe,Digital,ROSA,CnD 2,PS4,12,15
5089,Deluxe,Digital,ROSA,CnD 2,PS4,13,11
5090,Deluxe,Digital,ROSA,CnD 2,PS4,14,8
5091,Deluxe,Digital,ROSA,CnD 2,PS4,15,7
5092,Deluxe,Digital,ROSA,CnD 2,PS4,16,7
5093,Deluxe,Digital,ROSA,CnD 2,PS4,17,7
5094,Deluxe,Digital,ROSA,CnD 2,PS4,18,3
5095,Deluxe,Digital,ROSA,CnD 2,PS4,19,3
5096,Deluxe,Digital,ROSA,CnD 2,PS4,20,3
5097,Deluxe,Digital,ROSA,CnD 2,PS4,21,3
5098,Deluxe,Digital,ROSA,CnD 2,PS4,22,2
5099,Deluxe,Digital,ROSA,CnD 2,PS4,23,1
5100,Deluxe,Digital,ROSA,CnD 2,XBOX ONE,1,11
5101,Deluxe,Digital,ROSA,CnD 2,XBOX ONE,2,10
5102,Deluxe,Digital,ROSA,CnD 2,XBOX ONE,4,8
5103,Deluxe,Digital,ROSA,CnD 2,XBOX ONE,5,6
5104,Deluxe,Digital,ROSA,CnD 2,XBOX ONE,10,4
5105,Deluxe,Digital,ROSA,CnD 2,XBOX ONE,15,2
5106,Deluxe,Digital,ROSA,CnD 2,XBOX ONE,23,1
5107,Deluxe,Digital,ROSA,Jungle,PC,0,118
5108,Deluxe,Digital,ROSA,Jungle,PC,1,85
5109,Deluxe,Digital,ROSA,Jungle,PC,2,37
5110,Deluxe,Digital,ROSA,Jungle,PC,3,26
5111,Deluxe,Digital,ROSA,Jungle,PC,4,19
5112,Deluxe,Digital,ROSA,Jungle,PC,5,13
5113,Deluxe,Digital,ROSA,Jungle,PC,6,11
5114,Deluxe,Digital,ROSA,Jungle,PC,7,10
5115,Deluxe,Digital,ROSA,Jungle,PC,8,8
5116,Deluxe,Digital,ROSA,Jungle,PC,9,4
5117,Deluxe,Digital,ROSA,Jungle,PC,10,3
5118,Deluxe,Digital,ROSA,Jungle,PC,11,2
5119,Deluxe,Digital,ROSA,Jungle,PC,12,2
5120,Deluxe,Digital,ROSA,Jungle,PC,13,2
5121,Deluxe,Digital,ROSA,Jungle,PC,14,1
5122,Deluxe,Digital,ROSA,Jungle,PC,15,1
5123,Deluxe,Digital,ROSA,Jungle,PC,16,1
5124,Deluxe,Digital,ROSA,Jungle,PC,17,1
5125,Deluxe,Digital,ROSA,Jungle,PC,18,1
5126,Deluxe,Digital,ROSA,Jungle,PC,19,1
5127,Deluxe,Digital,ROSA,Jungle,PC,20,1
5128,Deluxe,Digital,ROSA,Jungle,PS4,0,262
5129,Deluxe,Digital,ROSA,Jungle,PS4,1,176
5130,Deluxe,Digital,ROSA,Jungle,PS4,2,79
5131,Deluxe,Digital,ROSA,Jungle,PS4,3,57
5132,Deluxe,Digital,ROSA,Jungle,PS4,4,51
5133,Deluxe,Digital,ROSA,Jungle,PS4,5,36
5134,Deluxe,Digital,ROSA,Jungle,PS4,6,30
5135,Deluxe,Digital,ROSA,Jungle,PS4,7,28
5136,Deluxe,Digital,ROSA,Jungle,PS4,8,26
5137,Deluxe,Digital,ROSA,Jungle,PS4,9,26
5138,Deluxe,Digital,ROSA,Jungle,PS4,10,25
5139,Deluxe,Digital,ROSA,Jungle,PS4,11,23
5140,Deluxe,Digital,ROSA,Jungle,PS4,12,21
5141,Deluxe,Digital,ROSA,Jungle,PS4,13,20
5142,Deluxe,Digital,ROSA,Jungle,PS4,14,17
5143,Deluxe,Digital,ROSA,Jungle,PS4,15,17
5144,Deluxe,Digital,ROSA,Jungle,PS4,16,17
5145,Deluxe,Digital,ROSA,Jungle,PS4,17,17
5146,Deluxe,Digital,ROSA,Jungle,PS4,18,17
5147,Deluxe,Digital,ROSA,Jungle,PS4,19,15
5148,Deluxe,Digital,ROSA,Jungle,PS4,20,15
5149,Deluxe,Digital,ROSA,Jungle,PS4,21,13
5150,Deluxe,Digital,ROSA,Jungle,PS4,22,12
5151,Deluxe,Digital,ROSA,Jungle,PS4,23,12
5152,Deluxe,Digital,ROSA,Jungle,PS4,24,12
5153,Deluxe,Digital,ROSA,Jungle,PS4,25,12
5154,Deluxe,Digital,ROSA,Jungle,PS4,26,12
5155,Deluxe,Digital,ROSA,Jungle,PS4,27,12
5156,Deluxe,Digital,ROSA,Jungle,PS4,28,11
5157,Deluxe,Digital,ROSA,Jungle,PS4,29,11
5158,Deluxe,Digital,ROSA,Jungle,PS4,30,10
5159,Deluxe,Digital,ROSA,Jungle,PS4,31,10
5160,Deluxe,Digital,ROSA,Jungle,PS4,32,10
5161,Deluxe,Digital,ROSA,Jungle,PS4,33,10
5162,Deluxe,Digital,ROSA,Jungle,PS4,34,10
5163,Deluxe,Digital,ROSA,Jungle,PS4,35,10
5164,Deluxe,Digital,ROSA,Jungle,PS4,36,8
5165,Deluxe,Digital,ROSA,Jungle,PS4,37,7
5166,Deluxe,Digital,ROSA,Jungle,PS4,38,7
5167,Deluxe,Digital,ROSA,Jungle,PS4,39,4
5168,Deluxe,Digital,ROSA,Jungle,PS4,40,4
5169,Deluxe,Digital,ROSA,Jungle,PS4,41,2
5170,Deluxe,Digital,ROSA,Jungle,XBOX ONE,0,25
5171,Deluxe,Digital,ROSA,Jungle,XBOX ONE,1,24
5172,Deluxe,Digital,ROSA,Jungle,XBOX ONE,2,24
5173,Deluxe,Digital,ROSA,Jungle,XBOX ONE,3,20
5174,Deluxe,Digital,ROSA,Jungle,XBOX ONE,4,14
5175,Deluxe,Digital,ROSA,Jungle,XBOX ONE,5,14
5176,Deluxe,Digital,ROSA,Jungle,XBOX ONE,7,9
5177,Deluxe,Digital,ROSA,Jungle,XBOX ONE,8,8
5178,Deluxe,Digital,ROSA,Jungle,XBOX ONE,25,6
5179,Deluxe,Digital,ROSA,Jungle,XBOX ONE,30,3
5180,Deluxe,Digital,ROSA,Jungle,XBOX ONE,33,1
5181,Deluxe,Digital,ROSA,RPG 3,PC,1,211
5182,Deluxe,Digital,ROSA,RPG 3,PC,2,98
5183,Deluxe,Digital,ROSA,RPG O,PC,0,176
5184,Deluxe,Digital,ROSA,RPG O,PC,1,93
5185,Deluxe,Digital,ROSA,RPG O,PC,2,78
5186,Deluxe,Digital,ROSA,RPG O,PC,3,69
5187,Deluxe,Digital,ROSA,RPG O,PC,4,55
5188,Deluxe,Digital,ROSA,RPG O,PC,5,44
5189,Deluxe,Digital,ROSA,RPG O,PC,6,35
5190,Deluxe,Digital,ROSA,RPG O,PC,7,32
5191,Deluxe,Digital,ROSA,RPG O,PC,8,29
5192,Deluxe,Digital,ROSA,RPG O,PC,9,28
5193,Deluxe,Digital,ROSA,RPG O,PC,10,24
5194,Deluxe,Digital,ROSA,RPG O,PC,11,23
5195,Deluxe,Digital,ROSA,RPG O,PC,12,22
5196,Deluxe,Digital,ROSA,RPG O,PC,13,18
5197,Deluxe,Digital,ROSA,RPG O,PC,14,17
5198,Deluxe,Digital,ROSA,RPG O,PC,15,15
5199,Deluxe,Digital,ROSA,RPG O,PC,16,13
5200,Deluxe,Digital,ROSA,RPG O,PC,17,12
5201,Deluxe,Digital,ROSA,RPG O,PC,18,10
5202,Deluxe,Digital,ROSA,RPG O,PC,19,5
5203,Deluxe,Digital,ROSA,RPG O,PS4,0,195
5204,Deluxe,Digital,ROSA,RPG O,PS4,1,116
5205,Deluxe,Digital,ROSA,RPG O,PS4,2,86
5206,Deluxe,Digital,ROSA,RPG O,PS4,3,77
5207,Deluxe,Digital,ROSA,RPG O,PS4,4,53
5208,Deluxe,Digital,ROSA,RPG O,PS4,5,45
5209,Deluxe,Digital,ROSA,RPG O,PS4,6,41
5210,Deluxe,Digital,ROSA,RPG O,PS4,7,37
5211,Deluxe,Digital,ROSA,RPG O,PS4,8,35
5212,Deluxe,Digital,ROSA,RPG O,PS4,9,32
5213,Deluxe,Digital,ROSA,RPG O,PS4,10,24
5214,Deluxe,Digital,ROSA,RPG O,PS4,11,18
5215,Deluxe,Digital,ROSA,RPG O,PS4,12,18
5216,Deluxe,Digital,ROSA,RPG O,PS4,13,11
5217,Deluxe,Digital,ROSA,RPG O,PS4,14,11
5218,Deluxe,Digital,ROSA,RPG O,PS4,15,10
5219,Deluxe,Digital,ROSA,RPG O,PS4,16,8
5220,Deluxe,Digital,ROSA,RPG O,PS4,17,7
5221,Deluxe,Digital,ROSA,RPG O,PS4,18,4
5222,Deluxe,Digital,ROSA,RPG O,PS4,19,2
5223,Deluxe,Digital,ROSA,RPG O,XBOX ONE,0,101
5224,Deluxe,Digital,ROSA,RPG O,XBOX ONE,1,87
5225,Deluxe,Digital,ROSA,RPG O,XBOX ONE,2,75
5226,Deluxe,Digital,ROSA,RPG O,XBOX ONE,3,66
5227,Deluxe,Digital,ROSA,RPG O,XBOX ONE,4,62
5228,Deluxe,Digital,ROSA,RPG O,XBOX ONE,5,56
5229,Deluxe,Digital,ROSA,RPG O,XBOX ONE,6,56
5230,Deluxe,Digital,ROSA,RPG O,XBOX ONE,7,53
5231,Deluxe,Digital,ROSA,RPG O,XBOX ONE,8,47
5232,Deluxe,Digital,ROSA,RPG O,XBOX ONE,9,46
5233,Deluxe,Digital,ROSA,RPG O,XBOX ONE,10,37
5234,Deluxe,Digital,ROSA,RPG O,XBOX ONE,11,31
5235,Deluxe,Digital,ROSA,RPG O,XBOX ONE,12,28
5236,Deluxe,Digital,ROSA,RPG O,XBOX ONE,13,23
5237,Deluxe,Digital,ROSA,RPG O,XBOX ONE,14,23
5238,Deluxe,Digital,ROSA,RPG O,XBOX ONE,15,23
5239,Deluxe,Digital,ROSA,RPG O,XBOX ONE,16,20
5240,Deluxe,Digital,ROSA,RPG O,XBOX ONE,17,19
5241,Deluxe,Digital,ROSA,RPG O,XBOX ONE,18,15
5242,Deluxe,Digital,ROSA,RPG O,XBOX ONE,19,10
5243,Deluxe,Digital,ROSA,RPG R,PC,1,56
5244,Deluxe,Digital,ROSA,RPG R,PC,2,22
5245,Deluxe,Digital,ROSA,RPG R,PC,3,18
5246,Deluxe,Digital,ROSA,RPG R,PC,4,24
5247,Deluxe,Digital,ROSA,RPG R,PC,5,7
5248,Deluxe,Digital,ROSA,Samurai,PC,0,198
5249,Deluxe,Digital,ROSA,Samurai,PC,1,128
5250,Deluxe,Digital,ROSA,Samurai,PC,2,88
5251,Deluxe,Digital,ROSA,Samurai,PC,3,45
5252,Deluxe,Digital,ROSA,Samurai,PC,4,23
5253,Deluxe,Digital,ROSA,Samurai,PC,5,19
5254,Deluxe,Digital,ROSA,Samurai,PC,6,15
5255,Deluxe,Digital,ROSA,Samurai,PC,7,15
5256,Deluxe,Digital,ROSA,Samurai,PC,8,11
5257,Deluxe,Digital,ROSA,Samurai,PC,9,7
5258,Deluxe,Digital,ROSA,Samurai,PC,10,7
5259,Deluxe,Digital,ROSA,Samurai,PC,11,7
5260,Deluxe,Digital,ROSA,Samurai,PC,12,7
5261,Deluxe,Digital,ROSA,Samurai,PC,13,7
5262,Deluxe,Digital,ROSA,Samurai,PC,14,7
5263,Deluxe,Digital,ROSA,Samurai,PC,15,7
5264,Deluxe,Digital,ROSA,Samurai,PC,16,8
5265,Deluxe,Digital,ROSA,Samurai,PC,17,7
5266,Deluxe,Digital,ROSA,Samurai,PC,18,7
5267,Deluxe,Digital,ROSA,Samurai,PC,19,7
5268,Deluxe,Digital,ROSA,Samurai,PC,20,6
5269,Deluxe,Digital,ROSA,Samurai,PC,21,6
5270,Deluxe,Digital,ROSA,Samurai,PC,22,3
5271,Deluxe,Digital,ROSA,Samurai,PC,23,1
5272,Deluxe,Digital,ROSA,Samurai,PC,24,1
5273,Deluxe,Digital,ROSA,Samurai,PC,25,1
5274,Deluxe,Digital,ROSA,Samurai,PC,26,1
5275,Deluxe,Digital,ROSA,Samurai,PC,27,1
5276,Deluxe,Digital,ROSA,Samurai,PC,28,1
5277,Deluxe,Digital,ROSA,Samurai,PC,29,1
5278,Deluxe,Digital,ROSA,Samurai,PC,30,1
5279,Deluxe,Digital,ROSA,Samurai,PC,31,1
5280,Deluxe,Digital,ROSA,Samurai,PC,32,1
5281,Deluxe,Digital,ROSA,Samurai,PC,33,1
5282,Deluxe,Digital,ROSA,Samurai,PC,34,1
5283,Deluxe,Digital,ROSA,Samurai,PS4,0,207
5284,Deluxe,Digital,ROSA,Samurai,PS4,1,149
5285,Deluxe,Digital,ROSA,Samurai,PS4,2,84
5286,Deluxe,Digital,ROSA,Samurai,PS4,3,42
5287,Deluxe,Digital,ROSA,Samurai,PS4,4,39
5288,Deluxe,Digital,ROSA,Samurai,PS4,5,20
5289,Deluxe,Digital,ROSA,Samurai,PS4,6,9
5290,Deluxe,Digital,ROSA,Samurai,PS4,7,7
5291,Deluxe,Digital,ROSA,Samurai,PS4,8,7
5292,Deluxe,Digital,ROSA,Samurai,PS4,9,6
5293,Deluxe,Digital,ROSA,Samurai,PS4,10,3
5294,Deluxe,Digital,ROSA,Samurai,PS4,11,3
5295,Deluxe,Digital,ROSA,Samurai,PS4,12,3
5296,Deluxe,Digital,ROSA,Samurai,PS4,13,2
5297,Deluxe,Digital,ROSA,Samurai,PS4,14,2
5298,Deluxe,Digital,ROSA,Samurai,PS4,15,2
5299,Deluxe,Digital,ROSA,Samurai,PS4,16,2
5300,Deluxe,Digital,ROSA,Samurai,PS4,17,2
5301,Deluxe,Digital,ROSA,Samurai,PS4,18,2
5302,Deluxe,Digital,ROSA,Samurai,PS4,19,2
5303,Deluxe,Digital,ROSA,Samurai,PS4,20,2
5304,Deluxe,Digital,ROSA,Samurai,PS4,21,1
5305,Deluxe,Digital,ROSA,Samurai,PS4,22,1
5306,Deluxe,Digital,ROSA,Samurai,PS4,23,1
5307,Deluxe,Digital,ROSA,Samurai,PS4,24,1
5308,Deluxe,Digital,ROSA,Samurai,PS4,25,1
5309,Deluxe,Digital,ROSA,Samurai,PS4,26,1
5310,Deluxe,Digital,ROSA,Samurai,PS4,27,1
5311,Deluxe,Digital,ROSA,Samurai,PS4,28,1
5312,Deluxe,Digital,ROSA,Samurai,PS4,29,1
5313,Deluxe,Digital,ROSA,Samurai,PS4,30,1
5314,Deluxe,Digital,ROSA,Samurai,PS4,31,1
5315,Deluxe,Digital,ROSA,Samurai,PS4,32,1
5316,Deluxe,Digital,ROSA,Samurai,PS4,33,1
5317,Deluxe,Digital,ROSA,Samurai,XBOX ONE,0,15
5318,Deluxe,Digital,ROSA,Samurai,XBOX ONE,1,15
5319,Deluxe,Digital,ROSA,Samurai,XBOX ONE,2,10
5320,Deluxe,Digital,ROSA,Samurai,XBOX ONE,3,6
5321,Deluxe,Digital,ROSA,Samurai,XBOX ONE,5,4
5322,Deluxe,Digital,ROSA,Samurai,XBOX ONE,7,3
5323,Deluxe,Digital,ROSA,Samurai,XBOX ONE,12,1
5324,Deluxe,Digital,ROSA,Shooter 3,PC,1,175
5325,Deluxe,Digital,ROSA,Shooter 3,PC,2,85
5326,Deluxe,Digital,ROSA,Shooter 3,PC,3,46
5327,Deluxe,Digital,ROSA,Shooter 3,PC,4,21
5328,Deluxe,Digital,ROSA,Shooter 5,PC,0,865
5329,Deluxe,Digital,ROSA,Shooter 5,PC,1,268
5330,Deluxe,Digital,ROSA,Shooter 5,PC,2,174
5331,Deluxe,Digital,ROSA,Shooter 5,PC,3,134
5332,Deluxe,Digital,ROSA,Shooter 5,PC,4,112
5333,Deluxe,Digital,ROSA,Shooter 5,PC,5,94
5334,Deluxe,Digital,ROSA,Shooter 5,PC,6,80
5335,Deluxe,Digital,ROSA,Shooter 5,PC,7,68
5336,Deluxe,Digital,ROSA,Shooter 5,PC,8,61
5337,Deluxe,Digital,ROSA,Shooter 5,PC,9,57
5338,Deluxe,Digital,ROSA,Shooter 5,PC,10,48
5339,Deluxe,Digital,ROSA,Shooter 5,PC,11,38
5340,Deluxe,Digital,ROSA,Shooter 5,PC,12,35
5341,Deluxe,Digital,ROSA,Shooter 5,PC,13,33
5342,Deluxe,Digital,ROSA,Shooter 5,PC,14,31
5343,Deluxe,Digital,ROSA,Shooter 5,PC,15,27
5344,Deluxe,Digital,ROSA,Shooter 5,PC,16,24
5345,Deluxe,Digital,ROSA,Shooter 5,PC,17,24
5346,Deluxe,Digital,ROSA,Shooter 5,PC,18,24
5347,Deluxe,Digital,ROSA,Shooter 5,PC,19,19
5348,Deluxe,Digital,ROSA,Shooter 5,PC,20,11
5349,Deluxe,Digital,ROSA,Shooter 5,PC,21,11
5350,Deluxe,Digital,ROSA,Shooter 5,PC,22,10
5351,Deluxe,Digital,ROSA,Shooter 5,PC,23,9
5352,Deluxe,Digital,ROSA,Shooter 5,PC,24,9
5353,Deluxe,Digital,ROSA,Shooter 5,PC,25,9
5354,Deluxe,Digital,ROSA,Shooter 5,PC,26,8
5355,Deluxe,Digital,ROSA,Shooter 5,PC,27,8
5356,Deluxe,Digital,ROSA,Shooter 5,PC,28,8
5357,Deluxe,Digital,ROSA,Shooter 5,PC,29,8
5358,Deluxe,Digital,ROSA,Shooter 5,PC,30,8
5359,Deluxe,Digital,ROSA,Shooter 5,PC,31,8
5360,Deluxe,Digital,ROSA,Shooter 5,PC,32,8
5361,Deluxe,Digital,ROSA,Shooter 5,PC,33,8
5362,Deluxe,Digital,ROSA,Shooter 5,PC,34,7
5363,Deluxe,Digital,ROSA,Shooter 5,PC,35,7
5364,Deluxe,Digital,ROSA,Shooter 5,PC,36,4
5365,Deluxe,Digital,ROSA,Shooter 5,PC,37,4
5366,Deluxe,Digital,ROSA,Shooter 5,PC,38,3
5367,Deluxe,Digital,ROSA,Shooter 5,PC,39,3
5368,Deluxe,Digital,ROSA,Shooter 5,PC,40,2
5369,Deluxe,Digital,ROSA,Shooter 5,PC,41,2
5370,Deluxe,Digital,ROSA,Shooter 5,PC,42,1
5371,Deluxe,Digital,ROSA,Shooter 5,PS4,0,603
5372,Deluxe,Digital,ROSA,Shooter 5,PS4,1,167
5373,Deluxe,Digital,ROSA,Shooter 5,PS4,2,106
5374,Deluxe,Digital,ROSA,Shooter 5,PS4,3,88
5375,Deluxe,Digital,ROSA,Shooter 5,PS4,4,66
5376,Deluxe,Digital,ROSA,Shooter 5,PS4,5,55
5377,Deluxe,Digital,ROSA,Shooter 5,PS4,6,54
5378,Deluxe,Digital,ROSA,Shooter 5,PS4,7,50
5379,Deluxe,Digital,ROSA,Shooter 5,PS4,8,44
5380,Deluxe,Digital,ROSA,Shooter 5,PS4,9,43
5381,Deluxe,Digital,ROSA,Shooter 5,PS4,10,42
5382,Deluxe,Digital,ROSA,Shooter 5,PS4,11,39
5383,Deluxe,Digital,ROSA,Shooter 5,PS4,12,33
5384,Deluxe,Digital,ROSA,Shooter 5,PS4,13,31
5385,Deluxe,Digital,ROSA,Shooter 5,PS4,14,23
5386,Deluxe,Digital,ROSA,Shooter 5,PS4,15,22
5387,Deluxe,Digital,ROSA,Shooter 5,PS4,16,18
5388,Deluxe,Digital,ROSA,Shooter 5,PS4,17,14
5389,Deluxe,Digital,ROSA,Shooter 5,PS4,18,14
5390,Deluxe,Digital,ROSA,Shooter 5,PS4,19,13
5391,Deluxe,Digital,ROSA,Shooter 5,PS4,20,12
5392,Deluxe,Digital,ROSA,Shooter 5,PS4,21,12
5393,Deluxe,Digital,ROSA,Shooter 5,PS4,22,12
5394,Deluxe,Digital,ROSA,Shooter 5,PS4,23,12
5395,Deluxe,Digital,ROSA,Shooter 5,PS4,24,11
5396,Deluxe,Digital,ROSA,Shooter 5,PS4,25,11
5397,Deluxe,Digital,ROSA,Shooter 5,PS4,26,8
5398,Deluxe,Digital,ROSA,Shooter 5,PS4,27,8
5399,Deluxe,Digital,ROSA,Shooter 5,PS4,28,7
5400,Deluxe,Digital,ROSA,Shooter 5,PS4,29,6
5401,Deluxe,Digital,ROSA,Shooter 5,PS4,30,4
5402,Deluxe,Digital,ROSA,Shooter 5,PS4,31,4
5403,Deluxe,Digital,ROSA,Shooter 5,PS4,32,1
5404,Deluxe,Digital,ROSA,Shooter 5,PS4,33,1
5405,Deluxe,Digital,ROSA,Shooter 5,PS4,34,1
5406,Deluxe,Digital,ROSA,Shooter 5,PS4,35,1
5407,Deluxe,Digital,ROSA,Shooter 5,PS4,36,1
5408,Deluxe,Digital,ROSA,Shooter 5,PS4,37,1
5409,Deluxe,Digital,ROSA,Shooter 5,PS4,38,1
5410,Deluxe,Digital,ROSA,Shooter 5,PS4,39,1
5411,Deluxe,Digital,ROSA,Shooter 5,PS4,40,1
5412,Deluxe,Digital,ROSA,Shooter 5,PS4,41,1
5413,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,0,195
5414,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,1,96
5415,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,2,85
5416,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,3,57
5417,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,4,40
5418,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,5,34
5419,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,6,33
5420,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,7,30
5421,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,8,29
5422,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,9,24
5423,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,10,24
5424,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,11,22
5425,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,12,22
5426,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,13,20
5427,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,14,18
5428,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,15,17
5429,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,16,15
5430,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,17,15
5431,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,18,14
5432,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,19,13
5433,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,20,12
5434,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,21,12
5435,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,22,12
5436,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,23,12
5437,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,24,12
5438,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,25,10
5439,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,26,10
5440,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,27,10
5441,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,28,10
5442,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,29,10
5443,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,30,10
5444,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,31,10
5445,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,32,10
5446,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,33,9
5447,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,34,9
5448,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,35,8
5449,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,36,7
5450,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,37,6
5451,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,38,6
5452,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,39,6
5453,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,40,4
5454,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,41,4
5455,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,42,4
5456,Deluxe,Digital,ROSA,Shooter 5,XBOX ONE,43,3
5457,Deluxe,Digital,ROSA,CnD 2,XBOX ONE,0,11
5458,Deluxe,Digital,ROSA,CnD 2,PC,0,24
5459,Deluxe,Digital,ROSA,RPG 3,PC,0,211
5460,Deluxe,Digital,ROSA,RPG R,PC,0,56
5461,Deluxe,Digital,ROSA,Shooter 3,PC,0,175
5462,Deluxe,Digital,USA,Cars 2,PC,12,146
5463,Deluxe,Digital,USA,Cars 2,PC,13,141
5464,Deluxe,Digital,USA,Cars 2,PC,14,139
5465,Deluxe,Digital,USA,Cars 2,PC,15,133
5466,Deluxe,Digital,USA,Cars 2,PC,16,443
5467,Deluxe,Digital,USA,Cars 2,PC,17,102
5468,Deluxe,Digital,USA,Cars 2,PC,18,97
5469,Deluxe,Digital,USA,Cars 2,PC,19,92
5470,Deluxe,Digital,USA,Cars 2,PC,20,91
5471,Deluxe,Digital,USA,Cars 2,PC,21,88
5472,Deluxe,Digital,USA,Cars 2,PC,22,79
5473,Deluxe,Digital,USA,Cars 2,PC,23,76
5474,Deluxe,Digital,USA,Cars 2,PC,24,74
5475,Deluxe,Digital,USA,Cars 2,PC,25,76
5476,Deluxe,Digital,USA,Cars 2,PC,26,65
5477,Deluxe,Digital,USA,Cars 2,PC,27,54
5478,Deluxe,Digital,USA,Cars 2,PC,28,51
5479,Deluxe,Digital,USA,Cars 2,PC,29,45
5480,Deluxe,Digital,USA,Cars 2,PC,30,42
