,Edition,Channel,Region,Installment,Platform,RelativeWeek,ReservesLevel
0,0,Digital,CAN,RPG 4,PS4,1,197
1,0,Digital,CAN,RPG 4,PS4,2,111
2,0,Digital,CAN,RPG 4,PS4,3,28
3,0,Digital,CAN,RPG 4,PS4,0,197
4,0,Digital,MEX,RPG 4,PS4,1,15
5,0,Digital,MEX,RPG 4,PS4,2,7
6,0,Digital,MEX,RPG 4,PS4,0,15
7,0,Digital,USA,RPG 4,PS4,1,1103
8,0,Digital,USA,RPG 4,PS4,2,613
9,0,Digital,USA,RPG 4,PS4,3,180
10,0,Digital,USA,RPG 4,PS4,0,1103
11,0,Retail,CAN,Kevin S,PC,0,481
12,0,Retail,CAN,Kevin S,PC,1,642
13,0,Retail,CAN,Kevin S,PC,2,473
14,0,Retail,CAN,Kevin S,PC,3,370
15,0,Retail,CAN,Kevin S,PC,4,256
16,0,Retail,CAN,Kevin S,PC,5,178
17,0,Retail,CAN,Kevin S,PC,6,155
18,0,Retail,CAN,Kevin S,PC,7,146
19,0,Retail,CAN,Kevin S,PC,8,123
20,0,Retail,CAN,Kevin S,PC,9,117
21,0,Retail,CAN,Kevin S,PC,10,112
22,0,Retail,CAN,Kevin S,PC,11,109
23,0,Retail,CAN,Kevin S,PC,12,109
24,0,Retail,CAN,Kevin S,PC,13,105
25,0,Retail,CAN,Kevin S,PC,14,99
26,0,Retail,CAN,Kevin S,PC,15,97
27,0,Retail,CAN,Kevin S,PC,16,91
28,0,Retail,CAN,Kevin S,PC,17,85
29,0,Retail,CAN,Kevin S,PC,18,74
30,0,Retail,CAN,Kevin S,PC,19,57
31,0,Retail,CAN,Kevin S,PC,21,34
32,0,Retail,CAN,Kevin S,PC,22,26
33,0,Retail,CAN,Kevin S,PC,0,211
34,0,Retail,USA,RPG 3,PS3,1,932
35,0,Retail,USA,RPG 3,PS3,2,492
36,0,Retail,USA,RPG 3,PS3,3,272
37,0,Retail,USA,RPG 3,PS3,4,26
38,0,Retail,USA,RPG 3,XBOX360,1,830
39,0,Retail,USA,RPG 3,XBOX360,2,402
40,0,Retail,USA,RPG 3,XBOX360,3,198
41,0,Retail,USA,RPG 3,XBOX360,4,20
42,0,Retail,USA,RPG 3,PS3,0,7361
43,0,Retail,USA,RPG 3,XBOX360,0,8888
44,Collector,Digital,BRA,Gems,PC,0,185
45,Collector,Digital,BRA,Gems,PC,1,133
46,Collector,Digital,BRA,Gems,PC,2,113
47,Collector,Digital,BRA,Gems,PC,3,105
48,Collector,Digital,BRA,Gems,PC,4,101
49,Collector,Digital,BRA,Gems,PC,5,95
50,Collector,Digital,BRA,Gems,PC,6,80
51,Collector,Digital,BRA,Gems,PC,7,79
52,Collector,Digital,BRA,Gems,PC,8,76
53,Collector,Digital,BRA,Gems,PC,9,76
54,Collector,Digital,BRA,Gems,PC,10,73
55,Collector,Digital,BRA,Gems,PC,11,72
56,Collector,Digital,BRA,Gems,PC,12,68
57,Collector,Digital,BRA,Gems,PC,13,67
58,Collector,Digital,BRA,Gems,PC,14,65
59,Collector,Digital,BRA,Gems,PC,15,64
60,Collector,Digital,BRA,Gems,PC,16,64
61,Collector,Digital,BRA,Gems,PC,17,55
62,Collector,Digital,BRA,Gems,PC,18,43
63,Collector,Digital,BRA,Gems,PC,19,42
64,Collector,Digital,BRA,Gems,PC,20,41
65,Collector,Digital,BRA,Gems,PC,21,36
66,Collector,Digital,BRA,Gems,PC,22,21
67,Collector,Digital,BRA,Shooter PRIMAL,PS4,0,880
68,Collector,Digital,BRA,Shooter PRIMAL,PS4,1,581
69,Collector,Digital,BRA,Shooter PRIMAL,PS4,2,376
70,Collector,Digital,BRA,Shooter PRIMAL,PS4,3,289
71,Collector,Digital,BRA,Shooter PRIMAL,PS4,4,234
72,Collector,Digital,BRA,Shooter PRIMAL,PS4,5,193
73,Collector,Digital,BRA,Shooter PRIMAL,PS4,6,133
74,Collector,Digital,BRA,Shooter PRIMAL,PS4,7,98
75,Collector,Digital,BRA,Shooter PRIMAL,PS4,8,66
76,Collector,Digital,BRA,Shooter PRIMAL,PS4,9,52
77,Collector,Digital,BRA,Shooter PRIMAL,PS4,10,22
78,Collector,Digital,BRA,Shooter PRIMAL,XBOX ONE,0,648
79,Collector,Digital,BRA,Shooter PRIMAL,XBOX ONE,0,385
80,Collector,Digital,CAN,CnD 2,PC,1,19
81,Collector,Digital,CAN,CnD 2,PC,2,14
82,Collector,Digital,CAN,CnD 2,PC,3,13
83,Collector,Digital,CAN,CnD 2,PC,4,8
84,Collector,Digital,CAN,CnD 2,PC,5,4
85,Collector,Digital,CAN,CnD 2,PC,6,3
86,Collector,Digital,CAN,CnD 2,PC,7,2
87,Collector,Digital,CAN,CnD 2,PC,8,2
88,Collector,Digital,CAN,CnD 2,PC,9,2
89,Collector,Digital,CAN,CnD 2,PS4,0,36
90,Collector,Digital,CAN,CnD 2,PS4,1,34
91,Collector,Digital,CAN,CnD 2,PS4,2,28
92,Collector,Digital,CAN,CnD 2,PS4,3,18
93,Collector,Digital,CAN,CnD 2,PS4,4,12
94,Collector,Digital,CAN,CnD 2,PS4,5,9
95,Collector,Digital,CAN,CnD 2,PS4,6,7
96,Collector,Digital,CAN,CnD 2,PS4,7,6
97,Collector,Digital,CAN,CnD 2,PS4,8,1
98,Collector,Digital,CAN,CnD 2,XBOX ONE,0,4
99,Collector,Digital,CAN,CnD 2,XBOX ONE,1,4
100,Collector,Digital,CAN,CnD 2,XBOX ONE,2,2
101,Collector,Digital,CAN,CnD 2,XBOX ONE,3,2
102,Collector,Digital,CAN,CnD 2,XBOX ONE,4,2
103,Collector,Digital,CAN,CnD 2,XBOX ONE,5,2
104,Collector,Digital,CAN,CnD 2,XBOX ONE,6,2
105,Collector,Digital,CAN,CnD 2,XBOX ONE,7,2
106,Collector,Digital,CAN,CnD 2,XBOX ONE,8,1
107,Collector,Digital,CAN,Flag,PS4,0,22
108,Collector,Digital,CAN,Flag,PS4,1,22
109,Collector,Digital,CAN,Flag,PS4,2,22
110,Collector,Digital,CAN,Flag,PS4,3,22
111,Collector,Digital,CAN,Flag,PS4,4,22
112,Collector,Digital,CAN,Flag,PS4,5,22
113,Collector,Digital,CAN,Flag,PS4,6,22
114,Collector,Digital,CAN,Flag,PS4,7,22
115,Collector,Digital,CAN,Flag,XBOX ONE,0,17
116,Collector,Digital,CAN,Flag,XBOX ONE,1,17
117,Collector,Digital,CAN,Flag,XBOX ONE,2,17
118,Collector,Digital,CAN,Flag,XBOX ONE,3,17
119,Collector,Digital,CAN,Flag,XBOX ONE,4,17
120,Collector,Digital,CAN,Flag,XBOX ONE,5,17
121,Collector,Digital,CAN,Flag,XBOX ONE,6,17
122,Collector,Digital,CAN,Flag,XBOX ONE,7,17
123,Collector,Digital,CAN,Gems,PC,0,1133
124,Collector,Digital,CAN,Gems,PC,1,669
125,Collector,Digital,CAN,Gems,PC,2,595
126,Collector,Digital,CAN,Gems,PC,3,563
127,Collector,Digital,CAN,Gems,PC,4,543
128,Collector,Digital,CAN,Gems,PC,5,513
129,Collector,Digital,CAN,Gems,PC,6,443
130,Collector,Digital,CAN,Gems,PC,7,433
131,Collector,Digital,CAN,Gems,PC,8,427
132,Collector,Digital,CAN,Gems,PC,9,419
133,Collector,Digital,CAN,Gems,PC,10,410
134,Collector,Digital,CAN,Gems,PC,11,403
135,Collector,Digital,CAN,Gems,PC,12,393
136,Collector,Digital,CAN,Gems,PC,13,388
137,Collector,Digital,CAN,Gems,PC,14,386
138,Collector,Digital,CAN,Gems,PC,15,380
139,Collector,Digital,CAN,Gems,PC,16,361
140,Collector,Digital,CAN,Gems,PC,17,301
141,Collector,Digital,CAN,Gems,PC,18,210
142,Collector,Digital,CAN,Gems,PC,19,194
143,Collector,Digital,CAN,Gems,PC,20,176
144,Collector,Digital,CAN,Gems,PC,21,154
145,Collector,Digital,CAN,Gems,PC,22,101
146,Collector,Digital,CAN,Jungle,PC,0,73
147,Collector,Digital,CAN,Jungle,PC,1,67
148,Collector,Digital,CAN,Jungle,PC,2,47
149,Collector,Digital,CAN,Jungle,PC,3,43
150,Collector,Digital,CAN,Jungle,PC,4,43
151,Collector,Digital,CAN,Jungle,PC,5,43
152,Collector,Digital,CAN,Jungle,PC,6,28
153,Collector,Digital,CAN,Jungle,PC,7,8
154,Collector,Digital,CAN,Jungle,PC,8,8
155,Collector,Digital,CAN,Jungle,PC,9,6
156,Collector,Digital,CAN,Jungle,PC,10,6
157,Collector,Digital,CAN,Jungle,PC,11,6
158,Collector,Digital,CAN,Jungle,PC,12,6
159,Collector,Digital,CAN,Jungle,PC,13,6
160,Collector,Digital,CAN,Jungle,PC,14,2
161,Collector,Digital,CAN,Jungle,PC,15,2
162,Collector,Digital,CAN,Jungle,PS4,0,55
163,Collector,Digital,CAN,Jungle,PS4,1,55
164,Collector,Digital,CAN,Jungle,PS4,2,54
165,Collector,Digital,CAN,Jungle,PS4,3,45
166,Collector,Digital,CAN,Jungle,PS4,4,42
167,Collector,Digital,CAN,Jungle,PS4,5,37
168,Collector,Digital,CAN,Jungle,PS4,6,24
169,Collector,Digital,CAN,Jungle,PS4,7,8
170,Collector,Digital,CAN,Jungle,PS4,8,3
171,Collector,Digital,CAN,Jungle,PS4,9,2
172,Collector,Digital,CAN,Jungle,PS4,10,2
173,Collector,Digital,CAN,Jungle,PS4,11,2
174,Collector,Digital,CAN,Jungle,PS4,12,2
175,Collector,Digital,CAN,Jungle,PS4,13,2
176,Collector,Digital,CAN,Jungle,PS4,14,2
177,Collector,Digital,CAN,Jungle,PS4,15,2
178,Collector,Digital,CAN,Jungle,PS4,16,2
179,Collector,Digital,CAN,Jungle,PS4,17,2
180,Collector,Digital,CAN,Jungle,PS4,18,1
181,Collector,Digital,CAN,Jungle,PS4,19,1
182,Collector,Digital,CAN,Jungle,PS4,20,1
183,Collector,Digital,CAN,Jungle,PS4,21,1
184,Collector,Digital,CAN,Kevin F,PC,60,12
185,Collector,Digital,CAN,Kevin F,PC,61,12
186,Collector,Digital,CAN,Kevin F,PC,62,12
187,Collector,Digital,CAN,Kevin F,PC,63,12
188,Collector,Digital,CAN,Kevin F,PC,64,12
189,Collector,Digital,CAN,Kevin F,PC,65,12
190,Collector,Digital,CAN,Kevin F,PC,66,11
191,Collector,Digital,CAN,Kevin F,PC,67,11
192,Collector,Digital,CAN,Kevin F,PC,68,11
193,Collector,Digital,CAN,Kevin F,PC,69,10
194,Collector,Digital,CAN,Kevin F,PC,70,7
195,Collector,Digital,CAN,Kevin F,PS4,60,59
196,Collector,Digital,CAN,Kevin F,PS4,61,58
197,Collector,Digital,CAN,Kevin F,PS4,62,56
198,Collector,Digital,CAN,Kevin F,PS4,63,56
199,Collector,Digital,CAN,Kevin F,PS4,64,55
200,Collector,Digital,CAN,Kevin F,PS4,65,52
201,Collector,Digital,CAN,Kevin F,PS4,66,47
202,Collector,Digital,CAN,Kevin F,PS4,67,46
203,Collector,Digital,CAN,Kevin F,PS4,68,44
204,Collector,Digital,CAN,Kevin F,PS4,69,41
205,Collector,Digital,CAN,Kevin F,PS4,70,36
206,Collector,Digital,CAN,Kevin F,XBOX ONE,60,13
207,Collector,Digital,CAN,Kevin F,XBOX ONE,61,13
208,Collector,Digital,CAN,Kevin F,XBOX ONE,62,13
209,Collector,Digital,CAN,Kevin F,XBOX ONE,63,12
210,Collector,Digital,CAN,Kevin F,XBOX ONE,64,12
211,Collector,Digital,CAN,Kevin F,XBOX ONE,65,12
212,Collector,Digital,CAN,Kevin F,XBOX ONE,66,12
213,Collector,Digital,CAN,Kevin F,XBOX ONE,67,11
214,Collector,Digital,CAN,Kevin F,XBOX ONE,68,11
215,Collector,Digital,CAN,Kevin F,XBOX ONE,69,11
216,Collector,Digital,CAN,Kevin F,XBOX ONE,70,10
217,Collector,Digital,CAN,RPG 4,PC,2,2
218,Collector,Digital,CAN,RPG 4,PC,5,1
219,Collector,Digital,CAN,RPG O,PS4,0,497
220,Collector,Digital,CAN,RPG O,PS4,1,497
221,Collector,Digital,CAN,RPG O,PS4,2,491
222,Collector,Digital,CAN,RPG O,PS4,3,491
223,Collector,Digital,CAN,RPG O,PS4,4,491
224,Collector,Digital,CAN,RPG O,PS4,5,486
225,Collector,Digital,CAN,RPG O,PS4,6,488
226,Collector,Digital,CAN,RPG O,PS4,7,464
227,Collector,Digital,CAN,RPG O,PS4,8,464
228,Collector,Digital,CAN,RPG O,PS4,9,464
229,Collector,Digital,CAN,RPG O,PS4,10,450
230,Collector,Digital,CAN,RPG O,PS4,11,435
231,Collector,Digital,CAN,RPG O,PS4,12,420
232,Collector,Digital,CAN,RPG O,PS4,13,404
233,Collector,Digital,CAN,RPG O,PS4,14,381
234,Collector,Digital,CAN,RPG O,PS4,15,361
235,Collector,Digital,CAN,RPG O,PS4,16,343
236,Collector,Digital,CAN,RPG O,PS4,17,316
237,Collector,Digital,CAN,RPG O,PS4,18,266
238,Collector,Digital,CAN,RPG O,PS4,19,176
239,Collector,Digital,CAN,RPG O,XBOX ONE,0,197
240,Collector,Digital,CAN,RPG O,XBOX ONE,1,197
241,Collector,Digital,CAN,RPG O,XBOX ONE,2,185
242,Collector,Digital,CAN,RPG O,XBOX ONE,3,184
243,Collector,Digital,CAN,RPG O,XBOX ONE,4,184
244,Collector,Digital,CAN,RPG O,XBOX ONE,5,184
245,Collector,Digital,CAN,RPG O,XBOX ONE,6,184
246,Collector,Digital,CAN,RPG O,XBOX ONE,7,184
247,Collector,Digital,CAN,RPG O,XBOX ONE,8,184
248,Collector,Digital,CAN,RPG O,XBOX ONE,9,174
249,Collector,Digital,CAN,RPG O,XBOX ONE,10,152
250,Collector,Digital,CAN,RPG O,XBOX ONE,11,142
251,Collector,Digital,CAN,RPG O,XBOX ONE,12,133
252,Collector,Digital,CAN,RPG O,XBOX ONE,13,133
253,Collector,Digital,CAN,RPG O,XBOX ONE,14,133
254,Collector,Digital,CAN,RPG O,XBOX ONE,15,133
255,Collector,Digital,CAN,RPG O,XBOX ONE,16,11
256,Collector,Digital,CAN,RPG O,XBOX ONE,17,11
257,Collector,Digital,CAN,RPG O,XBOX ONE,18,11
258,Collector,Digital,CAN,RPG O,XBOX ONE,19,11
259,Collector,Digital,CAN,Samurai,PC,1,6
260,Collector,Digital,CAN,Samurai,PC,2,6
261,Collector,Digital,CAN,Samurai,PC,3,6
262,Collector,Digital,CAN,Samurai,PC,4,6
263,Collector,Digital,CAN,Samurai,PC,5,6
264,Collector,Digital,CAN,Samurai,PC,6,6
265,Collector,Digital,CAN,Samurai,PC,7,6
266,Collector,Digital,CAN,Samurai,PC,8,6
267,Collector,Digital,CAN,Samurai,PC,9,6
268,Collector,Digital,CAN,Samurai,PC,10,6
269,Collector,Digital,CAN,Samurai,PC,11,6
270,Collector,Digital,CAN,Samurai,PC,12,6
271,Collector,Digital,CAN,Samurai,PC,13,6
272,Collector,Digital,CAN,Samurai,PC,14,6
273,Collector,Digital,CAN,Samurai,PC,15,6
274,Collector,Digital,CAN,Samurai,PC,16,6
275,Collector,Digital,CAN,Samurai,PC,17,6
276,Collector,Digital,CAN,Samurai,PC,18,6
277,Collector,Digital,CAN,Samurai,PC,19,6
278,Collector,Digital,CAN,Samurai,PC,21,6
279,Collector,Digital,CAN,Samurai,PC,22,6
280,Collector,Digital,CAN,Samurai,PC,23,6
281,Collector,Digital,CAN,Samurai,PC,24,6
282,Collector,Digital,CAN,Samurai,PC,25,3
283,Collector,Digital,CAN,Samurai,PS4,1,24
284,Collector,Digital,CAN,Samurai,PS4,2,24
285,Collector,Digital,CAN,Samurai,PS4,3,24
286,Collector,Digital,CAN,Samurai,PS4,4,24
287,Collector,Digital,CAN,Samurai,PS4,5,24
288,Collector,Digital,CAN,Samurai,PS4,6,24
289,Collector,Digital,CAN,Samurai,PS4,7,24
290,Collector,Digital,CAN,Samurai,PS4,8,24
291,Collector,Digital,CAN,Samurai,PS4,9,24
292,Collector,Digital,CAN,Samurai,PS4,10,24
293,Collector,Digital,CAN,Samurai,PS4,11,24
294,Collector,Digital,CAN,Samurai,PS4,12,24
295,Collector,Digital,CAN,Samurai,PS4,13,24
296,Collector,Digital,CAN,Samurai,PS4,14,24
297,Collector,Digital,CAN,Samurai,PS4,15,24
298,Collector,Digital,CAN,Samurai,PS4,16,24
299,Collector,Digital,CAN,Samurai,PS4,17,24
300,Collector,Digital,CAN,Samurai,PS4,18,24
301,Collector,Digital,CAN,Samurai,PS4,19,24
302,Collector,Digital,CAN,Samurai,PS4,21,24
303,Collector,Digital,CAN,Samurai,PS4,22,24
304,Collector,Digital,CAN,Samurai,PS4,23,24
305,Collector,Digital,CAN,Samurai,PS4,24,24
306,Collector,Digital,CAN,Samurai,PS4,25,12
307,Collector,Digital,CAN,Samurai,XBOX ONE,1,12
308,Collector,Digital,CAN,Samurai,XBOX ONE,2,12
309,Collector,Digital,CAN,Samurai,XBOX ONE,3,12
310,Collector,Digital,CAN,Samurai,XBOX ONE,4,12
311,Collector,Digital,CAN,Samurai,XBOX ONE,5,12
312,Collector,Digital,CAN,Samurai,XBOX ONE,6,12
313,Collector,Digital,CAN,Samurai,XBOX ONE,7,12
314,Collector,Digital,CAN,Samurai,XBOX ONE,8,12
315,Collector,Digital,CAN,Samurai,XBOX ONE,9,12
316,Collector,Digital,CAN,Samurai,XBOX ONE,10,12
317,Collector,Digital,CAN,Samurai,XBOX ONE,11,12
318,Collector,Digital,CAN,Samurai,XBOX ONE,12,12
319,Collector,Digital,CAN,Samurai,XBOX ONE,13,12
320,Collector,Digital,CAN,Samurai,XBOX ONE,14,12
321,Collector,Digital,CAN,Samurai,XBOX ONE,15,12
322,Collector,Digital,CAN,Samurai,XBOX ONE,16,12
323,Collector,Digital,CAN,Samurai,XBOX ONE,17,12
324,Collector,Digital,CAN,Samurai,XBOX ONE,18,12
325,Collector,Digital,CAN,Samurai,XBOX ONE,19,12
326,Collector,Digital,CAN,Samurai,XBOX ONE,21,12
327,Collector,Digital,CAN,Samurai,XBOX ONE,22,12
328,Collector,Digital,CAN,Samurai,XBOX ONE,23,12
329,Collector,Digital,CAN,Samurai,XBOX ONE,24,12
330,Collector,Digital,CAN,Samurai,XBOX ONE,25,6
331,Collector,Digital,CAN,Shooter 5,PS4,0,135
332,Collector,Digital,CAN,Shooter 5,PS4,1,128
333,Collector,Digital,CAN,Shooter 5,PS4,2,117
334,Collector,Digital,CAN,Shooter 5,PS4,3,160
335,Collector,Digital,CAN,Shooter 5,PS4,4,136
336,Collector,Digital,CAN,Shooter 5,PS4,5,122
337,Collector,Digital,CAN,Shooter 5,PS4,6,110
338,Collector,Digital,CAN,Shooter 5,PS4,7,106
339,Collector,Digital,CAN,Shooter 5,PS4,8,97
340,Collector,Digital,CAN,Shooter 5,PS4,9,89
341,Collector,Digital,CAN,Shooter 5,PS4,10,84
342,Collector,Digital,CAN,Shooter 5,PS4,11,78
343,Collector,Digital,CAN,Shooter 5,PS4,12,75
344,Collector,Digital,CAN,Shooter 5,PS4,13,62
345,Collector,Digital,CAN,Shooter 5,PS4,14,61
346,Collector,Digital,CAN,Shooter 5,PS4,15,57
347,Collector,Digital,CAN,Shooter 5,PS4,16,56
348,Collector,Digital,CAN,Shooter 5,PS4,17,55
349,Collector,Digital,CAN,Shooter 5,PS4,18,54
350,Collector,Digital,CAN,Shooter 5,PS4,19,52
351,Collector,Digital,CAN,Shooter 5,PS4,20,51
352,Collector,Digital,CAN,Shooter 5,PS4,21,51
353,Collector,Digital,CAN,Shooter 5,PS4,22,50
354,Collector,Digital,CAN,Shooter 5,PS4,23,50
355,Collector,Digital,CAN,Shooter 5,PS4,24,50
356,Collector,Digital,CAN,Shooter 5,PS4,25,50
357,Collector,Digital,CAN,Shooter 5,PS4,26,50
358,Collector,Digital,CAN,Shooter 5,PS4,27,48
359,Collector,Digital,CAN,Shooter 5,PS4,28,46
360,Collector,Digital,CAN,Shooter 5,PS4,29,42
361,Collector,Digital,CAN,Shooter 5,PS4,30,40
362,Collector,Digital,CAN,Shooter 5,PS4,31,35
363,Collector,Digital,CAN,Shooter 5,PS4,32,33
364,Collector,Digital,CAN,Shooter 5,PS4,33,33
365,Collector,Digital,CAN,Shooter 5,PS4,34,32
366,Collector,Digital,CAN,Shooter 5,PS4,35,32
367,Collector,Digital,CAN,Shooter 5,PS4,36,31
368,Collector,Digital,CAN,Shooter 5,PS4,37,30
369,Collector,Digital,CAN,Shooter 5,PS4,38,30
370,Collector,Digital,CAN,Shooter 5,PS4,39,26
371,Collector,Digital,CAN,Shooter 5,PS4,40,22
372,Collector,Digital,CAN,Shooter 5,PS4,41,20
373,Collector,Digital,CAN,Shooter 5,XBOX ONE,0,66
374,Collector,Digital,CAN,Shooter 5,XBOX ONE,1,66
375,Collector,Digital,CAN,Shooter 5,XBOX ONE,2,63
376,Collector,Digital,CAN,Shooter 5,XBOX ONE,3,76
377,Collector,Digital,CAN,Shooter 5,XBOX ONE,4,72
378,Collector,Digital,CAN,Shooter 5,XBOX ONE,5,66
379,Collector,Digital,CAN,Shooter 5,XBOX ONE,6,61
380,Collector,Digital,CAN,Shooter 5,XBOX ONE,7,59
381,Collector,Digital,CAN,Shooter 5,XBOX ONE,8,53
382,Collector,Digital,CAN,Shooter 5,XBOX ONE,9,52
383,Collector,Digital,CAN,Shooter 5,XBOX ONE,10,51
384,Collector,Digital,CAN,Shooter 5,XBOX ONE,11,50
385,Collector,Digital,CAN,Shooter 5,XBOX ONE,12,47
386,Collector,Digital,CAN,Shooter 5,XBOX ONE,13,46
387,Collector,Digital,CAN,Shooter 5,XBOX ONE,14,44
388,Collector,Digital,CAN,Shooter 5,XBOX ONE,15,44
389,Collector,Digital,CAN,Shooter 5,XBOX ONE,16,42
390,Collector,Digital,CAN,Shooter 5,XBOX ONE,17,42
391,Collector,Digital,CAN,Shooter 5,XBOX ONE,18,42
392,Collector,Digital,CAN,Shooter 5,XBOX ONE,19,42
393,Collector,Digital,CAN,Shooter 5,XBOX ONE,20,41
394,Collector,Digital,CAN,Shooter 5,XBOX ONE,21,41
395,Collector,Digital,CAN,Shooter 5,XBOX ONE,22,40
396,Collector,Digital,CAN,Shooter 5,XBOX ONE,23,37
397,Collector,Digital,CAN,Shooter 5,XBOX ONE,24,36
398,Collector,Digital,CAN,Shooter 5,XBOX ONE,25,37
399,Collector,Digital,CAN,Shooter 5,XBOX ONE,26,36
400,Collector,Digital,CAN,Shooter 5,XBOX ONE,27,34
401,Collector,Digital,CAN,Shooter 5,XBOX ONE,28,33
402,Collector,Digital,CAN,Shooter 5,XBOX ONE,29,33
403,Collector,Digital,CAN,Shooter 5,XBOX ONE,30,32
404,Collector,Digital,CAN,Shooter 5,XBOX ONE,31,30
405,Collector,Digital,CAN,Shooter 5,XBOX ONE,32,29
406,Collector,Digital,CAN,Shooter 5,XBOX ONE,33,29
407,Collector,Digital,CAN,Shooter 5,XBOX ONE,34,25
408,Collector,Digital,CAN,Shooter 5,XBOX ONE,35,24
409,Collector,Digital,CAN,Shooter 5,XBOX ONE,36,24
410,Collector,Digital,CAN,Shooter 5,XBOX ONE,37,24
411,Collector,Digital,CAN,Shooter 5,XBOX ONE,38,24
412,Collector,Digital,CAN,Shooter 5,XBOX ONE,39,23
413,Collector,Digital,CAN,Shooter 5,XBOX ONE,40,22
414,Collector,Digital,CAN,Shooter 5,XBOX ONE,41,17
415,Collector,Digital,CAN,Shooter PRIMAL,PS4,0,2864
416,Collector,Digital,CAN,Shooter PRIMAL,PS4,1,1661
417,Collector,Digital,CAN,Shooter PRIMAL,PS4,2,968
418,Collector,Digital,CAN,Shooter PRIMAL,PS4,3,760
419,Collector,Digital,CAN,Shooter PRIMAL,PS4,4,609
420,Collector,Digital,CAN,Shooter PRIMAL,PS4,5,485
421,Collector,Digital,CAN,Shooter PRIMAL,PS4,6,343
422,Collector,Digital,CAN,Shooter PRIMAL,PS4,7,265
423,Collector,Digital,CAN,Shooter PRIMAL,PS4,8,182
424,Collector,Digital,CAN,Shooter PRIMAL,PS4,9,99
425,Collector,Digital,CAN,Shooter PRIMAL,PS4,10,34
426,Collector,Digital,CAN,Shooter PRIMAL,XBOX ONE,0,2107
427,Collector,Digital,CAN,CnD 2,PC,0,19
428,Collector,Digital,CAN,RPG 4,PC,0,2
429,Collector,Digital,CAN,Samurai,PS4,0,12
430,Collector,Digital,CAN,Samurai,XBOX ONE,0,6
431,Collector,Digital,CAN,Samurai,PC,0,3
432,Collector,Digital,CAN,Shooter PRIMAL,XBOX ONE,0,1082
433,Collector,Digital,MEX,Gems,PC,0,28
434,Collector,Digital,MEX,Gems,PC,1,24
435,Collector,Digital,MEX,Gems,PC,2,21
436,Collector,Digital,MEX,Gems,PC,3,20
437,Collector,Digital,MEX,Gems,PC,4,20
438,Collector,Digital,MEX,Gems,PC,5,20
439,Collector,Digital,MEX,Gems,PC,6,15
440,Collector,Digital,MEX,Gems,PC,7,15
441,Collector,Digital,MEX,Gems,PC,8,14
442,Collector,Digital,MEX,Gems,PC,9,14
443,Collector,Digital,MEX,Gems,PC,10,14
444,Collector,Digital,MEX,Gems,PC,11,10
445,Collector,Digital,MEX,Gems,PC,12,14
446,Collector,Digital,MEX,Gems,PC,13,10
447,Collector,Digital,MEX,Gems,PC,14,10
448,Collector,Digital,MEX,Gems,PC,15,10
449,Collector,Digital,MEX,Gems,PC,16,10
450,Collector,Digital,MEX,Gems,PC,17,9
451,Collector,Digital,MEX,Gems,PC,18,8
452,Collector,Digital,MEX,Gems,PC,19,8
453,Collector,Digital,MEX,Gems,PC,20,7
454,Collector,Digital,MEX,Gems,PC,21,6
455,Collector,Digital,MEX,Gems,PC,22,3
456,Collector,Digital,MEX,Kevin F,PC,0,1
457,Collector,Digital,MEX,RPG O,PS4,0,9
458,Collector,Digital,MEX,RPG O,PS4,1,9
459,Collector,Digital,MEX,RPG O,PS4,2,9
460,Collector,Digital,MEX,RPG O,PS4,3,9
461,Collector,Digital,MEX,RPG O,PS4,4,9
462,Collector,Digital,MEX,RPG O,PS4,5,7
463,Collector,Digital,MEX,RPG O,PS4,6,6
464,Collector,Digital,MEX,RPG O,PS4,7,4
465,Collector,Digital,MEX,RPG O,PS4,8,3
466,Collector,Digital,MEX,RPG O,PS4,9,3
467,Collector,Digital,MEX,RPG O,PS4,10,3
468,Collector,Digital,MEX,RPG O,PS4,11,3
469,Collector,Digital,MEX,RPG O,PS4,12,3
470,Collector,Digital,MEX,RPG O,PS4,13,2
471,Collector,Digital,MEX,RPG O,PS4,14,1
472,Collector,Digital,MEX,RPG O,PS4,15,1
473,Collector,Digital,MEX,RPG O,PS4,16,1
474,Collector,Digital,MEX,RPG O,PS4,17,1
475,Collector,Digital,MEX,RPG O,PS4,18,1
476,Collector,Digital,MEX,RPG O,PS4,19,1
477,Collector,Digital,MEX,RPG O,XBOX ONE,0,6
478,Collector,Digital,MEX,RPG O,XBOX ONE,1,6
479,Collector,Digital,MEX,RPG O,XBOX ONE,2,4
480,Collector,Digital,MEX,RPG O,XBOX ONE,3,4
481,Collector,Digital,MEX,RPG O,XBOX ONE,4,4
482,Collector,Digital,MEX,RPG O,XBOX ONE,5,4
483,Collector,Digital,MEX,RPG O,XBOX ONE,6,4
484,Collector,Digital,MEX,RPG O,XBOX ONE,7,4
485,Collector,Digital,MEX,RPG O,XBOX ONE,8,4
486,Collector,Digital,MEX,RPG O,XBOX ONE,9,4
487,Collector,Digital,MEX,RPG O,XBOX ONE,10,4
488,Collector,Digital,MEX,RPG O,XBOX ONE,11,4
489,Collector,Digital,MEX,RPG O,XBOX ONE,12,2
490,Collector,Digital,MEX,RPG O,XBOX ONE,13,2
491,Collector,Digital,MEX,RPG O,XBOX ONE,14,2
492,Collector,Digital,MEX,RPG O,XBOX ONE,15,2
